arc,originnode,destinationnode,capacity
1,1,47,87.0
2,1,60,44.0
3,1,67,89.0
4,1,107,123.0
5,1,112,102.0
6,1,124,91.0
7,2,32,127.0
8,2,108,73.0
9,2,121,74.0
10,2,128,91.0
11,2,150,106.0
12,2,158,90.0
13,2,173,114.0
14,2,176,117.0
15,3,6,82.0
16,3,10,72.0
17,3,18,129.0
18,3,20,104.0
19,3,34,113.0
20,3,37,88.0
21,3,41,70.0
22,3,44,59.0
23,3,46,50.0
24,3,58,113.0
25,3,69,59.0
26,3,98,54.0
27,3,117,117.0
28,3,140,119.0
29,3,160,101.0
30,3,174,73.0
31,3,184,66.0
32,3,189,72.0
33,3,196,123.0
34,4,63,49.0
35,4,68,110.0
36,4,116,94.0
37,4,122,68.0
38,4,171,81.0
39,4,185,107.0
40,5,19,82.0
41,5,56,45.0
42,5,59,70.0
43,5,73,63.0
44,5,76,98.0
45,5,80,77.0
46,5,85,74.0
47,5,87,54.0
48,5,95,62.0
49,5,102,52.0
50,5,110,78.0
51,5,111,45.0
52,5,119,50.0
53,5,135,121.0
54,5,139,90.0
55,5,143,60.0
56,5,149,59.0
57,5,151,113.0
58,5,163,111.0
59,5,172,72.0
60,5,193,66.0
61,6,3,89.0
62,6,10,62.0
63,6,18,77.0
64,6,20,128.0
65,6,34,71.0
66,6,37,47.0
67,6,41,112.0
68,6,44,97.0
69,6,46,69.0
70,6,58,59.0
71,6,69,54.0
72,6,72,113.0
73,6,98,98.0
74,6,117,67.0
75,6,120,101.0
76,6,140,91.0
77,6,153,60.0
78,6,174,122.0
79,6,184,47.0
80,7,14,54.0
81,7,29,69.0
82,7,42,63.0
83,7,100,109.0
84,7,109,97.0
85,7,131,105.0
86,7,141,108.0
87,7,144,68.0
88,7,177,56.0
89,7,180,104.0
90,7,188,81.0
91,8,23,97.0
92,8,30,77.0
93,8,31,100.0
94,8,88,100.0
95,8,111,88.0
96,8,114,46.0
97,8,132,71.0
98,8,166,56.0
99,8,183,112.0
100,8,195,72.0
101,9,105,60.0
102,9,127,126.0
103,9,145,53.0
104,9,177,46.0
105,9,187,125.0
106,9,197,44.0
107,10,3,124.0
108,10,6,126.0
109,10,18,62.0
110,10,20,78.0
111,10,27,66.0
112,10,34,53.0
113,10,37,67.0
114,10,41,97.0
115,10,44,76.0
116,10,58,112.0
117,10,72,109.0
118,10,117,85.0
119,10,120,86.0
120,10,153,90.0
121,10,155,93.0
122,10,185,47.0
123,11,13,70.0
124,11,28,115.0
125,11,30,59.0
126,11,33,112.0
127,11,40,128.0
128,11,43,67.0
129,11,48,66.0
130,11,55,79.0
131,11,70,96.0
132,11,74,76.0
133,11,82,95.0
134,11,86,102.0
135,11,104,87.0
136,11,112,53.0
137,11,129,117.0
138,11,133,66.0
139,11,183,97.0
140,11,195,90.0
141,12,35,79.0
142,12,62,54.0
143,12,89,114.0
144,12,101,117.0
145,12,103,99.0
146,12,118,65.0
147,12,130,118.0
148,12,136,87.0
149,12,138,72.0
150,12,148,90.0
151,12,156,57.0
152,12,167,62.0
153,12,181,104.0
154,12,190,76.0
155,13,11,67.0
156,13,24,98.0
157,13,28,47.0
158,13,39,94.0
159,13,43,71.0
160,13,48,121.0
161,13,51,123.0
162,13,55,46.0
163,13,74,69.0
164,13,82,85.0
165,13,86,63.0
166,13,170,130.0
167,13,175,66.0
168,14,7,52.0
169,14,29,116.0
170,14,53,130.0
171,14,83,57.0
172,14,97,127.0
173,14,100,82.0
174,14,109,98.0
175,14,123,59.0
176,14,141,61.0
177,14,144,70.0
178,14,162,97.0
179,14,177,81.0
180,14,180,69.0
181,14,198,47.0
182,15,20,101.0
183,15,36,49.0
184,15,44,79.0
185,15,45,71.0
186,15,49,106.0
187,15,65,71.0
188,15,71,120.0
189,15,75,73.0
190,15,98,106.0
191,15,117,73.0
192,15,159,122.0
193,15,169,84.0
194,15,184,89.0
195,15,199,70.0
196,16,19,46.0
197,16,23,128.0
198,16,30,126.0
199,16,40,100.0
200,16,54,84.0
201,16,64,65.0
202,16,80,79.0
203,16,99,117.0
204,16,114,123.0
205,16,125,59.0
206,16,132,110.0
207,16,133,72.0
208,16,172,88.0
209,16,183,57.0
210,17,52,122.0
211,17,79,74.0
212,17,179,56.0
213,18,3,117.0
214,18,6,104.0
215,18,10,66.0
216,18,20,52.0
217,18,27,92.0
218,18,34,100.0
219,18,37,86.0
220,18,41,46.0
221,18,46,94.0
222,18,58,111.0
223,18,72,124.0
224,18,105,121.0
225,18,120,75.0
226,18,140,89.0
227,18,153,83.0
228,18,155,85.0
229,18,161,78.0
230,18,174,50.0
231,18,189,101.0
232,18,196,110.0
233,18,197,74.0
234,19,5,77.0
235,19,16,91.0
236,19,23,105.0
237,19,54,121.0
238,19,64,71.0
239,19,73,106.0
240,19,80,78.0
241,19,99,53.0
242,19,102,105.0
243,19,110,65.0
244,19,114,93.0
245,19,119,118.0
246,19,125,93.0
247,19,132,93.0
248,19,143,124.0
249,19,149,127.0
250,19,151,68.0
251,19,163,126.0
252,19,172,125.0
253,19,183,86.0
254,19,193,49.0
255,19,194,63.0
256,20,3,79.0
257,20,6,66.0
258,20,10,114.0
259,20,15,123.0
260,20,18,96.0
261,20,37,99.0
262,20,44,120.0
263,20,45,76.0
264,20,49,59.0
265,20,58,53.0
266,20,65,114.0
267,20,69,106.0
268,20,72,111.0
269,20,75,76.0
270,20,98,76.0
271,20,117,72.0
272,20,153,61.0
273,20,155,106.0
274,20,169,59.0
275,20,184,81.0
276,20,185,86.0
277,21,24,53.0
278,21,25,108.0
279,21,90,48.0
280,21,137,69.0
281,21,165,61.0
282,21,200,114.0
283,22,56,79.0
284,22,73,90.0
285,22,76,103.0
286,22,87,99.0
287,22,91,126.0
288,22,93,118.0
289,22,101,110.0
290,22,118,47.0
291,22,119,75.0
292,22,149,90.0
293,22,151,113.0
294,22,163,129.0
295,23,8,129.0
296,23,16,93.0
297,23,19,70.0
298,23,30,117.0
299,23,64,103.0
300,23,88,125.0
301,23,111,57.0
302,23,114,117.0
303,23,132,65.0
304,23,135,88.0
305,23,166,87.0
306,23,183,125.0
307,23,193,66.0
308,23,195,87.0
309,24,13,101.0
310,24,21,106.0
311,24,28,116.0
312,24,39,89.0
313,24,74,44.0
314,24,86,95.0
315,24,137,119.0
316,24,175,86.0
317,24,200,46.0
318,25,21,103.0
