commodity,quantity
1,10
2,8
3,9
4,9
5,10
6,4
7,6
8,2
9,7
10,4
11,2
12,1
13,10
14,8
15,6
16,8
17,7
18,2
19,5
20,3
21,3
22,9
23,7
24,10
25,4
26,7
27,2
28,8
29,9
30,7
31,8
32,8
33,1
34,10
35,8
36,2
37,5
38,8
39,2
40,3
41,7
42,5
43,7
44,5
45,10
46,8
47,9
48,1
49,10
50,1
51,6
52,8
53,3
54,1
55,4
56,4
57,1
58,1
59,8
60,6
61,8
62,6
63,4
64,6
65,3
66,2
67,4
68,9
69,4
70,3
71,1
72,5
73,3
74,3
75,7
76,4
77,6
78,3
79,2
80,6
81,8
82,9
83,2
84,4
85,10
86,8
87,1
88,1
89,6
90,5
91,3
92,4
93,9
94,5
95,1
96,2
97,8
98,9
99,3
100,5
101,6
102,5
103,4
104,4
105,2
106,4
107,3
108,5
109,8
110,2
111,9
112,5
113,5
114,10
115,10
116,6
117,8
118,9
119,7
120,3
121,1
122,9
123,6
124,10
125,1
126,8
127,5
128,1
129,10
130,2
131,5
132,9
133,6
134,10
135,7
136,1
137,10
138,7
139,6
140,7
141,10
142,4
143,7
144,6
145,3
146,5
147,1
148,5
149,1
150,10
151,6
152,9
153,2
154,7
155,5
156,3
157,4
158,7
159,1
160,3
161,7
162,3
163,10
164,7
165,7
166,2
167,1
168,2
169,4
170,10
171,5
172,10
173,4
174,2
175,6
176,6
177,2
178,7
179,1
180,9
181,3
182,9
183,5
184,5
185,10
186,6
187,1
188,1
189,2
190,5
191,4
192,4
193,2
194,9
195,6
196,2
197,6
198,3
199,3
200,8
201,7
202,6
203,9
204,2
205,9
206,6
207,2
208,5
209,3
210,5
211,10
212,2
213,7
214,3
215,4
216,6
217,6
218,1
219,9
220,5
221,7
222,4
223,6
224,5
225,8
226,10
227,4
228,10
229,6
230,6
231,5
232,7
233,5
234,3
235,7
236,1
237,6
238,5
239,9
240,2
241,6
242,7
243,5
244,6
245,4
246,1
247,6
248,4
249,3
250,6
251,5
252,3
253,3
254,10
255,8
256,8
257,7
258,9
259,1
260,6
261,7
262,6
263,3
264,1
265,5
266,6
267,9
268,6
269,9
270,9
271,1
272,6
273,6
274,6
275,7
276,7
277,7
278,7
279,3
280,3
281,4
282,7
283,10
284,7
285,10
286,4
287,9
288,6
289,10
290,4
291,2
292,8
293,7
294,6
295,3
296,2
297,6
298,5
299,5
300,3
301,9
302,6
303,6
304,7
305,6
306,4
307,9
308,6
309,4
310,8
311,6
312,5
313,1
314,6
315,2
316,8
317,3
318,2
319,1
320,7
321,2
322,6
323,10
324,3
325,4
326,4
327,2
328,3
329,4
330,1
331,3
332,8
333,4
334,1
335,4
336,2
337,5
338,3
339,7
340,5
341,6
342,2
343,1
344,2
345,5
346,10
347,5
348,8
349,8
350,10
351,4
352,5
353,6
354,2
355,9
356,4
357,10
358,3
359,7
360,9
361,5
362,8
363,5
364,3
365,10
366,2
367,2
368,2
369,10
370,5
371,1
372,5
373,7
374,1
375,10
376,3
377,6
378,8
379,9
380,9
381,7
382,9
383,6
384,7
385,5
386,5
387,8
388,3
389,3
390,7
391,8
392,1
393,2
394,6
395,7
396,5
397,9
398,7
399,9
400,7
