commodity,quantity
1,7
2,5
3,10
4,1
5,8
6,10
7,7
8,2
9,6
10,7
11,6
12,4
13,3
14,8
15,3
16,10
17,2
18,8
19,10
20,10
21,10
22,1
23,7
24,10
25,3
26,3
27,7
28,6
29,5
30,7
31,6
32,5
33,7
34,9
35,1
36,8
37,1
38,8
39,3
40,6
41,2
42,1
43,3
44,9
45,10
46,5
47,9
48,2
49,1
50,5
51,6
52,7
53,9
54,5
55,7
56,10
57,8
58,1
59,8
60,1
61,4
62,9
63,2
64,10
65,4
66,6
67,1
68,2
69,4
70,2
71,7
72,10
73,8
74,1
75,6
76,1
77,9
78,2
79,4
80,7
81,8
82,7
83,5
84,3
85,5
86,9
87,8
88,5
89,2
90,6
91,5
92,5
93,7
94,10
95,10
96,2
97,5
98,1
99,3
100,4
101,7
102,6
103,7
104,8
105,8
106,5
107,8
108,8
109,6
110,2
111,8
112,5
113,2
114,9
115,1
116,1
117,6
118,1
119,7
120,9
121,9
122,7
123,9
124,10
125,4
126,8
127,5
128,6
129,5
130,4
131,5
132,8
133,4
134,2
135,7
136,9
137,4
138,3
139,5
140,9
141,5
142,3
143,6
144,4
145,2
146,4
147,6
148,6
149,8
150,8
151,10
152,8
153,1
154,8
155,6
156,4
157,10
158,5
159,7
160,5
161,1
162,5
163,9
164,10
165,4
166,8
167,5
168,9
169,8
170,5
171,3
172,10
173,1
174,7
175,4
176,8
177,7
178,5
179,9
180,7
181,6
182,5
183,7
184,8
185,2
186,4
187,6
188,9
189,8
190,7
191,2
192,1
193,7
194,5
195,2
196,1
197,9
198,10
199,1
200,2
201,3
202,3
203,7
204,2
205,1
206,3
207,2
208,5
209,5
210,1
211,10
212,1
213,8
214,3
215,6
216,4
217,5
218,3
219,10
220,10
221,2
222,9
223,9
224,9
225,9
226,9
227,4
228,1
229,3
230,10
231,5
232,7
233,9
234,3
235,1
236,5
237,7
238,6
239,5
240,7
241,3
242,1
243,1
244,2
245,9
246,3
247,1
248,3
249,4
250,8
251,9
252,7
253,4
254,3
255,10
256,1
257,4
258,6
259,2
260,2
261,1
262,10
263,9
264,6
265,5
266,7
267,4
268,1
269,7
270,3
271,10
272,4
273,8
274,4
275,10
276,3
277,1
278,7
279,9
280,7
281,10
282,5
283,10
284,1
285,9
286,8
287,8
288,2
289,4
290,5
291,1
292,7
293,8
294,3
295,10
296,7
297,10
298,5
299,1
300,3
301,8
302,2
303,9
304,3
305,8
306,5
307,10
308,2
309,7
310,9
311,5
312,5
313,10
314,6
315,2
316,8
317,7
318,2
319,8
320,1
321,2
322,7
323,10
324,9
325,3
326,10
327,8
328,9
329,2
330,6
331,4
332,10
333,3
334,4
335,9
336,4
337,3
338,3
339,4
340,4
341,10
342,3
343,7
344,4
345,5
346,5
347,4
348,7
349,2
350,8
351,7
352,1
353,2
354,4
355,10
356,2
357,6
358,5
359,1
360,6
361,2
362,4
363,2
364,1
365,4
366,6
367,7
368,3
369,2
370,5
371,3
372,9
373,9
374,2
375,6
376,3
377,5
378,6
379,8
380,1
381,7
382,9
383,9
384,10
385,9
386,10
387,4
388,6
389,8
390,9
391,2
392,7
393,8
394,4
395,6
396,9
397,9
398,7
399,3
400,1
