arc,originnode,destinationnode,capacity
1,1,40,75.0
2,1,45,70.0
3,1,61,81.0
4,1,76,92.0
5,1,88,41.0
6,1,90,57.0
7,1,111,38.0
8,1,112,49.0
9,1,148,105.0
10,1,155,80.0
11,1,167,86.0
12,1,174,52.0
13,1,198,82.0
14,2,7,96.0
15,2,10,88.0
16,2,19,69.0
17,2,21,49.0
18,2,44,68.0
19,2,51,74.0
20,2,92,92.0
21,2,93,84.0
22,2,99,77.0
23,2,120,101.0
24,2,122,98.0
25,2,128,66.0
26,2,129,105.0
27,2,168,104.0
28,3,4,55.0
29,3,23,60.0
30,3,37,39.0
31,3,48,49.0
32,3,83,41.0
33,3,101,62.0
34,3,108,74.0
35,3,114,87.0
36,3,131,59.0
37,3,195,83.0
38,4,3,103.0
39,4,87,96.0
40,4,108,76.0
41,4,131,82.0
42,4,175,91.0
43,4,176,39.0
44,5,20,104.0
45,5,33,50.0
46,5,35,53.0
47,5,133,58.0
48,5,151,61.0
49,5,157,105.0
50,5,165,54.0
51,5,194,85.0
52,6,18,77.0
53,6,39,44.0
54,6,41,38.0
55,6,43,90.0
56,6,47,63.0
57,6,55,97.0
58,6,65,67.0
59,6,67,43.0
60,6,91,106.0
61,6,124,39.0
62,6,125,93.0
63,6,130,107.0
64,6,185,40.0
65,6,200,53.0
66,7,2,36.0
67,7,10,103.0
68,7,19,77.0
69,7,21,82.0
70,7,44,80.0
71,7,51,99.0
72,7,73,86.0
73,7,75,99.0
74,7,92,103.0
75,7,93,50.0
76,7,99,59.0
77,7,113,51.0
78,7,120,97.0
79,7,122,91.0
80,7,128,60.0
81,7,129,72.0
82,7,135,73.0
83,7,168,96.0
84,8,11,52.0
85,8,18,87.0
86,8,20,70.0
87,8,27,77.0
88,8,28,58.0
89,8,39,76.0
90,8,42,88.0
91,8,45,83.0
92,8,49,65.0
93,8,77,70.0
94,8,84,104.0
95,8,88,81.0
96,8,106,54.0
97,8,111,48.0
98,8,144,65.0
99,8,167,86.0
100,8,174,77.0
101,8,187,104.0
102,8,198,96.0
103,9,37,91.0
104,9,48,96.0
105,9,60,101.0
106,9,74,99.0
107,9,83,100.0
108,9,94,48.0
109,9,101,99.0
110,9,139,37.0
111,9,171,89.0
112,9,183,54.0
113,9,197,94.0
114,10,2,89.0
115,10,7,70.0
116,10,21,80.0
117,10,44,67.0
118,10,81,48.0
119,10,92,55.0
120,10,93,78.0
121,10,99,42.0
122,10,116,72.0
123,10,128,76.0
124,10,129,69.0
125,10,143,100.0
126,10,152,94.0
127,10,154,69.0
128,10,168,79.0
129,10,180,62.0
130,10,193,98.0
131,11,8,93.0
132,11,34,59.0
133,11,42,38.0
134,11,49,87.0
135,11,76,88.0
136,11,77,45.0
137,11,88,71.0
138,11,111,53.0
139,11,167,43.0
140,11,174,94.0
141,11,182,66.0
142,11,187,42.0
143,11,198,51.0
144,12,36,50.0
145,12,50,97.0
146,12,51,105.0
147,12,52,83.0
148,12,62,106.0
149,12,72,52.0
150,12,75,60.0
