commodity,quantity
1,6
2,9
3,2
4,4
5,7
6,3
7,3
8,4
9,9
10,6
11,7
12,10
13,4
14,6
15,4
16,3
17,8
18,3
19,4
20,3
21,6
22,5
23,1
24,5
25,6
26,4
27,9
28,6
29,10
30,6
31,7
32,3
33,9
34,8
35,8
36,2
37,2
38,9
39,7
40,6
41,2
42,6
43,3
44,7
45,9
46,10
47,2
48,4
49,9
50,4
51,3
52,4
53,2
54,1
55,1
56,2
57,10
58,4
59,8
60,5
61,3
62,10
63,10
64,9
65,2
66,6
67,6
68,2
69,3
70,9
71,10
72,6
73,10
74,10
75,4
76,8
77,8
78,7
79,3
80,3
81,9
82,9
83,10
84,9
85,9
86,2
87,6
88,3
89,6
90,3
91,2
92,1
93,5
94,6
95,4
96,9
97,4
98,1
99,10
100,1
101,3
102,6
103,1
104,7
105,6
106,3
107,6
108,3
109,10
110,9
111,5
112,8
113,5
114,8
115,2
116,3
117,4
118,4
119,3
120,5
121,1
122,1
123,1
124,8
125,8
126,8
127,10
128,3
129,4
130,9
131,5
132,7
133,9
134,9
135,3
136,7
137,3
138,9
139,6
140,4
141,9
142,8
143,4
144,4
145,2
146,3
147,2
148,2
149,7
150,2
151,6
152,4
153,1
154,9
155,3
156,3
157,6
158,5
159,9
160,10
161,4
162,5
163,3
164,5
165,3
166,7
167,4
168,7
169,6
170,5
171,1
172,7
173,8
174,8
175,3
176,10
177,4
178,7
179,3
180,1
181,3
182,6
183,1
184,5
185,9
186,3
187,10
188,1
189,6
190,10
191,3
192,1
193,6
194,5
195,7
196,4
197,7
198,3
199,2
200,6
201,10
202,3
203,4
204,1
205,10
206,3
207,7
208,5
209,10
210,1
211,1
212,3
213,2
214,3
215,1
216,6
217,1
218,5
219,5
220,8
221,9
222,2
223,10
224,6
225,7
226,4
227,1
228,4
229,10
230,7
231,6
232,9
233,2
234,6
235,6
236,4
237,9
238,10
239,8
240,6
241,5
242,7
243,1
244,2
245,9
246,3
247,8
248,9
249,9
250,10
251,3
252,1
253,2
254,1
255,5
256,5
257,3
258,2
259,8
260,4
261,8
262,8
263,8
264,8
265,1
266,4
267,9
268,1
269,5
270,10
271,1
272,7
273,5
274,1
275,7
276,4
277,9
278,10
279,1
280,10
281,4
282,3
283,4
284,2
285,5
286,1
287,2
288,7
289,1
290,2
291,7
292,6
293,6
294,4
295,8
296,2
297,5
298,8
299,1
300,10
301,9
302,4
303,10
304,10
305,9
306,4
307,7
308,3
309,6
310,2
311,2
312,3
313,9
314,3
315,10
316,6
317,10
318,1
319,6
320,9
321,9
322,6
323,2
324,5
325,6
326,5
327,4
328,1
329,7
330,9
331,3
332,4
333,2
334,5
335,2
336,6
337,1
338,4
339,4
340,3
341,10
342,1
343,3
344,8
345,9
346,2
347,4
348,9
349,2
350,10
351,7
352,4
353,2
354,3
355,6
356,5
357,3
358,1
359,3
360,2
361,9
362,5
363,7
364,3
365,5
366,10
367,4
368,2
369,5
370,5
371,10
372,8
373,4
374,7
375,6
376,10
377,9
378,4
379,10
380,1
381,2
382,5
383,8
384,10
385,8
386,4
387,6
388,4
389,6
390,4
391,8
392,10
393,4
394,5
395,3
396,2
397,5
398,5
399,8
400,7
