arc,originnode,destinationnode,capacity
1,1,121,162.0
2,1,136,189.0
3,1,224,164.0
4,1,239,133.0
5,1,242,175.0
6,1,253,87.0
7,1,266,200.0
8,1,328,186.0
9,1,329,132.0
10,1,382,134.0
11,1,390,198.0
12,1,398,96.0
13,2,26,107.0
14,2,34,186.0
15,2,36,168.0
16,2,53,167.0
17,2,81,176.0
18,2,95,162.0
19,2,178,179.0
20,2,180,77.0
21,2,257,102.0
22,2,282,146.0
23,2,318,81.0
24,2,374,191.0
25,3,10,82.0
26,3,19,182.0
27,3,62,186.0
28,3,93,156.0
29,3,112,92.0
30,3,127,77.0
31,3,181,81.0
32,3,183,104.0
33,3,216,79.0
34,3,220,117.0
35,3,226,90.0
36,3,252,179.0
37,3,287,180.0
38,3,297,87.0
39,3,341,135.0
40,3,348,191.0
41,3,394,79.0
42,3,400,102.0
43,4,37,139.0
44,4,80,168.0
45,4,192,163.0
46,4,238,161.0
47,4,278,95.0
48,4,354,149.0
49,5,48,68.0
50,5,49,167.0
51,5,55,157.0
52,5,68,139.0
53,5,96,104.0
54,5,108,190.0
55,5,129,171.0
56,5,188,73.0
57,5,200,73.0
58,5,231,129.0
59,5,233,133.0
60,5,264,169.0
61,5,271,128.0
62,5,303,166.0
63,5,340,118.0
64,5,367,155.0
65,6,45,88.0
66,6,59,187.0
67,6,63,169.0
68,6,149,129.0
69,6,222,142.0
70,6,256,82.0
71,6,263,163.0
72,6,297,137.0
73,6,324,193.0
74,6,344,183.0
75,6,364,165.0
76,6,399,117.0
77,7,27,136.0
78,7,56,194.0
79,7,115,106.0
80,7,118,87.0
81,7,195,175.0
82,7,212,102.0
83,7,215,93.0
84,7,236,151.0
85,7,299,67.0
86,7,311,80.0
87,8,9,137.0
88,8,23,178.0
89,8,51,195.0
90,8,85,108.0
91,8,141,192.0
92,8,158,168.0
93,8,184,76.0
94,8,199,92.0
95,8,232,132.0
96,8,234,139.0
97,8,291,131.0
98,8,293,134.0
99,9,8,140.0
100,9,14,98.0
101,9,23,161.0
102,9,54,165.0
103,9,57,177.0
104,9,100,198.0
105,9,123,161.0
106,9,141,125.0
107,9,162,183.0
108,9,176,158.0
109,9,184,121.0
110,9,234,137.0
111,9,291,194.0
112,9,387,183.0
113,10,3,109.0
114,10,19,190.0
115,10,28,175.0
116,10,93,153.0
117,10,127,139.0
118,10,139,115.0
119,10,216,138.0
120,10,305,178.0
121,10,332,192.0
122,10,348,85.0
123,10,373,143.0
124,10,393,89.0
125,10,400,98.0
126,11,24,145.0
127,11,42,178.0
128,11,61,93.0
129,11,75,192.0
130,11,89,98.0
131,11,91,81.0
132,11,148,96.0
133,11,156,128.0
134,11,196,175.0
135,11,273,172.0
136,11,277,199.0
137,11,317,93.0
138,11,321,95.0
139,11,339,140.0
140,11,379,132.0
141,12,13,74.0
142,12,33,147.0
143,12,74,137.0
144,12,189,177.0
145,12,204,118.0
146,12,205,131.0
147,12,223,146.0
148,12,260,98.0
149,12,295,84.0
150,12,301,148.0
151,12,315,184.0
152,12,319,174.0
153,12,335,86.0
154,12,361,188.0
155,12,381,109.0
156,12,388,156.0
157,12,395,93.0
158,13,12,70.0
159,13,18,117.0
160,13,33,199.0
161,13,74,125.0
162,13,164,189.0
163,13,182,108.0
164,13,223,164.0
165,13,260,193.0
166,13,295,181.0
167,13,301,171.0
168,13,315,132.0
169,13,319,163.0
170,13,381,101.0
171,13,395,103.0
172,14,9,190.0
173,14,54,140.0
174,14,57,189.0
175,14,123,147.0
176,14,162,171.0
177,14,176,159.0
178,14,291,173.0
179,14,320,162.0
180,14,365,111.0
181,14,387,78.0
182,15,76,156.0
183,15,97,87.0
184,15,128,104.0
185,15,153,91.0
186,15,172,143.0
187,15,193,132.0
188,15,208,195.0
189,15,254,103.0
190,15,267,159.0
191,15,286,145.0
192,15,337,190.0
193,16,21,187.0
194,16,47,84.0
195,16,64,68.0
196,16,88,100.0
197,16,94,154.0
198,16,105,127.0
199,16,110,140.0
200,16,122,123.0
201,16,132,102.0
202,16,163,74.0
203,16,187,137.0
204,16,207,84.0
205,16,235,117.0
206,16,246,92.0
207,16,272,185.0
208,16,288,170.0
209,16,304,139.0
210,16,380,96.0
211,17,110,106.0
212,17,122,103.0
213,17,163,155.0
214,17,235,121.0
215,17,369,154.0
216,18,13,102.0
217,18,33,76.0
218,18,74,96.0
219,18,119,116.0
220,18,182,99.0
221,18,195,81.0
222,18,212,160.0
223,18,223,85.0
224,18,241,187.0
225,18,260,124.0
226,18,295,129.0
227,18,301,108.0
228,18,346,105.0
229,18,395,75.0
230,19,3,113.0
231,19,10,136.0
232,19,59,168.0
233,19,62,173.0
234,19,93,93.0
235,19,112,121.0
236,19,181,117.0
237,19,216,117.0
238,19,228,125.0
239,19,287,108.0
240,19,297,175.0
241,19,324,110.0
242,19,341,163.0
243,19,348,139.0
244,19,385,80.0
245,19,394,109.0
246,19,400,182.0
247,20,39,98.0
248,20,44,173.0
249,20,78,165.0
250,20,83,76.0
251,20,90,174.0
252,20,92,193.0
253,20,209,75.0
254,20,245,108.0
255,20,323,185.0
256,20,327,160.0
257,21,16,118.0
258,21,47,74.0
259,21,64,103.0
260,21,88,168.0
261,21,94,120.0
262,21,105,144.0
263,21,110,169.0
264,21,122,79.0
265,21,132,98.0
266,21,163,78.0
267,21,187,139.0
268,21,207,130.0
269,21,246,185.0
270,21,272,186.0
271,21,288,150.0
272,21,304,138.0
273,22,30,82.0
274,22,31,102.0
275,22,44,163.0
276,22,65,109.0
277,22,84,145.0
278,22,111,111.0
279,22,138,162.0
280,22,159,115.0
281,22,169,164.0
282,22,209,199.0
283,22,227,151.0
284,22,261,176.0
285,22,268,145.0
286,22,279,171.0
287,22,292,181.0
288,22,327,71.0
289,22,368,178.0
290,22,375,123.0
291,22,391,163.0
292,23,8,164.0
293,23,9,119.0
294,23,51,88.0
295,23,85,179.0
296,23,141,105.0
297,23,158,113.0
298,23,159,80.0
299,23,184,148.0
300,23,199,100.0
301,23,234,95.0
302,23,269,134.0
303,23,291,111.0
304,23,293,71.0
305,24,11,109.0
306,24,42,136.0
307,24,61,191.0
308,24,72,99.0
309,24,89,87.0
310,24,91,154.0
311,24,150,96.0
312,24,156,96.0
313,24,218,105.0
314,24,277,82.0
315,24,317,86.0
316,24,379,67.0
317,25,164,108.0
318,25,217,76.0
319,25,275,137.0
320,25,326,119.0
321,26,2,101.0
322,26,36,144.0
323,26,95,175.0
324,26,131,120.0
325,26,178,157.0
326,26,257,171.0
327,26,269,152.0
328,26,318,167.0
329,26,374,128.0
330,27,7,105.0
331,27,56,160.0
332,27,118,73.0
333,27,195,188.0
334,27,212,157.0
335,27,236,75.0
336,27,299,111.0
337,27,311,77.0
338,28,10,174.0
339,28,120,137.0
340,28,127,178.0
341,28,139,67.0
342,28,161,69.0
343,28,216,198.0
344,28,220,78.0
345,28,281,124.0
346,28,305,149.0
347,28,332,148.0
348,28,342,180.0
349,28,343,133.0
350,28,400,164.0
351,29,175,124.0
352,29,366,111.0
353,30,22,189.0
354,30,31,177.0
355,30,44,82.0
356,30,65,82.0
357,30,111,133.0
358,30,138,72.0
359,30,169,144.0
360,30,209,81.0
361,30,227,74.0
362,30,261,139.0
363,30,353,181.0
364,30,375,159.0
365,30,391,193.0
366,31,22,83.0
367,31,30,165.0
368,31,65,139.0
369,31,111,75.0
370,31,169,87.0
371,31,227,171.0
372,31,261,136.0
373,31,290,186.0
374,31,353,89.0
375,31,375,83.0
376,31,391,168.0
377,32,75,163.0
378,32,116,84.0
379,32,126,166.0
380,32,167,163.0
381,32,196,100.0
382,32,243,130.0
383,32,244,76.0
384,32,273,70.0
385,32,290,89.0
386,32,300,104.0
387,32,339,126.0
388,33,12,140.0
389,33,13,78.0
390,33,18,199.0
391,33,74,142.0
392,33,195,115.0
393,33,212,144.0
394,33,223,106.0
395,33,260,190.0
396,33,295,182.0
397,33,299,81.0
398,33,301,72.0
399,33,311,72.0
400,33,315,71.0
401,33,319,99.0
402,33,361,187.0
403,33,381,114.0
404,33,395,152.0
405,34,2,152.0
406,34,36,105.0
407,34,38,135.0
408,34,53,99.0
409,34,81,159.0
410,34,140,157.0
411,34,157,125.0
412,34,178,128.0
413,34,180,125.0
414,34,282,118.0
415,34,333,122.0
416,35,60,197.0
417,35,98,100.0
418,35,117,126.0
419,35,173,69.0
420,35,174,191.0
421,35,206,74.0
422,35,211,199.0
423,35,240,141.0
424,35,265,84.0
425,35,350,70.0
426,36,2,107.0
427,36,26,88.0
428,36,34,86.0
429,36,53,141.0
430,36,81,179.0
431,36,178,135.0
432,36,180,119.0
433,36,250,133.0
434,36,257,85.0
435,36,269,97.0
436,36,282,179.0
437,36,318,187.0
438,36,374,131.0
439,37,4,103.0
440,37,73,131.0
441,37,80,149.0
442,37,130,100.0
443,37,171,118.0
444,37,192,179.0
445,37,238,179.0
446,37,270,80.0
447,37,354,74.0
448,37,389,159.0
449,37,396,91.0
450,38,34,137.0
451,38,53,106.0
452,38,86,97.0
453,38,103,164.0
454,38,133,81.0
455,38,135,111.0
456,38,157,110.0
457,38,258,190.0
458,38,282,96.0
459,38,359,87.0
460,38,376,190.0
461,38,383,175.0
462,39,20,186.0
463,39,78,196.0
464,39,83,112.0
465,39,90,165.0
466,39,92,86.0
467,39,323,135.0
468,40,99,160.0
469,40,128,178.0
470,40,142,100.0
471,40,144,121.0
472,40,151,85.0
473,40,152,170.0
474,40,154,99.0
475,40,219,131.0
476,40,254,122.0
477,40,280,175.0
478,40,286,178.0
479,40,289,179.0
480,40,347,87.0
481,40,378,129.0
482,41,62,141.0
483,41,82,168.0
484,41,112,164.0
485,41,143,72.0
486,41,228,114.0
487,41,230,111.0
488,41,247,185.0
489,41,302,118.0
490,41,324,138.0
491,41,359,196.0
492,41,370,190.0
493,41,383,150.0
494,41,384,190.0
495,41,385,135.0
496,41,394,78.0
497,42,11,100.0
498,42,24,173.0
499,42,61,171.0
500,42,72,196.0
501,42,89,108.0
502,42,91,161.0
503,42,150,110.0
504,42,156,161.0
505,42,277,122.0
506,42,317,192.0
507,42,357,89.0
508,42,362,95.0
509,42,379,187.0
510,43,165,106.0
511,43,179,153.0
512,43,194,69.0
513,43,262,184.0
514,43,285,114.0
515,43,316,175.0
516,43,336,142.0
517,44,20,84.0
518,44,22,149.0
519,44,30,147.0
520,44,65,111.0
521,44,83,165.0
522,44,84,91.0
523,44,111,157.0
524,44,138,196.0
525,44,168,97.0
526,44,209,86.0
527,44,279,189.0
528,44,323,177.0
529,44,327,140.0
530,44,391,119.0
531,45,6,189.0
532,45,63,100.0
533,45,149,155.0
534,45,222,140.0
535,45,225,159.0
536,45,247,119.0
537,45,249,109.0
538,45,256,168.0
539,45,263,91.0
540,45,312,187.0
541,45,324,133.0
542,45,344,161.0
543,45,364,74.0
544,45,399,80.0
545,46,73,190.0
546,46,80,103.0
547,46,100,138.0
548,46,123,140.0
549,46,162,141.0
550,46,171,89.0
551,46,270,171.0
552,46,365,181.0
553,46,389,148.0
554,47,16,112.0
555,47,21,89.0
556,47,64,69.0
557,47,94,143.0
558,47,105,159.0
559,47,132,159.0
560,47,172,149.0
561,47,179,188.0
562,47,262,175.0
563,47,285,128.0
564,47,288,142.0
565,47,304,89.0
566,47,316,106.0
567,47,336,113.0
568,47,337,150.0
569,48,5,101.0
570,48,49,122.0
571,48,55,72.0
572,48,68,163.0
573,48,108,79.0
574,48,129,71.0
575,48,167,90.0
576,48,188,144.0
577,48,233,198.0
578,48,264,198.0
579,48,271,148.0
580,48,340,177.0
581,48,367,123.0
582,49,5,191.0
583,49,48,180.0
584,49,55,81.0
585,49,68,95.0
586,49,108,92.0
587,49,129,163.0
588,49,188,76.0
589,49,200,160.0
590,49,231,124.0
591,49,233,151.0
592,49,237,101.0
593,49,264,130.0
594,49,271,104.0
595,49,303,76.0
596,49,340,79.0
597,49,367,99.0
598,50,60,85.0
599,50,71,172.0
600,50,101,88.0
601,50,145,169.0
602,50,191,128.0
603,50,197,84.0
604,50,198,96.0
605,50,265,106.0
606,50,283,95.0
607,50,284,123.0
608,50,298,155.0
609,50,349,175.0
610,51,8,157.0
611,51,23,147.0
612,51,85,162.0
613,51,141,166.0
614,51,158,171.0
615,51,159,143.0
616,51,184,155.0
617,51,199,82.0
618,51,234,187.0
619,51,293,121.0
620,51,368,69.0
621,52,66,186.0
622,52,121,91.0
623,52,224,130.0
624,52,242,98.0
625,52,377,98.0
626,52,396,194.0
627,53,2,114.0
628,53,34,159.0
629,53,36,79.0
630,53,38,180.0
631,53,81,177.0
632,53,95,104.0
633,53,103,135.0
634,53,135,125.0
635,53,258,80.0
636,53,282,98.0
637,54,9,168.0
638,54,14,71.0
639,54,57,144.0
640,54,100,170.0
641,54,123,172.0
642,54,162,149.0
643,54,176,122.0
644,54,291,68.0
645,54,320,110.0
646,54,365,171.0
647,54,387,115.0
648,55,5,106.0
649,55,48,117.0
650,55,49,177.0
651,55,70,101.0
652,55,108,189.0
653,55,114,198.0
654,55,126,113.0
655,55,148,150.0
656,55,167,116.0
657,55,188,192.0
658,55,200,71.0
659,55,233,83.0
660,55,237,192.0
661,55,271,111.0
662,55,325,110.0
663,55,367,72.0
664,56,7,80.0
665,56,27,97.0
666,56,77,143.0
667,56,118,159.0
668,56,195,145.0
669,56,236,87.0
670,56,245,193.0
671,56,299,186.0
672,56,311,152.0
673,57,9,101.0
674,57,14,133.0
675,57,54,194.0
676,57,123,70.0
677,57,176,144.0
678,57,184,188.0
679,57,234,186.0
680,57,250,98.0
681,57,291,112.0
682,57,306,130.0
683,57,320,70.0
684,57,360,174.0
685,57,387,140.0
686,58,96,181.0
687,58,134,160.0
688,58,155,185.0
689,58,190,154.0
690,58,191,195.0
691,58,210,150.0
692,58,231,184.0
693,58,251,101.0
694,58,255,164.0
695,58,303,183.0
696,58,313,67.0
697,59,6,177.0
698,59,19,137.0
699,59,63,95.0
700,59,93,116.0
701,59,166,71.0
702,59,177,196.0
703,59,181,72.0
704,59,222,87.0
705,59,297,86.0
706,59,348,84.0
707,59,356,124.0
708,60,35,79.0
709,60,50,110.0
710,60,71,154.0
711,60,98,133.0
712,60,101,129.0
713,60,117,169.0
714,60,145,88.0
715,60,174,160.0
716,60,198,78.0
717,60,206,166.0
718,60,211,70.0
719,60,265,200.0
720,61,11,109.0
721,61,24,191.0
722,61,42,69.0
723,61,89,91.0
724,61,146,170.0
725,61,156,113.0
726,61,218,85.0
727,61,277,182.0
