commodity,quantity
1,8
2,1
3,10
4,8
5,2
6,4
7,1
8,2
9,6
10,4
11,9
12,3
13,4
14,4
15,3
16,5
17,3
18,1
19,7
20,5
21,6
22,2
23,3
24,4
25,6
26,7
27,4
28,7
29,4
30,5
31,10
32,6
33,6
34,5
35,1
36,2
37,5
38,3
39,3
40,10
41,3
42,5
43,3
44,4
45,2
46,4
47,4
48,3
49,9
50,8
51,8
52,3
53,3
54,3
55,1
56,5
57,7
58,7
59,4
60,9
61,2
62,2
63,4
64,1
65,4
66,9
67,7
68,7
69,6
70,7
71,9
72,9
73,1
74,4
75,7
76,6
77,2
78,7
79,6
80,5
81,1
82,3
83,9
84,8
85,2
86,1
87,9
88,7
89,8
90,4
91,9
92,5
93,7
94,2
95,3
96,2
97,6
98,6
99,9
100,1
101,8
102,9
103,8
104,4
105,2
106,8
107,4
108,10
109,1
110,9
111,4
112,1
113,6
114,2
115,1
116,3
117,10
118,3
119,10
120,8
121,9
122,8
123,2
124,9
125,2
126,3
127,2
128,3
129,10
130,3
131,3
132,1
133,4
134,6
135,1
136,7
137,6
138,3
139,2
140,8
141,5
142,6
143,6
144,2
145,9
146,9
147,3
148,1
149,6
150,3
151,10
152,3
153,1
154,5
155,8
156,4
157,9
158,8
159,10
160,9
161,4
162,4
163,4
164,4
165,4
166,5
167,5
168,5
169,2
170,1
171,6
172,4
173,9
174,7
175,6
176,2
177,6
178,4
179,5
180,6
181,6
182,1
183,3
184,6
185,2
186,3
187,6
188,3
189,8
190,6
191,10
192,8
193,8
194,8
195,9
196,5
197,7
198,6
199,8
200,4
201,9
202,9
203,8
204,6
205,5
206,2
207,1
208,7
209,5
210,6
211,6
212,5
213,1
214,5
215,9
216,7
217,2
218,6
219,3
220,6
221,6
222,1
223,10
224,1
225,1
226,2
227,3
228,2
229,9
230,5
231,1
232,3
233,3
234,5
235,4
236,4
237,5
238,10
239,7
240,3
241,3
242,9
243,6
244,2
245,4
246,9
247,10
248,4
249,10
250,10
251,6
252,3
253,5
254,1
255,5
256,1
257,9
258,9
259,2
260,4
261,3
262,7
263,9
264,8
265,6
266,5
267,2
268,9
269,2
270,7
271,9
272,1
273,4
274,2
275,6
276,2
277,1
278,4
279,3
280,1
281,9
282,1
283,10
284,2
285,7
286,4
287,2
288,5
289,6
290,1
291,10
292,3
293,6
294,5
295,5
296,6
297,3
298,9
299,8
300,4
301,3
302,7
303,4
304,10
305,6
306,3
307,1
308,10
309,5
310,5
311,7
312,9
313,10
314,1
315,9
316,6
317,7
318,5
319,8
320,8
321,10
322,5
323,1
324,2
325,5
326,10
327,10
328,9
329,9
330,4
331,2
332,6
333,6
334,2
335,10
336,4
337,4
338,8
339,8
340,10
341,10
342,3
343,2
344,10
345,3
346,1
347,3
348,6
349,10
350,9
351,1
352,3
353,9
354,6
355,9
356,5
357,1
358,1
359,8
360,9
361,2
362,10
363,9
364,6
365,6
366,10
367,9
368,2
369,4
370,8
371,9
372,6
373,7
374,9
375,5
376,2
377,2
378,7
379,4
380,1
381,4
382,9
383,9
384,3
385,7
386,9
387,4
388,5
389,10
390,9
391,7
392,8
393,2
394,1
395,3
396,7
397,5
398,6
399,3
400,2
