arc,originnode,destinationnode,capacity
1,1,3,25.0
2,1,10,31.0
3,1,40,18.0
4,1,90,24.0
5,1,172,26.0
6,1,194,30.0
7,1,203,25.0
8,1,230,14.0
9,1,288,14.0
10,1,327,20.0
11,1,328,22.0
12,1,340,16.0
13,1,348,27.0
14,1,377,22.0
15,1,388,19.0
16,1,532,13.0
17,1,538,17.0
18,1,570,31.0
19,1,577,26.0
20,1,586,31.0
21,1,590,33.0
22,1,600,29.0
23,2,44,16.0
24,2,64,20.0
25,2,98,15.0
26,2,189,19.0
27,2,263,19.0
28,2,296,13.0
29,2,299,23.0
30,2,312,15.0
31,2,324,23.0
32,2,392,18.0
33,2,398,23.0
34,2,402,29.0
35,2,425,25.0
36,2,451,16.0
37,2,454,29.0
38,2,463,17.0
39,2,477,30.0
40,2,507,16.0
41,2,510,28.0
42,2,548,16.0
43,2,557,32.0
44,2,585,13.0
45,3,1,29.0
46,3,10,30.0
47,3,40,18.0
48,3,84,12.0
49,3,90,30.0
50,3,172,15.0
51,3,194,26.0
52,3,203,13.0
53,3,230,20.0
54,3,288,26.0
55,3,327,33.0
56,3,328,22.0
57,3,348,25.0
58,3,354,23.0
59,3,369,12.0
60,3,388,30.0
61,3,500,15.0
62,3,532,33.0
63,3,561,12.0
64,3,570,28.0
65,3,577,33.0
66,3,586,32.0
67,3,600,20.0
68,4,18,25.0
69,4,26,25.0
70,4,35,13.0
71,4,70,30.0
72,4,96,34.0
73,4,108,23.0
74,4,118,18.0
75,4,120,19.0
76,4,128,29.0
77,4,214,11.0
78,4,249,31.0
79,4,261,26.0
80,4,287,32.0
81,4,386,30.0
82,4,393,29.0
83,4,422,15.0
84,4,475,19.0
85,4,515,12.0
86,4,556,25.0
87,5,12,19.0
88,5,13,24.0
89,5,42,29.0
90,5,50,13.0
91,5,62,27.0
92,5,66,27.0
93,5,109,13.0
94,5,138,31.0
95,5,143,32.0
96,5,155,24.0
97,5,159,33.0
98,5,202,27.0
99,5,206,14.0
100,5,228,20.0
101,5,243,31.0
102,5,250,28.0
103,5,289,31.0
104,5,297,17.0
105,5,304,24.0
106,5,308,26.0
107,5,321,30.0
108,5,322,31.0
109,5,344,11.0
110,5,352,14.0
