arc,originnode,destinationnode,capacity
1,1,29,106.0
2,1,58,133.0
3,1,150,75.0
4,1,195,73.0
5,1,365,80.0
6,1,387,107.0
7,1,394,131.0
8,2,42,89.0
9,2,50,146.0
10,2,66,105.0
11,2,69,109.0
12,2,98,71.0
13,2,103,86.0
14,2,123,58.0
15,2,130,143.0
16,2,149,132.0
17,2,304,125.0
18,3,18,70.0
19,3,24,96.0
20,3,72,69.0
21,3,113,101.0
22,3,145,148.0
23,3,232,67.0
24,3,263,106.0
25,3,267,62.0
26,3,281,114.0
27,3,299,150.0
28,3,332,121.0
29,3,340,130.0
30,4,20,58.0
31,4,40,112.0
32,4,65,125.0
33,4,115,87.0
34,4,124,56.0
35,4,134,82.0
36,4,170,111.0
37,4,182,144.0
38,4,185,107.0
39,4,225,135.0
40,4,235,83.0
41,4,245,104.0
42,4,271,83.0
43,4,337,51.0
44,4,341,78.0
45,4,363,55.0
46,4,381,90.0
47,4,383,84.0
48,5,19,103.0
49,5,100,90.0
50,5,189,59.0
51,5,208,83.0
52,5,327,139.0
53,5,352,122.0
54,6,30,104.0
55,6,67,64.0
56,6,77,91.0
57,6,119,108.0
58,6,126,140.0
59,6,138,118.0
60,6,181,71.0
61,6,190,134.0
62,6,237,57.0
63,6,321,139.0
64,6,338,147.0
65,6,390,88.0
66,7,17,120.0
67,7,25,145.0
68,7,90,58.0
69,7,132,91.0
70,7,146,126.0
71,7,184,118.0
72,7,202,52.0
73,7,210,136.0
74,7,239,107.0
75,7,268,100.0
76,7,277,51.0
77,7,295,108.0
78,7,328,89.0
79,7,367,138.0
80,7,393,87.0
81,8,62,77.0
82,8,142,144.0
83,8,204,69.0
84,8,226,72.0
85,8,255,99.0
86,8,280,67.0
87,8,287,92.0
88,8,345,112.0
89,8,355,89.0
90,8,385,132.0
91,9,30,60.0
92,9,84,104.0
93,9,104,114.0
94,9,106,61.0
95,9,168,51.0
96,9,213,70.0
97,9,303,98.0
98,9,336,119.0
99,9,351,72.0
100,10,43,76.0
101,10,67,144.0
102,10,70,87.0
103,10,112,72.0
104,10,160,126.0
105,10,177,53.0
106,10,207,150.0
107,10,338,92.0
108,10,390,103.0
109,11,93,146.0
110,11,116,68.0
111,11,247,61.0
112,11,356,57.0
113,12,13,84.0
114,12,46,122.0
115,12,63,112.0
116,12,110,139.0
117,12,111,112.0
118,12,161,121.0
119,12,186,54.0
120,12,191,78.0
121,12,212,113.0
122,12,232,142.0
123,12,284,148.0
124,12,298,123.0
125,12,299,57.0
126,12,310,106.0
127,12,317,108.0
128,12,324,114.0
129,12,354,121.0
130,12,374,88.0
131,12,375,74.0
132,13,12,69.0
133,13,63,105.0
134,13,76,66.0
135,13,92,109.0
136,13,111,95.0
137,13,136,81.0
138,13,161,75.0
139,13,200,95.0
140,13,201,70.0
141,13,212,113.0
142,13,269,101.0
143,13,275,81.0
144,13,306,116.0
145,13,310,133.0
146,13,374,109.0
147,14,62,132.0
148,14,204,59.0
149,14,280,135.0
150,14,287,148.0
151,14,333,57.0
152,14,355,122.0
153,14,358,105.0
154,15,31,63.0
155,15,74,86.0
156,15,106,70.0
157,15,168,63.0
158,15,242,64.0
159,15,283,61.0
160,15,303,144.0
161,15,329,124.0
162,15,343,147.0
163,15,362,78.0
164,15,377,51.0
165,16,59,107.0
166,16,117,53.0
167,16,163,128.0
168,16,187,74.0
169,16,209,120.0
170,16,266,79.0
171,16,286,137.0
172,16,386,141.0
173,17,7,91.0
174,17,25,149.0
175,17,90,113.0
176,17,132,107.0
177,17,146,69.0
178,17,184,82.0
179,17,202,79.0
180,17,207,56.0
181,17,210,69.0
182,17,239,149.0
183,17,277,86.0
184,17,295,59.0
185,17,328,57.0
186,17,367,120.0
187,17,393,106.0
188,18,3,145.0
189,18,24,61.0
190,18,72,51.0
191,18,145,64.0
192,18,263,140.0
193,18,267,73.0
194,18,281,53.0
195,18,299,75.0
196,18,332,141.0
197,18,340,72.0
198,19,5,80.0
199,19,37,97.0
200,19,100,108.0
201,19,189,142.0
202,19,208,99.0
203,19,327,53.0
204,19,333,74.0
205,19,352,139.0
206,20,4,145.0
207,20,40,83.0
208,20,115,71.0
209,20,129,132.0
210,20,134,70.0
211,20,170,105.0
212,20,219,94.0
213,20,225,127.0
214,20,235,62.0
215,20,240,115.0
216,20,243,143.0
217,20,245,65.0
218,20,251,129.0
219,20,254,137.0
220,20,264,148.0
221,20,271,67.0
222,20,341,102.0
223,20,363,62.0
224,20,381,109.0
225,20,383,98.0
226,21,39,77.0
227,21,112,85.0
228,21,178,101.0
229,21,181,76.0
230,21,244,63.0
231,21,279,127.0
232,21,342,80.0
233,21,348,137.0
234,21,357,140.0
235,21,388,93.0
236,22,48,145.0
237,22,60,109.0
238,22,101,119.0
239,22,140,91.0
240,22,222,125.0
241,22,276,71.0
242,22,330,142.0
243,22,334,112.0
244,22,369,63.0
245,22,382,93.0
246,22,400,113.0
247,23,28,87.0
248,23,125,131.0
249,23,140,115.0
250,23,197,93.0
251,23,330,80.0
252,23,334,75.0
253,23,335,125.0
254,23,361,96.0
255,23,400,62.0
256,24,3,84.0
257,24,18,110.0
258,24,54,62.0
259,24,113,72.0
260,24,145,150.0
261,24,232,72.0
262,24,267,127.0
263,24,281,138.0
264,24,332,80.0
265,25,7,73.0
266,25,17,74.0
267,25,132,55.0
268,25,146,146.0
269,25,177,85.0
270,25,184,61.0
271,25,202,107.0
272,25,207,102.0
273,25,210,132.0
274,25,239,80.0
275,25,277,127.0
276,25,295,105.0
277,25,328,59.0
278,25,367,114.0
279,25,393,73.0
280,26,41,133.0
281,26,45,105.0
282,26,97,73.0
283,26,121,73.0
284,26,152,86.0
285,26,155,54.0
286,26,206,83.0
287,26,347,91.0
288,27,71,85.0
289,27,88,147.0
290,27,124,139.0
291,27,135,148.0
292,27,156,57.0
293,27,158,142.0
294,27,224,92.0
295,27,288,69.0
296,27,370,71.0
297,27,399,83.0
298,28,23,109.0
299,28,89,84.0
300,28,125,64.0
301,28,139,97.0
302,28,186,111.0
303,28,227,57.0
304,28,334,129.0
305,28,354,79.0
306,28,361,79.0
307,28,391,102.0
308,29,1,133.0
309,29,58,116.0
310,29,61,147.0
311,29,93,81.0
312,29,107,136.0
313,29,150,142.0
314,29,176,70.0
315,29,195,95.0
316,29,356,115.0
317,29,365,88.0
318,29,387,145.0
319,30,6,122.0
320,30,9,97.0
321,30,85,55.0
322,30,181,103.0
323,30,190,120.0
324,30,196,109.0
325,30,213,65.0
326,30,237,70.0
327,30,321,61.0
328,30,348,144.0
329,30,351,88.0
330,31,15,74.0
331,31,74,67.0
332,31,106,114.0
333,31,168,83.0
334,31,188,92.0
335,31,242,121.0
336,31,283,123.0
337,31,303,61.0
338,31,329,132.0
339,31,343,90.0
340,31,362,119.0
341,31,377,52.0
342,32,75,132.0
343,32,86,112.0
344,32,102,107.0
345,32,109,131.0
346,32,180,62.0
347,32,217,51.0
348,32,226,129.0
349,32,252,129.0
350,32,312,80.0
351,32,319,62.0
352,33,35,77.0
353,33,44,86.0
354,33,49,74.0
355,33,57,68.0
356,33,72,122.0
357,33,120,73.0
358,33,154,59.0
359,33,165,72.0
360,33,192,59.0
361,33,223,114.0
362,33,263,148.0
363,33,297,92.0
364,33,307,68.0
365,33,331,105.0
366,33,389,88.0
367,34,55,66.0
368,34,143,139.0
369,34,188,148.0
370,34,248,146.0
371,34,260,111.0
372,34,311,77.0
373,34,343,127.0
374,34,373,91.0
375,35,33,56.0
376,35,45,128.0
377,35,49,83.0
378,35,57,63.0
379,35,121,126.0
380,35,165,92.0
381,35,192,65.0
382,35,206,98.0
383,35,223,110.0
384,35,256,119.0
385,35,331,139.0
386,35,360,88.0
387,35,389,106.0
388,36,196,118.0
389,36,199,142.0
390,36,211,53.0
391,36,272,147.0
392,36,329,102.0
393,36,344,116.0
394,37,19,64.0
395,37,73,67.0
396,37,135,101.0
397,37,198,92.0
398,37,203,127.0
399,37,208,50.0
400,37,262,140.0
401,37,288,76.0
402,37,352,120.0
403,37,376,110.0
404,38,83,142.0
405,38,199,116.0
406,38,210,62.0
407,38,241,53.0
408,38,270,90.0
409,38,277,130.0
410,38,292,111.0
411,38,367,109.0
412,38,393,51.0
413,38,397,63.0
414,39,21,121.0
415,39,68,59.0
416,39,105,117.0
417,39,122,86.0
418,39,178,54.0
419,39,216,134.0
420,39,244,113.0
421,39,261,149.0
422,39,279,125.0
423,39,305,122.0
424,39,342,131.0
425,39,346,89.0
426,39,357,133.0
427,40,4,96.0
428,40,20,60.0
429,40,51,138.0
430,40,129,103.0
431,40,134,117.0
432,40,144,132.0
433,40,225,95.0
434,40,235,57.0
435,40,240,115.0
436,40,245,57.0
437,40,254,64.0
438,40,264,112.0
439,40,271,121.0
440,40,341,75.0
441,40,349,73.0
442,40,363,57.0
443,40,368,147.0
444,40,381,74.0
445,40,383,107.0
446,40,384,99.0
447,41,26,132.0
448,41,91,149.0
449,41,97,125.0
450,41,118,132.0
451,41,127,142.0
452,41,152,77.0
453,41,253,74.0
454,41,301,55.0
455,41,347,129.0
456,41,366,121.0
457,42,2,57.0
458,42,50,79.0
459,42,66,84.0
460,42,79,125.0
461,42,98,115.0
462,42,130,108.0
463,42,159,133.0
464,42,171,92.0
465,42,228,149.0
466,42,265,58.0
467,42,304,142.0
468,43,10,141.0
469,43,67,84.0
470,43,70,65.0
471,43,77,66.0
472,43,138,93.0
473,43,177,60.0
474,43,207,69.0
475,43,338,122.0
476,43,390,130.0
477,44,33,89.0
478,44,49,76.0
479,44,54,64.0
480,44,99,124.0
481,44,120,74.0
482,44,145,102.0
483,44,147,125.0
484,44,154,81.0
485,44,165,107.0
486,44,246,98.0
487,44,263,145.0
488,44,267,69.0
489,44,285,135.0
490,44,307,82.0
491,45,26,64.0
492,45,35,62.0
493,45,121,115.0
494,45,152,67.0
495,45,192,75.0
496,45,206,122.0
497,45,223,80.0
498,45,256,60.0
499,45,314,143.0
500,45,331,88.0
501,45,347,96.0
502,45,360,51.0
503,45,389,128.0
504,46,12,58.0
505,46,63,139.0
506,46,110,76.0
507,46,111,101.0
508,46,157,84.0
509,46,186,130.0
510,46,191,88.0
511,46,212,98.0
512,46,250,106.0
513,46,284,96.0
514,46,291,148.0
515,46,310,148.0
516,46,317,60.0
517,46,324,57.0
518,46,335,135.0
519,46,354,54.0
520,46,361,103.0
521,46,375,141.0
522,47,67,77.0
523,47,77,135.0
524,47,119,139.0
525,47,126,70.0
526,47,190,149.0
527,47,196,141.0
528,47,211,84.0
529,47,237,137.0
530,47,344,136.0
531,48,22,97.0
532,48,60,126.0
533,48,101,99.0
534,48,228,94.0
535,48,369,138.0
536,48,382,120.0
537,49,33,123.0
538,49,35,123.0
539,49,44,143.0
540,49,120,62.0
541,49,147,115.0
542,49,154,90.0
543,49,165,130.0
544,49,187,114.0
545,49,192,83.0
546,49,256,115.0
547,49,285,141.0
548,49,307,85.0
549,49,379,63.0
550,50,2,70.0
551,50,42,117.0
552,50,66,120.0
553,50,69,89.0
554,50,89,107.0
555,50,98,80.0
556,50,123,64.0
557,50,130,61.0
558,50,149,116.0
559,50,159,105.0
560,50,171,51.0
561,50,304,143.0
562,50,391,88.0
563,51,40,137.0
564,51,144,85.0
565,51,240,123.0
566,51,254,50.0
567,51,264,121.0
568,51,271,82.0
569,51,349,74.0
570,51,350,52.0
571,51,363,54.0
572,51,368,114.0
573,51,381,61.0
574,51,383,79.0
575,51,384,95.0
576,52,108,54.0
577,52,128,127.0
578,52,137,148.0
579,52,173,109.0
580,52,194,91.0
581,52,231,142.0
582,52,238,127.0
583,52,297,77.0
584,52,318,108.0
585,52,322,59.0
586,52,325,50.0
587,52,359,65.0
588,52,371,98.0
589,52,380,131.0
590,53,131,60.0
591,53,193,89.0
592,54,24,134.0
593,54,44,61.0
594,54,99,103.0
595,54,113,96.0
596,54,147,113.0
597,54,246,118.0
598,54,267,128.0
599,54,353,141.0
600,55,34,123.0
601,55,153,141.0
602,55,215,84.0
603,55,234,129.0
604,55,248,104.0
605,55,260,120.0
606,55,311,88.0
607,55,373,50.0
608,55,398,120.0
609,56,79,68.0
610,56,94,122.0
611,56,236,52.0
612,56,282,108.0
613,56,296,101.0
614,56,364,53.0
615,56,378,102.0
616,56,395,107.0
617,57,33,75.0
618,57,35,56.0
619,57,72,83.0
620,57,121,56.0
621,57,165,63.0
622,57,194,57.0
623,57,223,81.0
624,57,238,122.0
625,57,263,71.0
626,57,297,103.0
627,57,318,74.0
628,57,331,111.0
629,57,389,133.0
630,58,1,92.0
631,58,29,106.0
632,58,61,105.0
633,58,93,74.0
634,58,107,144.0
635,58,151,85.0
636,58,176,92.0
637,58,195,116.0
638,58,209,65.0
639,58,320,134.0
640,58,387,65.0
641,59,16,79.0
642,59,64,74.0
643,59,117,117.0
644,59,163,86.0
645,59,187,108.0
646,59,266,99.0
647,59,286,55.0
648,59,379,115.0
649,59,386,96.0
650,60,22,117.0
651,60,48,77.0
652,60,101,93.0
653,60,140,54.0
654,60,171,122.0
655,60,222,67.0
656,60,276,107.0
657,60,330,117.0
658,60,334,131.0
659,60,369,148.0
660,60,382,66.0
661,60,400,148.0
662,61,29,149.0
663,61,58,96.0
664,61,93,92.0
665,61,107,93.0
666,61,151,141.0
667,61,176,148.0
668,61,195,66.0
669,61,320,124.0
670,61,356,137.0
671,61,387,59.0
672,62,8,137.0
673,62,14,69.0
674,62,204,106.0
675,62,280,97.0
676,62,287,126.0
677,62,333,76.0
678,62,355,126.0
679,62,358,130.0
680,63,12,149.0
681,63,13,119.0
682,63,46,142.0
683,63,111,115.0
684,63,136,77.0
685,63,157,67.0
686,63,212,131.0
687,63,250,57.0
688,63,275,131.0
689,63,284,58.0
690,63,291,103.0
691,63,306,65.0
692,63,324,125.0
693,63,335,65.0
694,63,375,135.0
695,64,59,147.0
696,64,88,109.0
697,64,117,88.0
698,64,167,50.0
699,64,187,125.0
700,64,224,53.0
701,64,293,51.0
702,64,300,82.0
703,64,379,134.0
704,65,4,65.0
705,65,85,85.0
706,65,115,129.0
707,65,122,79.0
708,65,124,107.0
709,65,156,142.0
710,65,182,115.0
711,65,185,57.0
712,65,233,86.0
713,65,245,53.0
714,65,261,98.0
715,65,273,131.0
