commodity,quantity
1,5
2,2
3,5
4,7
5,6
6,7
7,3
8,2
9,7
10,6
11,10
12,6
13,4
14,1
15,8
16,9
17,2
18,6
19,7
20,7
21,3
22,8
23,3
24,6
25,3
26,1
27,6
28,7
29,2
30,4
31,3
32,8
33,5
34,9
35,2
36,7
37,10
38,6
39,10
40,10
41,8
42,7
43,10
44,6
45,9
46,4
47,2
48,3
49,3
50,10
51,7
52,5
53,5
54,8
55,8
56,2
57,3
58,5
59,8
60,4
61,6
62,3
63,8
64,6
65,10
66,8
67,6
68,10
69,6
70,7
71,10
72,3
73,7
74,1
75,8
76,7
77,8
78,5
79,10
80,3
81,6
82,5
83,2
84,10
85,5
86,4
87,10
88,6
89,8
90,10
91,4
92,1
93,1
94,5
95,8
96,5
97,1
98,6
99,9
100,9
101,7
102,6
103,1
104,4
105,2
106,9
107,8
108,8
109,8
110,2
111,1
112,6
113,2
114,2
115,5
116,6
117,5
118,9
119,5
120,7
121,10
122,5
123,10
124,1
125,6
126,7
127,1
128,5
129,7
130,10
131,7
132,6
133,10
134,7
135,4
136,4
137,9
138,2
139,3
140,2
141,3
142,5
143,6
144,7
145,3
146,4
147,8
148,1
149,1
150,2
151,3
152,10
153,6
154,4
155,6
156,2
157,5
158,7
159,5
160,2
161,8
162,1
163,2
164,10
165,1
166,4
167,4
168,8
169,9
170,1
171,6
172,8
173,4
174,2
175,9
176,4
177,4
178,9
179,2
180,5
181,8
182,7
183,7
184,3
185,6
186,2
187,6
188,1
189,1
190,5
191,1
192,10
193,5
194,5
195,3
196,5
197,10
198,8
199,7
200,2
201,6
202,3
203,9
204,2
205,9
206,1
207,8
208,8
209,7
210,6
211,5
212,5
213,9
214,10
215,9
216,1
217,6
218,2
219,10
220,8
221,9
222,7
223,1
224,9
225,8
226,2
227,2
228,2
229,4
230,8
231,8
232,6
233,5
234,6
235,10
236,7
237,10
238,4
239,7
240,9
241,1
242,10
243,2
244,4
245,10
246,10
247,5
248,4
249,3
250,10
251,10
252,5
253,4
254,1
255,4
256,10
257,1
258,10
259,4
260,7
261,2
262,5
263,8
264,4
265,10
266,4
267,1
268,3
269,8
270,5
271,8
272,10
273,6
274,4
275,6
276,6
277,5
278,8
279,4
280,6
281,8
282,10
283,2
284,2
285,10
286,6
287,10
288,9
289,7
290,4
291,5
292,8
293,10
294,8
295,6
296,3
297,5
298,8
299,4
300,9
301,8
302,5
303,10
304,8
305,4
306,5
307,2
308,2
309,5
310,5
311,3
312,10
313,8
314,9
315,2
316,5
317,3
318,8
319,6
320,3
321,2
322,4
323,6
324,7
325,1
326,6
327,10
328,10
329,4
330,10
331,2
332,8
333,9
334,7
335,3
336,2
337,4
338,6
339,10
340,4
341,2
342,8
343,10
344,5
345,8
346,2
347,4
348,10
349,3
350,10
351,9
352,6
353,4
354,8
355,2
356,10
357,6
358,5
359,7
360,9
361,4
362,2
363,2
364,3
365,6
366,7
367,3
368,6
369,2
370,5
371,4
372,9
373,9
374,9
375,6
376,6
377,3
378,4
379,7
380,2
381,9
382,5
383,9
384,1
385,5
386,3
387,7
388,9
389,8
390,5
391,5
392,3
393,8
394,8
395,3
396,8
397,8
398,2
399,7
400,5
