arc,originnode,destinationnode,capacity
1,1,2,83.0
2,1,20,108.0
3,1,81,86.0
4,1,108,111.0
5,1,122,72.0
6,1,124,62.0
7,1,377,114.0
8,1,379,58.0
9,1,395,125.0
10,2,1,151.0
11,2,20,144.0
12,2,65,153.0
13,2,122,125.0
14,2,179,67.0
15,2,368,141.0
16,2,377,127.0
17,2,395,57.0
18,3,29,59.0
19,3,55,149.0
20,3,71,89.0
21,3,75,137.0
22,3,98,139.0
23,3,104,132.0
24,3,120,136.0
25,3,162,92.0
26,3,168,139.0
27,3,297,57.0
28,3,323,66.0
29,3,398,95.0
30,4,16,142.0
31,4,171,124.0
32,4,221,59.0
33,4,260,64.0
34,4,306,129.0
35,4,330,110.0
36,5,73,123.0
37,5,119,84.0
38,5,121,84.0
39,5,135,92.0
40,5,153,110.0
41,5,159,137.0
42,5,198,141.0
43,5,258,71.0
44,5,391,89.0
45,5,399,79.0
46,6,52,84.0
47,6,111,54.0
48,6,315,59.0
49,6,389,107.0
50,7,16,132.0
51,7,30,89.0
52,7,35,80.0
53,7,69,81.0
54,7,87,56.0
55,7,113,68.0
56,7,123,148.0
57,7,137,79.0
58,7,157,64.0
59,7,165,132.0
60,7,221,67.0
61,7,225,144.0
62,7,273,112.0
63,7,294,52.0
64,7,305,72.0
65,7,348,146.0
66,7,352,75.0
67,7,361,133.0
68,7,380,78.0
69,8,45,126.0
70,8,62,74.0
71,8,144,112.0
72,8,194,79.0
73,8,199,81.0
74,8,266,97.0
75,8,300,79.0
76,8,324,151.0
77,8,344,66.0
78,8,373,137.0
79,8,378,138.0
80,8,384,109.0
81,9,14,53.0
82,9,24,148.0
83,9,71,75.0
84,9,107,121.0
85,9,142,59.0
86,9,152,110.0
87,9,173,136.0
88,9,207,91.0
89,9,313,143.0
90,9,345,129.0
91,9,350,52.0
92,9,356,87.0
93,9,360,86.0
94,9,394,63.0
95,10,155,124.0
96,10,180,90.0
97,10,229,89.0
98,10,230,55.0
99,10,249,99.0
100,10,263,91.0
101,10,279,75.0
102,10,393,81.0
103,11,12,146.0
104,11,21,149.0
105,11,62,127.0
106,11,121,86.0
107,11,159,61.0
108,11,164,132.0
109,11,199,72.0
110,11,201,60.0
111,11,217,80.0
112,11,236,70.0
113,11,258,88.0
114,11,383,99.0
115,12,11,75.0
116,12,21,78.0
117,12,62,94.0
118,12,121,57.0
119,12,159,85.0
120,12,164,133.0
121,12,199,98.0
122,12,201,140.0
123,12,203,142.0
124,12,217,135.0
125,12,236,103.0
126,12,265,106.0
127,12,296,112.0
128,12,363,153.0
129,12,373,86.0
130,12,383,121.0
131,13,15,73.0
132,13,60,130.0
133,13,61,117.0
134,13,70,84.0
135,13,128,106.0
136,13,212,112.0
137,13,255,121.0
138,13,271,67.0
139,13,287,100.0
140,13,307,137.0
141,13,340,65.0
142,13,354,65.0
143,13,374,99.0
144,14,9,118.0
145,14,24,131.0
146,14,32,148.0
147,14,71,64.0
148,14,107,131.0
149,14,142,70.0
150,14,162,57.0
151,14,173,97.0
152,14,313,51.0
153,14,327,96.0
154,14,336,118.0
155,14,356,141.0
156,15,13,56.0
157,15,61,113.0
158,15,70,93.0
159,15,96,101.0
160,15,128,86.0
161,15,212,75.0
162,15,228,110.0
163,15,255,130.0
164,15,340,83.0
165,15,349,80.0
166,15,354,140.0
167,16,4,118.0
168,16,7,129.0
169,16,69,144.0
170,16,113,53.0
171,16,165,69.0
172,16,221,121.0
173,16,254,121.0
174,16,273,72.0
175,16,294,86.0
176,16,308,56.0
177,16,339,67.0
178,16,361,117.0
179,16,380,139.0
180,17,39,114.0
181,17,54,62.0
182,17,66,95.0
183,17,74,79.0
184,17,86,135.0
185,17,105,74.0
186,17,112,89.0
187,17,187,147.0
188,17,222,52.0
189,17,244,116.0
190,17,252,126.0
191,17,298,101.0
192,17,332,148.0
193,17,365,100.0
194,17,392,154.0
195,18,25,73.0
196,18,95,61.0
197,18,131,152.0
198,18,136,114.0
199,18,183,87.0
200,18,189,127.0
201,18,214,64.0
202,18,243,100.0
203,18,262,75.0
204,18,268,100.0
205,18,341,111.0
206,18,381,98.0
207,18,382,78.0
208,19,23,56.0
209,19,26,68.0
210,19,51,126.0
211,19,147,150.0
212,19,150,64.0
213,19,166,60.0
214,19,234,63.0
215,19,241,82.0
216,19,256,98.0
217,19,312,106.0
218,19,321,75.0
219,19,372,139.0
220,20,1,58.0
221,20,2,138.0
222,20,77,153.0
223,20,122,62.0
224,20,176,134.0
225,20,179,127.0
226,20,188,60.0
227,20,204,128.0
228,20,247,103.0
229,20,248,149.0
230,20,322,108.0
231,20,334,105.0
232,20,368,147.0
233,20,377,60.0
234,21,11,151.0
235,21,12,137.0
236,21,62,100.0
237,21,73,127.0
238,21,121,152.0
239,21,159,77.0
240,21,164,58.0
241,21,201,130.0
242,21,258,142.0
243,21,315,91.0
244,21,383,110.0
245,22,23,133.0
246,22,51,66.0
247,22,93,77.0
248,22,181,105.0
249,22,278,71.0
250,22,346,115.0
251,22,353,124.0
252,22,366,87.0
253,23,19,122.0
254,23,22,93.0
255,23,51,88.0
256,23,58,139.0
257,23,93,90.0
258,23,147,99.0
259,23,150,60.0
260,23,166,109.0
261,23,181,113.0
262,23,234,115.0
263,23,256,114.0
264,23,353,73.0
265,23,366,73.0
266,24,9,139.0
267,24,14,99.0
268,24,107,90.0
269,24,142,122.0
270,24,152,152.0
271,24,173,111.0
272,24,207,128.0
273,24,313,118.0
274,24,345,73.0
275,24,350,99.0
276,24,394,123.0
277,25,18,53.0
278,25,70,145.0
279,25,136,129.0
280,25,183,80.0
281,25,189,64.0
282,25,212,97.0
283,25,268,62.0
284,25,277,65.0
285,25,382,119.0
286,26,19,99.0
287,26,147,141.0
288,26,150,121.0
289,26,234,107.0
290,26,241,74.0
291,26,312,109.0
292,26,321,83.0
293,26,372,87.0
294,27,29,84.0
295,27,47,106.0
296,27,49,96.0
297,27,88,148.0
298,27,104,105.0
299,27,120,81.0
300,27,185,82.0
301,27,224,107.0
302,27,297,92.0
303,27,323,52.0
304,27,335,54.0
305,27,398,122.0
306,28,117,153.0
307,28,202,60.0
308,28,250,87.0
309,28,259,145.0
310,28,302,80.0
311,28,311,140.0
312,28,316,54.0
313,28,317,127.0
314,28,329,71.0
315,28,337,125.0
316,28,338,121.0
317,28,347,128.0
318,29,3,142.0
319,29,27,128.0
320,29,47,119.0
321,29,55,80.0
322,29,56,122.0
323,29,98,65.0
324,29,104,69.0
325,29,120,130.0
326,29,168,92.0
327,29,175,133.0
328,29,178,137.0
329,29,185,127.0
330,29,205,59.0
331,29,323,84.0
332,29,331,90.0
333,29,335,107.0
334,29,398,77.0
335,30,7,73.0
336,30,35,64.0
337,30,113,117.0
338,30,123,107.0
339,30,157,109.0
340,30,165,91.0
341,30,172,108.0
342,30,254,62.0
343,30,273,141.0
344,30,294,65.0
345,30,305,61.0
346,30,348,65.0
347,30,352,128.0
348,30,361,115.0
349,30,380,81.0
350,31,40,69.0
351,31,90,97.0
352,31,99,105.0
353,31,115,152.0
354,31,144,144.0
355,31,149,83.0
356,31,197,66.0
357,31,240,90.0
358,31,286,116.0
359,31,333,148.0
360,31,384,97.0
361,32,14,72.0
362,32,283,92.0
363,32,327,142.0
364,32,336,55.0
365,32,356,108.0
366,33,155,126.0
367,33,230,134.0
368,33,232,102.0
369,33,269,83.0
370,33,279,63.0
371,33,293,138.0
372,33,309,59.0
373,34,35,68.0
374,34,82,133.0
375,34,140,96.0
376,34,157,102.0
377,34,232,116.0
378,34,238,131.0
379,34,293,68.0
380,34,305,99.0
381,34,309,104.0
382,34,352,77.0
383,35,7,132.0
384,35,30,51.0
385,35,34,62.0
386,35,69,115.0
387,35,82,143.0
388,35,87,124.0
389,35,137,54.0
390,35,140,95.0
391,35,157,102.0
392,35,225,91.0
393,35,281,153.0
394,35,305,116.0
395,35,348,127.0
396,35,352,146.0
397,35,380,136.0
398,36,67,131.0
399,36,109,111.0
400,36,132,102.0
401,36,137,134.0
402,36,145,145.0
403,36,146,72.0
404,36,167,142.0
405,36,191,124.0
406,36,239,133.0
407,36,281,99.0
408,36,289,112.0
409,36,310,80.0
410,36,325,72.0
411,36,342,113.0
412,36,343,149.0
413,36,376,62.0
414,37,57,53.0
415,37,93,121.0
416,37,102,96.0
417,37,108,76.0
418,37,124,118.0
419,37,129,134.0
420,37,166,115.0
421,37,181,121.0
422,37,219,85.0
423,37,234,99.0
424,37,278,137.0
425,37,304,144.0
426,37,369,101.0
427,37,379,110.0
428,37,395,121.0
429,38,237,121.0
430,38,259,87.0
431,38,274,61.0
432,38,288,78.0
433,39,17,130.0
434,39,54,133.0
435,39,66,133.0
436,39,74,112.0
437,39,112,85.0
438,39,133,95.0
439,39,187,56.0
440,39,202,100.0
441,39,222,119.0
442,39,252,66.0
443,39,298,99.0
444,39,302,112.0
445,39,317,71.0
446,39,338,131.0
447,39,347,96.0
448,40,31,95.0
449,40,90,86.0
450,40,118,52.0
451,40,184,121.0
452,40,210,70.0
453,40,213,52.0
454,40,218,96.0
455,40,240,102.0
456,40,328,115.0
457,40,333,103.0
458,40,364,147.0
459,40,387,147.0
460,41,117,85.0
461,41,139,149.0
462,41,250,84.0
463,41,267,54.0
464,41,316,97.0
465,41,329,132.0
466,41,362,51.0
467,41,390,139.0
468,42,66,80.0
469,42,86,75.0
470,42,89,131.0
471,42,105,83.0
472,42,125,88.0
473,42,161,54.0
474,42,209,130.0
