commodity,quantity
1,4
2,6
3,6
4,3
5,6
6,6
7,1
8,6
9,2
10,9
11,9
12,10
13,5
14,5
15,5
16,9
17,6
18,10
19,5
20,5
21,5
22,6
23,9
24,10
25,10
26,3
27,1
28,8
29,10
30,8
31,7
32,8
33,2
34,7
35,2
36,7
37,1
38,10
39,6
40,1
41,7
42,1
43,6
44,7
45,9
46,5
47,3
48,4
49,5
50,10
51,8
52,9
53,1
54,2
55,9
56,7
57,7
58,5
59,3
60,2
61,2
62,10
63,1
64,9
65,9
66,4
67,9
68,8
69,10
70,5
71,10
72,9
73,3
74,3
75,6
76,8
77,4
78,8
79,1
80,1
81,2
82,7
83,3
84,3
85,9
86,5
87,3
88,10
89,10
90,10
91,9
92,6
93,9
94,1
95,9
96,6
97,7
98,5
99,6
100,10
101,7
102,7
103,7
104,9
105,9
106,4
107,2
108,10
109,6
110,4
111,7
112,8
113,6
114,2
115,4
116,5
117,2
118,6
119,3
120,3
121,10
122,1
123,10
124,3
125,2
126,7
127,8
128,8
129,2
130,4
131,5
132,8
133,9
134,4
135,10
136,3
137,5
138,8
139,1
140,9
141,5
142,6
143,9
144,2
145,8
146,3
147,4
148,8
149,5
150,4
151,1
152,7
153,2
154,6
155,3
156,2
157,6
158,3
159,8
160,1
161,7
162,9
163,8
164,10
165,4
166,7
167,5
168,6
169,8
170,9
171,8
172,10
173,7
174,5
175,1
176,8
177,4
178,2
179,8
180,10
181,10
182,3
183,8
184,2
185,7
186,7
187,4
188,2
189,5
190,8
191,2
192,10
193,1
194,4
195,2
196,1
197,4
198,5
199,5
200,10
201,7
202,5
203,3
204,10
205,2
206,4
207,4
208,7
209,8
210,2
211,2
212,8
213,4
214,7
215,6
216,7
217,1
218,4
219,4
220,1
221,5
222,2
223,6
224,10
225,1
226,10
227,8
228,3
229,1
230,4
231,8
232,6
233,9
234,10
235,7
236,3
237,2
238,5
239,10
240,5
241,3
242,6
243,4
244,7
245,8
246,6
247,7
248,8
249,2
250,6
251,1
252,5
253,5
254,4
255,4
256,1
257,4
258,5
259,7
260,7
261,7
262,4
263,6
264,6
265,9
266,9
267,1
268,3
269,9
270,4
271,3
272,7
273,5
274,8
275,6
276,10
277,1
278,3
279,9
280,4
281,4
282,5
283,8
284,7
285,1
286,5
287,6
288,1
289,2
290,6
291,2
292,8
293,1
294,8
295,10
296,1
297,6
298,5
299,5
300,6
301,7
302,1
303,2
304,3
305,4
306,7
307,5
308,5
309,10
310,9
311,4
312,9
313,10
314,2
315,4
316,5
317,1
318,8
319,10
320,10
321,7
322,10
323,2
324,10
325,7
326,5
327,2
328,7
329,1
330,10
331,6
332,4
333,10
334,9
335,1
336,6
337,1
338,9
339,2
340,10
341,7
342,7
343,3
344,4
345,1
346,10
347,4
348,5
349,4
350,3
351,6
352,10
353,5
354,4
355,1
356,2
357,7
358,2
359,10
360,5
361,8
362,6
363,10
364,4
365,6
366,3
367,6
368,3
369,10
370,10
371,3
372,7
373,9
374,2
375,4
376,6
377,3
378,7
379,5
380,7
381,10
382,7
383,5
384,4
385,4
386,10
387,6
388,2
389,6
390,1
391,7
392,6
393,6
394,8
395,3
396,9
397,8
398,2
399,9
400,5
