commodity,quantity
1,6
2,8
3,2
4,8
5,5
6,3
7,9
8,7
9,5
10,1
11,6
12,8
13,10
14,9
15,6
16,4
17,7
18,10
19,10
20,9
21,5
22,5
23,1
24,9
25,10
26,7
27,5
28,9
29,1
30,7
31,3
32,9
33,9
34,6
35,6
36,9
37,6
38,8
39,10
40,5
41,5
42,7
43,2
44,2
45,9
46,2
47,6
48,2
49,4
50,3
51,10
52,4
53,8
54,5
55,1
56,4
57,6
58,10
59,3
60,1
61,1
62,7
63,6
64,5
65,2
66,6
67,5
68,1
69,6
70,7
71,10
72,2
73,2
74,1
75,1
76,2
77,4
78,5
79,8
80,9
81,4
82,5
83,5
84,3
85,9
86,2
87,5
88,9
89,1
90,10
91,3
92,5
93,9
94,6
95,7
96,1
97,9
98,10
99,1
100,3
101,6
102,8
103,4
104,8
105,4
106,8
107,1
108,4
109,9
110,7
111,10
112,4
113,9
114,8
115,8
116,5
117,2
118,1
119,3
120,5
121,4
122,6
123,6
124,2
125,6
126,4
127,8
128,7
129,3
130,3
131,2
132,10
133,8
134,8
135,5
136,5
137,10
138,6
139,6
140,3
141,7
142,1
143,2
144,4
145,1
146,7
147,2
148,8
149,9
150,6
151,10
152,7
153,10
154,6
155,7
156,4
157,3
158,9
159,7
160,9
161,6
162,7
163,6
164,6
165,8
166,3
167,10
168,5
169,2
170,7
171,1
172,6
173,8
174,6
175,5
176,7
177,1
178,9
179,1
180,6
181,10
182,8
183,3
184,9
185,7
186,8
187,10
188,3
189,8
190,1
191,7
192,10
193,2
194,5
195,6
196,8
197,7
198,8
199,4
200,6
201,4
202,2
203,9
204,7
205,5
206,9
207,4
208,4
209,2
210,2
211,9
212,6
213,7
214,7
215,10
216,7
217,10
218,10
219,3
220,1
221,4
222,3
223,4
224,5
225,5
226,9
227,5
228,2
229,4
230,7
231,5
232,10
233,8
234,3
235,8
236,3
237,7
238,1
239,5
240,4
241,10
242,6
243,2
244,1
245,2
246,1
247,5
248,3
249,10
250,2
251,8
252,2
253,9
254,8
255,8
256,7
257,2
258,3
259,3
260,8
261,5
262,5
263,8
264,2
265,1
266,3
267,8
268,9
269,10
270,7
271,7
272,2
273,9
274,9
275,1
276,6
277,7
278,6
279,3
280,8
281,1
282,5
283,8
284,8
285,1
286,7
287,7
288,10
289,2
290,3
291,5
292,10
293,1
294,5
295,5
296,1
297,3
298,2
299,6
300,5
301,8
302,4
303,7
304,8
305,4
306,2
307,5
308,10
309,4
310,5
311,8
312,1
313,6
314,3
315,6
316,4
317,3
318,2
319,1
320,6
321,9
322,3
323,7
324,3
325,5
326,4
327,5
328,1
329,9
330,2
331,10
332,10
333,3
334,9
335,4
336,3
337,8
338,9
339,3
340,6
341,7
342,4
343,8
344,8
345,3
346,5
347,5
348,3
349,9
350,1
351,4
352,1
353,3
354,2
355,6
356,4
357,6
358,10
359,7
360,5
361,1
362,7
363,4
364,10
365,5
366,6
367,2
368,10
369,7
370,7
371,4
372,10
373,1
374,1
375,7
376,9
377,8
378,10
379,5
380,9
381,4
382,6
383,2
384,7
385,6
386,2
387,10
388,10
389,8
390,1
391,2
392,4
393,4
394,2
395,8
396,2
397,4
398,8
399,7
400,1
