arc,originnode,destinationnode,capacity
1,1,2,51.0
2,1,29,66.0
3,1,73,55.0
4,1,81,76.0
5,1,129,63.0
6,1,163,49.0
7,1,167,93.0
8,1,173,79.0
9,2,1,95.0
10,2,13,52.0
11,2,18,84.0
12,2,25,39.0
13,2,58,107.0
14,2,67,44.0
15,2,91,106.0
16,2,102,85.0
17,2,119,52.0
18,2,129,87.0
19,2,137,103.0
20,2,139,49.0
21,2,158,104.0
22,2,163,46.0
23,2,167,44.0
24,3,27,54.0
25,3,31,62.0
26,3,34,74.0
27,3,38,82.0
28,3,71,70.0
29,3,76,40.0
30,3,88,72.0
31,3,112,82.0
32,3,162,46.0
33,3,183,60.0
34,3,187,93.0
35,3,188,60.0
36,4,39,81.0
37,4,43,76.0
38,4,72,89.0
39,4,107,102.0
40,4,111,92.0
41,4,121,50.0
42,4,136,98.0
43,4,145,104.0
44,4,153,66.0
45,4,155,69.0
46,4,159,109.0
47,4,160,85.0
48,4,182,92.0
49,5,10,57.0
50,5,11,86.0
51,5,30,71.0
52,5,45,76.0
53,5,51,62.0
54,5,55,59.0
55,5,68,80.0
56,5,77,62.0
57,5,78,58.0
58,5,86,61.0
59,5,93,94.0
60,5,113,45.0
61,5,114,58.0
62,5,124,52.0
63,5,132,77.0
64,5,138,47.0
65,5,150,69.0
66,5,161,71.0
67,5,166,69.0
68,5,176,41.0
69,5,179,96.0
70,6,16,91.0
71,6,32,73.0
72,6,46,72.0
73,6,83,73.0
74,6,84,73.0
75,6,114,60.0
76,6,127,54.0
77,6,133,88.0
78,6,150,82.0
79,6,174,56.0
80,6,176,89.0
81,7,10,94.0
82,7,11,101.0
83,7,45,63.0
84,7,55,63.0
85,7,86,97.0
86,7,106,76.0
87,7,110,51.0
88,7,166,40.0
89,8,20,99.0
90,8,48,43.0
91,8,52,95.0
92,8,61,39.0
93,8,72,48.0
94,8,100,38.0
95,8,111,106.0
96,8,131,89.0
97,8,136,74.0
98,8,145,101.0
99,8,148,65.0
100,8,155,67.0
101,8,186,93.0
102,9,17,50.0
103,9,18,108.0
104,9,25,94.0
105,9,40,54.0
106,9,53,94.0
107,9,67,58.0
108,9,90,99.0
109,9,91,104.0
110,9,95,54.0
111,9,102,105.0
112,9,135,103.0
113,9,137,51.0
114,9,139,52.0
115,9,140,44.0
116,9,152,75.0
117,9,158,82.0
118,9,165,97.0
119,10,5,66.0
120,10,7,79.0
121,10,11,105.0
122,10,30,92.0
123,10,45,43.0
124,10,51,80.0
125,10,55,93.0
126,10,86,105.0
127,10,93,101.0
128,10,106,99.0
129,10,110,76.0
130,10,113,54.0
131,10,124,83.0
132,10,126,101.0
133,10,132,55.0
134,10,138,78.0
135,10,161,97.0
136,10,166,60.0
137,11,5,83.0
138,11,7,105.0
139,11,10,84.0
140,11,30,93.0
141,11,45,65.0
142,11,51,43.0
143,11,55,100.0
144,11,86,87.0
145,11,106,48.0
146,11,110,67.0
147,11,113,37.0
148,11,124,96.0
149,11,132,38.0
150,11,138,55.0
151,11,166,67.0
152,12,57,54.0
153,12,75,87.0
154,12,81,59.0
155,12,89,90.0
156,12,104,52.0
157,12,105,71.0
158,12,171,82.0
159,12,180,63.0
160,12,181,64.0
161,13,2,45.0
162,13,18,65.0
163,13,26,76.0
164,13,33,65.0
165,13,36,92.0
166,13,37,39.0
167,13,42,75.0
168,13,50,37.0
169,13,60,109.0
170,13,67,67.0
171,13,80,105.0
172,13,91,48.0
173,13,119,42.0
174,13,134,107.0
175,13,137,58.0
176,13,190,45.0
177,14,28,41.0
178,14,36,45.0
179,14,37,49.0
180,14,82,88.0
181,14,123,54.0
182,14,141,81.0
183,14,159,79.0
184,14,160,89.0
185,14,182,95.0
186,14,190,55.0
187,14,196,73.0
188,15,58,79.0
189,15,62,55.0
190,15,73,88.0
191,15,81,98.0
192,15,109,101.0
193,15,117,39.0
194,15,129,87.0
195,15,139,49.0
196,15,163,38.0
197,15,167,106.0
198,15,173,106.0
199,15,195,99.0
200,16,6,93.0
201,16,32,79.0
202,16,65,110.0
203,16,78,46.0
204,16,114,82.0
205,16,127,105.0
206,16,133,70.0
207,16,149,48.0
208,16,150,46.0
209,16,174,48.0
210,16,176,46.0
211,17,9,105.0
212,17,21,45.0
213,17,25,92.0
214,17,40,89.0
215,17,53,62.0
216,17,54,95.0
217,17,95,41.0
218,17,108,78.0
219,17,118,104.0
220,17,135,44.0
221,17,140,83.0
222,17,151,97.0
223,17,152,103.0
224,17,194,78.0
225,18,2,61.0
226,18,9,46.0
227,18,13,102.0
228,18,25,54.0
229,18,40,90.0
230,18,60,45.0
231,18,67,77.0
232,18,91,92.0
233,18,95,95.0
234,18,119,94.0
235,18,134,37.0
236,18,137,72.0
237,18,158,67.0
238,19,24,98.0
239,19,59,58.0
240,19,70,77.0
241,19,79,59.0
242,19,92,106.0
243,19,94,99.0
244,19,115,70.0
245,19,122,74.0
246,19,134,82.0
247,19,147,89.0
248,19,169,64.0
249,19,175,95.0
250,19,177,44.0
251,20,8,92.0
252,20,35,106.0
253,20,48,110.0
254,20,52,56.0
255,20,61,79.0
256,20,64,43.0
257,20,72,104.0
258,20,96,109.0
259,20,100,48.0
260,20,116,71.0
261,20,131,68.0
262,20,148,104.0
263,20,155,100.0
264,21,17,91.0
265,21,53,57.0
266,21,54,89.0
267,21,90,98.0
268,21,135,56.0
269,21,140,78.0
270,21,151,48.0
271,21,152,71.0
272,21,154,80.0
273,21,157,57.0
274,21,191,94.0
275,21,200,102.0
276,22,68,79.0
277,22,85,58.0
278,22,103,81.0
279,22,121,105.0
280,22,138,55.0
281,22,143,49.0
282,22,153,79.0
283,22,161,50.0
284,22,179,93.0
285,22,186,79.0
286,22,199,74.0
287,23,49,94.0
288,23,101,107.0
289,23,118,100.0
290,23,120,68.0
291,23,130,65.0
292,23,144,107.0
293,23,164,99.0
294,23,192,79.0
295,23,193,37.0
296,24,19,72.0
297,24,35,91.0
298,24,39,63.0
299,24,59,78.0
300,24,66,84.0
301,24,70,98.0
302,24,92,90.0
303,24,107,75.0
304,24,115,50.0
305,24,116,87.0
306,24,147,46.0
307,24,169,55.0
308,24,177,100.0
309,24,184,52.0
310,25,2,91.0
311,25,9,97.0
312,25,17,70.0
313,25,18,51.0
314,25,40,106.0
315,25,53,99.0
316,25,67,85.0
317,25,90,46.0
318,25,91,43.0
319,25,95,55.0
320,25,108,106.0
321,25,119,52.0
322,25,135,80.0
323,25,137,92.0
324,25,140,70.0
325,25,152,88.0
326,25,158,71.0
327,26,13,103.0
328,26,33,59.0
329,26,36,60.0
330,26,37,59.0
331,26,50,49.0
332,26,60,75.0
333,26,79,105.0
334,26,94,106.0
335,26,122,98.0
336,26,134,90.0
337,26,141,72.0
338,26,147,102.0
339,26,190,44.0
340,27,3,83.0
341,27,29,55.0
342,27,31,88.0
343,27,38,99.0
344,27,42,51.0
345,27,50,45.0
346,27,76,74.0
347,27,80,73.0
348,27,162,74.0
349,27,187,109.0
350,27,188,110.0
351,28,14,83.0
352,28,65,92.0
353,28,77,89.0
354,28,82,102.0
355,28,123,43.0
356,28,146,52.0
357,28,196,100.0
358,29,1,104.0
359,29,27,47.0
360,29,31,67.0
361,29,38,73.0
362,29,42,40.0
363,29,50,73.0
364,29,80,97.0
365,29,162,86.0
366,29,187,49.0
367,30,5,85.0
368,30,10,89.0
369,30,11,39.0
370,30,45,106.0
371,30,46,99.0
372,30,51,60.0
373,30,78,43.0
374,30,83,50.0
375,30,86,44.0
376,30,93,44.0
377,30,106,88.0
378,30,110,78.0
379,30,114,68.0
380,30,124,48.0
381,30,150,92.0
382,30,166,98.0
383,30,176,38.0
384,31,3,84.0
385,31,27,106.0
386,31,29,76.0
387,31,38,58.0
388,31,57,55.0
389,31,76,61.0
390,31,88,50.0
391,31,112,49.0
392,31,162,37.0
393,31,183,72.0
394,31,187,75.0
395,31,188,54.0
396,32,6,106.0
397,32,16,75.0
398,32,34,103.0
399,32,65,75.0
400,32,84,107.0
401,32,127,50.0
402,32,133,99.0
403,32,149,63.0
404,32,150,99.0
405,32,174,39.0
406,32,176,80.0
407,32,183,81.0
408,33,13,61.0
409,33,26,86.0
410,33,36,91.0
411,33,37,50.0
412,33,42,37.0
413,33,50,94.0
414,33,60,104.0
415,33,80,107.0
416,33,82,62.0
417,33,94,44.0
418,33,134,106.0
419,33,141,58.0
420,33,190,56.0
421,34,3,81.0
422,34,32,92.0
423,34,71,91.0
424,34,84,55.0
425,34,112,108.0
426,34,127,60.0
427,34,149,70.0
428,34,174,44.0
429,34,183,55.0
430,35,20,93.0
431,35,24,59.0
432,35,41,106.0
433,35,48,47.0
434,35,61,83.0
435,35,64,106.0
436,35,72,74.0
437,35,96,57.0
438,35,100,95.0
439,35,107,61.0
440,35,116,89.0
441,35,131,38.0
442,35,148,103.0
443,35,155,91.0
444,35,177,72.0
445,35,184,38.0
446,36,13,69.0
447,36,14,74.0
448,36,26,63.0
449,36,33,86.0
450,36,37,53.0
451,36,50,69.0
452,36,60,58.0
453,36,79,54.0
454,36,82,86.0
455,36,94,92.0
456,36,122,98.0
457,36,134,74.0
458,36,141,42.0
459,36,190,101.0
460,37,13,47.0
461,37,14,59.0
462,37,26,89.0
463,37,33,48.0
464,37,36,60.0
465,37,50,99.0
466,37,60,96.0
467,37,79,91.0
468,37,82,39.0
469,37,94,90.0
470,37,122,79.0
