commodity,quantity
1,4
2,3
3,4
4,3
5,3
6,9
7,9
8,6
9,4
10,2
11,3
12,6
13,5
14,1
15,8
16,8
17,7
18,10
19,7
20,8
21,1
22,8
23,3
24,9
25,6
26,8
27,4
28,9
29,8
30,6
31,7
32,5
33,4
34,9
35,8
36,9
37,1
38,4
39,9
40,2
41,8
42,2
43,6
44,10
45,8
46,6
47,6
48,5
49,3
50,10
51,5
52,10
53,5
54,5
55,9
56,5
57,2
58,1
59,1
60,1
61,6
62,6
63,8
64,9
65,2
66,5
67,1
68,7
69,6
70,1
71,2
72,3
73,7
74,2
75,9
76,9
77,8
78,10
79,7
80,7
81,8
82,8
83,8
84,10
85,9
86,5
87,1
88,7
89,2
90,10
91,10
92,9
93,6
94,1
95,6
96,7
97,10
98,1
99,1
100,8
101,1
102,2
103,3
104,7
105,2
106,1
107,10
108,5
109,4
110,10
111,3
112,1
113,5
114,9
115,7
116,7
117,3
118,1
119,8
120,3
121,8
122,4
123,1
124,7
125,2
126,4
127,7
128,6
129,10
130,10
131,2
132,10
133,1
134,6
135,1
136,7
137,1
138,5
139,10
140,1
141,1
142,4
143,9
144,4
145,4
146,4
147,10
148,2
149,3
150,9
151,3
152,3
153,1
154,9
155,7
156,9
157,2
158,2
159,6
160,5
161,5
162,8
163,7
164,5
165,1
166,10
167,10
168,1
169,2
170,8
171,8
172,8
173,4
174,2
175,3
176,7
177,4
178,8
179,2
180,8
181,4
182,2
183,10
184,2
185,7
186,8
187,8
188,4
189,10
190,7
191,10
192,5
193,6
194,10
195,1
196,8
197,8
198,10
199,9
200,1
201,2
202,3
203,5
204,10
205,10
206,10
207,1
208,9
209,1
210,7
211,3
212,2
213,8
214,10
215,2
216,10
217,1
218,8
219,10
220,7
221,9
222,4
223,10
224,6
225,4
226,9
227,4
228,10
229,7
230,6
231,10
232,1
233,5
234,6
235,5
236,10
237,5
238,4
239,7
240,1
241,7
242,4
243,10
244,3
245,9
246,8
247,5
248,9
249,8
250,3
251,7
252,5
253,3
254,8
255,6
256,1
257,3
258,2
259,3
260,8
261,10
262,4
263,4
264,7
265,1
266,1
267,10
268,9
269,9
270,10
271,5
272,8
273,9
274,2
275,2
276,3
277,4
278,2
279,10
280,4
281,3
282,1
283,6
284,8
285,8
286,7
287,3
288,5
289,8
290,7
291,9
292,9
293,1
294,4
295,2
296,9
297,7
298,9
299,10
300,9
301,3
302,6
303,1
304,2
305,6
306,3
307,6
308,2
309,10
310,4
311,10
312,9
313,1
314,6
315,8
316,1
317,7
318,6
319,9
320,6
321,6
322,5
323,3
324,1
325,8
326,10
327,9
328,6
329,6
330,10
331,1
332,2
333,5
334,6
335,1
336,9
337,5
338,5
339,7
340,9
341,1
342,9
343,8
344,9
345,2
346,3
347,4
348,3
349,6
350,2
351,5
352,2
353,2
354,9
355,9
356,8
357,2
358,4
359,5
360,9
361,6
362,4
363,5
364,6
365,6
366,3
367,2
368,4
369,3
370,2
371,6
372,8
373,2
374,9
375,1
376,10
377,7
378,5
379,2
380,9
381,1
382,8
383,9
384,5
385,5
386,5
387,3
388,2
389,4
390,10
391,6
392,6
393,8
394,5
395,7
396,5
397,8
398,9
399,6
400,5
