experiment_id,randomseed,numcom,numnodes,radius,gamma_init,gamma_arc,gamma_node,optgap,numarcs,total_time,goodinstance_flag
48,33228,100,50,0.3,200,9200.0,100.0,0.01,472,Inf,0
48,33228,100,50,0.3,200,9200.0,50.0,0.01,472,Inf,0
48,33228,100,50,0.3,200,9200.0,75.0,0.01,472,7.995604991912842,0
48,33228,100,50,0.3,200,9200.0,88.0,0.01,472,2.3402810096740723,0
48,33228,100,50,0.3,200,9200.0,94.0,0.01,472,5.675689220428467,0
48,33228,100,50,0.3,200,9200.0,97.0,0.01,472,5.978579044342041,0
48,33228,100,50,0.3,200,9200.0,98.0,0.01,472,8.400756120681763,0
48,33228,100,50,0.3,200,9200.0,99.0,0.01,472,230.45227909088135,0
48,33228,100,50,0.3,200,9200.0,100.0,0.01,472,210.2487850189209,0
48,33228,100,50,0.3,200,9200.0,100.0,0.01,472,Inf,0
48,33228,100,50,0.3,200,9200.0,100.0,0.01,472,Inf,0
48,33228,100,50,0.3,200,9200.0,100.0,0.01,472,Inf,0
48,33228,100,50,0.3,200,9200.0,100.0,0.01,472,Inf,0
48,33228,100,50,0.3,200,9200.0,100.0,0.01,472,Inf,0
48,33228,100,50,0.3,200,9200.0,100.0,0.01,472,Inf,0
48,33228,100,50,0.3,200,9200.0,100.0,0.01,472,Inf,0
48,33228,100,50,0.3,200,9200.0,100.0,0.01,472,Inf,0
48,33228,100,50,0.3,200,9200.0,100.0,0.01,472,Inf,0
48,33228,100,50,0.3,200,9200.0,100.0,0.01,472,Inf,0
48,33228,100,50,0.3,200,9200.0,100.0,0.01,472,Inf,0
