experiment_id,randomseed,numcom,numnodes,radius,gamma_init,gamma_arc,gamma_node,optgap,numarcs,total_time,goodinstance_flag
41,74672,100,50,0.3,200,8506.0,100.0,0.01,542,Inf,0
41,74672,100,50,0.3,200,8506.0,50.0,0.01,542,Inf,0
41,74672,100,50,0.3,200,8506.0,75.0,0.01,542,2.5633671283721924,0
41,74672,100,50,0.3,200,8506.0,88.0,0.01,542,3.454613208770752,0
41,74672,100,50,0.3,200,8506.0,82.0,0.01,542,Inf,0
41,74672,100,50,0.3,200,8506.0,78.0,0.01,542,Inf,0
41,74672,100,50,0.3,200,8506.0,80.0,0.01,542,2.5041708946228027,0
41,74672,100,50,0.3,200,8506.0,81.0,0.01,542,7.546114921569824,0
41,74672,100,50,0.3,200,8506.0,80.0,0.01,542,Inf,0
41,74672,100,50,0.3,200,8506.0,80.0,0.01,542,7.810281038284302,0
41,74672,100,50,0.3,200,8506.0,80.0,0.01,542,7.181013822555542,0
41,74672,100,50,0.3,200,8506.0,80.0,0.01,542,2.8574469089508057,0
41,74672,100,50,0.3,200,8506.0,80.0,0.01,542,7.2621910572052,0
41,74672,100,50,0.3,200,8506.0,80.0,0.01,542,7.6267619132995605,0
41,74672,100,50,0.3,200,8506.0,80.0,0.01,542,4.163177967071533,0
41,74672,100,50,0.3,200,8506.0,80.0,0.01,542,7.408837795257568,0
41,74672,100,50,0.3,200,8506.0,80.0,0.01,542,3.8215630054473877,0
41,74672,100,50,0.3,200,8506.0,80.0,0.01,542,8.279700994491577,0
41,74672,100,50,0.3,200,8506.0,80.0,0.01,542,7.3946452140808105,0
41,74672,100,50,0.3,200,8506.0,80.0,0.01,542,7.614143133163452,0
