experiment_id,randomseed,numcom,numnodes,radius,gamma_init,gamma_arc,gamma_node,optgap,numarcs,total_time,goodinstance_flag
45,20744,100,50,0.3,200,18538.0,5100.0,0.01,590,2.7431161403656006,0
45,20744,100,50,0.3,200,18538.0,2650.0,0.01,590,Inf,0
45,20744,100,50,0.3,200,18538.0,1425.0,0.01,590,Inf,0
45,20744,100,50,0.3,200,18538.0,812.0,0.01,590,Inf,0
45,20744,100,50,0.3,200,18538.0,506.0,0.01,590,Inf,0
45,20744,100,50,0.3,200,18538.0,353.0,0.01,590,Inf,0
45,20744,100,50,0.3,200,18538.0,276.0,0.01,590,Inf,0
45,20744,100,50,0.3,200,18538.0,238.0,0.01,590,Inf,0
45,20744,100,50,0.3,200,18538.0,257.0,0.01,590,5.616302967071533,0
45,20744,100,50,0.3,200,18538.0,266.0,0.01,590,150.07768511772156,0
45,20744,100,50,0.3,200,18538.0,262.0,0.01,590,Inf,0
45,20744,100,50,0.3,200,18538.0,264.0,0.01,590,28.305176973342896,0
45,20744,100,50,0.3,200,18538.0,263.0,0.01,590,Inf,0
45,20744,100,50,0.3,200,18538.0,262.0,0.01,590,Inf,0
45,20744,100,50,0.3,200,18538.0,262.0,0.01,590,28.396929025650024,0
45,20744,100,50,0.3,200,18538.0,262.0,0.01,590,28.05201292037964,0
45,20744,100,50,0.3,200,18538.0,262.0,0.01,590,28.14607810974121,0
45,20744,100,50,0.3,200,18538.0,262.0,0.01,590,28.107852935791016,0
45,20744,100,50,0.3,200,18538.0,262.0,0.01,590,28.318514108657837,0
45,20744,100,50,0.3,200,18538.0,262.0,0.01,590,28.199198961257935,0
