experiment_id,randomseed,numcom,numnodes,radius,gamma_init,gamma_arc,gamma_node,optgap,numarcs,total_time,goodinstance_flag
46,3273,100,50,0.3,200,14686.0,100.0,0.01,524,Inf,0
46,3273,100,50,0.3,200,14686.0,150.0,0.01,524,7.011831045150757,0
46,3273,100,50,0.3,200,14686.0,125.0,0.01,524,Inf,0
46,3273,100,50,0.3,200,14686.0,112.0,0.01,524,Inf,0
46,3273,100,50,0.3,200,14686.0,106.0,0.01,524,Inf,0
46,3273,100,50,0.3,200,14686.0,109.0,0.01,524,6.03764009475708,0
46,3273,100,50,0.3,200,14686.0,110.0,0.01,524,423.6399710178375,0
46,3273,100,50,0.3,200,14686.0,111.0,0.01,524,9.137140989303589,0
46,3273,100,50,0.3,200,14686.0,110.0,0.01,524,Inf,0
46,3273,100,50,0.3,200,14686.0,110.0,0.01,524,8.925074100494385,0
46,3273,100,50,0.3,200,14686.0,110.0,0.01,524,8.99335503578186,0
46,3273,100,50,0.3,200,14686.0,110.0,0.01,524,9.331760168075562,0
46,3273,100,50,0.3,200,14686.0,110.0,0.01,524,9.166913032531738,0
46,3273,100,50,0.3,200,14686.0,110.0,0.01,524,9.090749979019165,0
46,3273,100,50,0.3,200,14686.0,110.0,0.01,524,9.289945125579834,0
46,3273,100,50,0.3,200,14686.0,110.0,0.01,524,9.1035737991333,0
46,3273,100,50,0.3,200,14686.0,110.0,0.01,524,9.123323917388916,0
46,3273,100,50,0.3,200,14686.0,110.0,0.01,524,9.337290048599243,0
46,3273,100,50,0.3,200,14686.0,110.0,0.01,524,9.094550848007202,0
46,3273,100,50,0.3,200,14686.0,110.0,0.01,524,8.96833610534668,0
