experiment_id,randomseed,numcom,numnodes,radius,gamma_init,gamma_arc,gamma_node,optgap,numarcs,total_time,goodinstance_flag
52,97302,300,150,0.15,200,13260.0,5100.0,0.01,1422,14.50466799736023,0
52,97302,300,150,0.15,200,13260.0,2650.0,0.01,1422,Inf,0
52,97302,300,150,0.15,200,13260.0,1425.0,0.01,1422,Inf,0
52,97302,300,150,0.15,200,13260.0,812.0,0.01,1422,Inf,0
52,97302,300,150,0.15,200,13260.0,506.0,0.01,1422,Inf,0
52,97302,300,150,0.15,200,13260.0,353.0,0.01,1422,Inf,0
52,97302,300,150,0.15,200,13260.0,276.0,0.01,1422,Inf,0
52,97302,300,150,0.15,200,13260.0,314.0,0.01,1422,14.269540071487427,0
52,97302,300,150,0.15,200,13260.0,334.0,0.01,1422,18.118252992630005,0
52,97302,300,150,0.15,200,13260.0,344.0,0.01,1422,18.66614007949829,0
52,97302,300,150,0.15,200,13260.0,339.0,0.01,1422,Inf,0
52,97302,300,150,0.15,200,13260.0,336.0,0.01,1422,Inf,0
52,97302,300,150,0.15,200,13260.0,335.0,0.01,1422,Inf,0
52,97302,300,150,0.15,200,13260.0,334.0,0.01,1422,Inf,0
52,97302,300,150,0.15,200,13260.0,334.0,0.01,1422,19.138489961624146,0
52,97302,300,150,0.15,200,13260.0,334.0,0.01,1422,19.544842004776,0
52,97302,300,150,0.15,200,13260.0,334.0,0.01,1422,18.967998027801514,0
52,97302,300,150,0.15,200,13260.0,334.0,0.01,1422,20.746546030044556,0
52,97302,300,150,0.15,200,13260.0,334.0,0.01,1422,19.525740146636963,0
52,97302,300,150,0.15,200,13260.0,334.0,0.01,1422,19.54649591445923,0
