experiment_id,randomseed,numcom,numnodes,radius,gamma_init,gamma_arc,gamma_node,optgap,numarcs,total_time,goodinstance_flag
43,56555,100,50,0.3,200,9769.0,100.0,0.01,488,Inf,0
43,56555,100,50,0.3,200,9769.0,150.0,0.01,488,2.8798129558563232,0
43,56555,100,50,0.3,200,9769.0,125.0,0.01,488,Inf,0
43,56555,100,50,0.3,200,9769.0,138.0,0.01,488,5.548524856567383,0
43,56555,100,50,0.3,200,9769.0,132.0,0.01,488,Inf,0
43,56555,100,50,0.3,200,9769.0,135.0,0.01,488,4.551146030426025,0
43,56555,100,50,0.3,200,9769.0,136.0,0.01,488,5.107033014297485,0
43,56555,100,50,0.3,200,9769.0,137.0,0.01,488,78.73355603218079,0
43,56555,100,50,0.3,200,9769.0,136.0,0.01,488,Inf,0
43,56555,100,50,0.3,200,9769.0,136.0,0.01,488,76.10279393196106,0
43,56555,100,50,0.3,200,9769.0,136.0,0.01,488,76.94809818267822,0
43,56555,100,50,0.3,200,9769.0,136.0,0.01,488,77.92222213745117,0
43,56555,100,50,0.3,200,9769.0,136.0,0.01,488,65.01346588134766,0
43,56555,100,50,0.3,200,9769.0,136.0,0.01,488,63.91867208480835,0
43,56555,100,50,0.3,200,9769.0,136.0,0.01,488,77.79350113868713,0
43,56555,100,50,0.3,200,9769.0,136.0,0.01,488,75.05790495872498,0
43,56555,100,50,0.3,200,9769.0,136.0,0.01,488,76.00517010688782,0
43,56555,100,50,0.3,200,9769.0,136.0,0.01,488,70.27500104904175,0
43,56555,100,50,0.3,200,9769.0,136.0,0.01,488,76.21299004554749,0
43,56555,100,50,0.3,200,9769.0,136.0,0.01,488,73.75520396232605,0
