experiment_id,randomseed,numcom,numnodes,radius,gamma_init,gamma_arc,gamma_node,optgap,numarcs,total_time,goodinstance_flag
44,34094,100,50,0.3,200,10828.0,100.0,0.01,524,Inf,0
44,34094,100,50,0.3,200,10828.0,50.0,0.01,524,Inf,0
44,34094,100,50,0.3,200,10828.0,75.0,0.01,524,2.783374071121216,0
44,34094,100,50,0.3,200,10828.0,88.0,0.01,524,5.283459186553955,0
44,34094,100,50,0.3,200,10828.0,94.0,0.01,524,382.2472801208496,0
44,34094,100,50,0.3,200,10828.0,91.0,0.01,524,Inf,0
44,34094,100,50,0.3,200,10828.0,92.0,0.01,524,276.18555212020874,0
44,34094,100,50,0.3,200,10828.0,93.0,0.01,524,589.9127840995789,0
44,34094,100,50,0.3,200,10828.0,92.0,0.01,524,Inf,0
44,34094,100,50,0.3,200,10828.0,92.0,0.01,524,572.2719149589539,0
44,34094,100,50,0.3,200,10828.0,92.0,0.01,524,454.67442512512207,0
44,34094,100,50,0.3,200,10828.0,92.0,0.01,524,576.3629848957062,0
44,34094,100,50,0.3,200,10828.0,92.0,0.01,524,573.783185005188,0
44,34094,100,50,0.3,200,10828.0,92.0,0.01,524,584.615553855896,0
44,34094,100,50,0.3,200,10828.0,92.0,0.01,524,575.7659318447113,0
44,34094,100,50,0.3,200,10828.0,92.0,0.01,524,588.5379259586334,0
44,34094,100,50,0.3,200,10828.0,92.0,0.01,524,356.7919330596924,0
44,34094,100,50,0.3,200,10828.0,92.0,0.01,524,316.8464021682739,0
44,34094,100,50,0.3,200,10828.0,92.0,0.01,524,313.85757398605347,0
44,34094,100,50,0.3,200,10828.0,92.0,0.01,524,320.6978659629822,0
