experiment_id,randomseed,numcom,numnodes,radius,gamma_init,gamma_arc,gamma_node,optgap,numarcs,total_time,goodinstance_flag
57,93848,300,150,0.15,200,25522.0,5100.0,0.01,1442,14.108252048492432,0
57,93848,300,150,0.15,200,25522.0,2650.0,0.01,1442,Inf,0
57,93848,300,150,0.15,200,25522.0,1425.0,0.01,1442,Inf,0
57,93848,300,150,0.15,200,25522.0,812.0,0.01,1442,Inf,0
57,93848,300,150,0.15,200,25522.0,506.0,0.01,1442,Inf,0
57,93848,300,150,0.15,200,25522.0,353.0,0.01,1442,Inf,0
57,93848,300,150,0.15,200,25522.0,430.0,0.01,1442,18.576704025268555,0
57,93848,300,150,0.15,200,25522.0,392.0,0.01,1442,Inf,0
57,93848,300,150,0.15,200,25522.0,372.0,0.01,1442,Inf,0
57,93848,300,150,0.15,200,25522.0,382.0,0.01,1442,26.57254695892334,0
57,93848,300,150,0.15,200,25522.0,387.0,0.01,1442,16.92037296295166,0
57,93848,300,150,0.15,200,25522.0,390.0,0.01,1442,17.00997805595398,0
57,93848,300,150,0.15,200,25522.0,391.0,0.01,1442,19.93946099281311,0
57,93848,300,150,0.15,200,25522.0,392.0,0.01,1442,24.261236906051636,0
57,93848,300,150,0.15,200,25522.0,392.0,0.01,1442,Inf,0
57,93848,300,150,0.15,200,25522.0,392.0,0.01,1442,Inf,0
57,93848,300,150,0.15,200,25522.0,392.0,0.01,1442,Inf,0
57,93848,300,150,0.15,200,25522.0,392.0,0.01,1442,Inf,0
57,93848,300,150,0.15,200,25522.0,392.0,0.01,1442,Inf,0
57,93848,300,150,0.15,200,25522.0,392.0,0.01,1442,Inf,0
