experiment_id,randomseed,numcom,numnodes,radius,gamma_init,gamma_arc,gamma_node,optgap,numarcs,total_time,goodinstance_flag
42,75757,100,50,0.3,200,23438.0,100.0,0.01,550,Inf,0
42,75757,100,50,0.3,200,23438.0,150.0,0.01,550,2490.145982980728,0
42,75757,100,50,0.3,200,23438.0,125.0,0.01,550,Inf,0
42,75757,100,50,0.3,200,23438.0,112.0,0.01,550,Inf,0
42,75757,100,50,0.3,200,23438.0,106.0,0.01,550,Inf,0
42,75757,100,50,0.3,200,23438.0,103.0,0.01,550,Inf,0
42,75757,100,50,0.3,200,23438.0,102.0,0.01,550,Inf,0
42,75757,100,50,0.3,200,23438.0,101.0,0.01,550,Inf,0
42,75757,100,50,0.3,200,23438.0,102.0,0.01,550,2941.626867055893,0
42,75757,100,50,0.3,200,23438.0,102.0,0.01,550,Inf,0
42,75757,100,50,0.3,200,23438.0,102.0,0.01,550,Inf,0
42,75757,100,50,0.3,200,23438.0,102.0,0.01,550,Inf,0
42,75757,100,50,0.3,200,23438.0,102.0,0.01,550,Inf,0
42,75757,100,50,0.3,200,23438.0,102.0,0.01,550,Inf,0
42,75757,100,50,0.3,200,23438.0,102.0,0.01,550,Inf,0
42,75757,100,50,0.3,200,23438.0,102.0,0.01,550,Inf,0
42,75757,100,50,0.3,200,23438.0,102.0,0.01,550,Inf,0
42,75757,100,50,0.3,200,23438.0,102.0,0.01,550,Inf,0
42,75757,100,50,0.3,200,23438.0,102.0,0.01,550,Inf,0
42,75757,100,50,0.3,200,23438.0,102.0,0.01,550,Inf,0
