experiment_id,randomseed,numcom,numnodes,radius,gamma_init,gamma_arc,gamma_node,optgap,numarcs,total_time,goodinstance_flag
50,40184,100,50,0.3,200,12099.0,100.0,0.01,480,Inf,0
50,40184,100,50,0.3,200,12099.0,50.0,0.01,480,Inf,0
50,40184,100,50,0.3,200,12099.0,75.0,0.01,480,339.0675368309021,0
50,40184,100,50,0.3,200,12099.0,62.0,0.01,480,Inf,0
50,40184,100,50,0.3,200,12099.0,56.0,0.01,480,Inf,0
50,40184,100,50,0.3,200,12099.0,59.0,0.01,480,39.95515704154968,0
50,40184,100,50,0.3,200,12099.0,58.0,0.01,480,Inf,0
50,40184,100,50,0.3,200,12099.0,57.0,0.01,480,Inf,0
50,40184,100,50,0.3,200,12099.0,56.0,0.01,480,Inf,0
50,40184,100,50,0.3,200,12099.0,56.0,0.01,480,39.787529945373535,0
50,40184,100,50,0.3,200,12099.0,56.0,0.01,480,39.711360931396484,0
50,40184,100,50,0.3,200,12099.0,56.0,0.01,480,40.062082052230835,0
50,40184,100,50,0.3,200,12099.0,56.0,0.01,480,40.03893685340881,0
50,40184,100,50,0.3,200,12099.0,56.0,0.01,480,40.20808386802673,0
50,40184,100,50,0.3,200,12099.0,56.0,0.01,480,40.0318238735199,0
50,40184,100,50,0.3,200,12099.0,56.0,0.01,480,39.92383003234863,0
50,40184,100,50,0.3,200,12099.0,56.0,0.01,480,40.41555094718933,0
50,40184,100,50,0.3,200,12099.0,56.0,0.01,480,40.3739800453186,0
50,40184,100,50,0.3,200,12099.0,56.0,0.01,480,39.71730899810791,0
50,40184,100,50,0.3,200,12099.0,56.0,0.01,480,39.53129196166992,0
