experiment_id,randomseed,numcom,numnodes,radius,gamma_init,gamma_arc,gamma_node,optgap,numarcs,total_time,goodinstance_flag
60,95185,300,150,0.15,200,14059.0,5100.0,0.01,1374,13.369729042053223,0
60,95185,300,150,0.15,200,14059.0,2650.0,0.01,1374,Inf,0
60,95185,300,150,0.15,200,14059.0,1425.0,0.01,1374,Inf,0
60,95185,300,150,0.15,200,14059.0,812.0,0.01,1374,Inf,0
60,95185,300,150,0.15,200,14059.0,506.0,0.01,1374,Inf,0
60,95185,300,150,0.15,200,14059.0,659.0,0.01,1374,38.49009299278259,0
60,95185,300,150,0.15,200,14059.0,582.0,0.01,1374,Inf,0
60,95185,300,150,0.15,200,14059.0,544.0,0.01,1374,Inf,0
60,95185,300,150,0.15,200,14059.0,563.0,0.01,1374,49.03181600570679,0
60,95185,300,150,0.15,200,14059.0,554.0,0.01,1374,Inf,0
60,95185,300,150,0.15,200,14059.0,558.0,0.01,1374,37.96791195869446,0
60,95185,300,150,0.15,200,14059.0,556.0,0.01,1374,Inf,0
60,95185,300,150,0.15,200,14059.0,555.0,0.01,1374,Inf,0
60,95185,300,150,0.15,200,14059.0,556.0,0.01,1374,62.755582094192505,0
60,95185,300,150,0.15,200,14059.0,556.0,0.01,1374,Inf,0
60,95185,300,150,0.15,200,14059.0,556.0,0.01,1374,Inf,0
60,95185,300,150,0.15,200,14059.0,556.0,0.01,1374,Inf,0
60,95185,300,150,0.15,200,14059.0,556.0,0.01,1374,Inf,0
60,95185,300,150,0.15,200,14059.0,556.0,0.01,1374,Inf,0
60,95185,300,150,0.15,200,14059.0,556.0,0.01,1374,Inf,0
