experiment_id,randomseed,numcom,numnodes,radius,gamma_init,gamma_arc,gamma_node,optgap,numarcs,total_time,goodinstance_flag
47,66442,100,50,0.3,200,8328.0,100.0,0.01,544,Inf,0
47,66442,100,50,0.3,200,8328.0,50.0,0.01,544,Inf,0
47,66442,100,50,0.3,200,8328.0,75.0,0.01,544,4.563020944595337,0
47,66442,100,50,0.3,200,8328.0,88.0,0.01,544,3.593100070953369,0
47,66442,100,50,0.3,200,8328.0,82.0,0.01,544,Inf,0
47,66442,100,50,0.3,200,8328.0,78.0,0.01,544,Inf,0
47,66442,100,50,0.3,200,8328.0,80.0,0.01,544,9.197073936462402,0
47,66442,100,50,0.3,200,8328.0,81.0,0.01,544,5.282150983810425,0
47,66442,100,50,0.3,200,8328.0,82.0,0.01,544,5.59058403968811,0
47,66442,100,50,0.3,200,8328.0,82.0,0.01,544,Inf,0
47,66442,100,50,0.3,200,8328.0,82.0,0.01,544,Inf,0
47,66442,100,50,0.3,200,8328.0,82.0,0.01,544,Inf,0
47,66442,100,50,0.3,200,8328.0,82.0,0.01,544,Inf,0
47,66442,100,50,0.3,200,8328.0,82.0,0.01,544,Inf,0
47,66442,100,50,0.3,200,8328.0,82.0,0.01,544,Inf,0
47,66442,100,50,0.3,200,8328.0,82.0,0.01,544,Inf,0
47,66442,100,50,0.3,200,8328.0,82.0,0.01,544,Inf,0
47,66442,100,50,0.3,200,8328.0,82.0,0.01,544,Inf,0
47,66442,100,50,0.3,200,8328.0,82.0,0.01,544,Inf,0
47,66442,100,50,0.3,200,8328.0,82.0,0.01,544,Inf,0
