commodity,quantity
1,3
2,3
3,4
4,4
5,6
6,5
7,7
8,5
9,8
10,7
11,10
12,2
13,3
14,4
15,10
16,3
17,9
18,5
19,9
20,3
21,6
22,10
23,2
24,8
25,2
26,2
27,6
28,5
29,4
30,8
31,6
32,6
33,3
34,10
35,1
36,10
37,8
38,4
39,4
40,10
41,8
42,10
43,10
44,3
45,6
46,10
47,3
48,10
49,9
50,1
51,1
52,9
53,3
54,7
55,10
56,5
57,10
58,1
59,4
60,3
61,1
62,2
63,8
64,6
65,9
66,8
67,7
68,3
69,1
70,8
71,1
72,1
73,6
74,2
75,8
76,9
77,4
78,9
79,10
80,6
81,3
82,3
83,2
84,7
85,10
86,8
87,6
88,7
89,2
90,4
91,4
92,9
93,7
94,8
95,5
96,6
97,9
98,4
99,9
100,3
101,5
102,9
103,4
104,7
105,6
106,1
107,10
108,4
109,9
110,1
111,9
112,9
113,5
114,4
115,4
116,5
117,9
118,5
119,4
120,3
121,1
122,1
123,3
124,4
125,9
126,1
127,7
128,3
129,8
130,1
131,10
132,3
133,8
134,3
135,9
136,4
137,3
138,6
139,6
140,2
141,3
142,7
143,8
144,10
145,4
146,8
147,7
148,6
149,10
150,3
151,1
152,6
153,4
154,5
155,4
156,2
157,2
158,4
159,9
160,5
161,9
162,1
163,9
164,6
165,8
166,4
167,6
168,10
169,10
170,8
171,5
172,1
173,5
174,1
175,2
176,6
177,5
178,5
179,3
180,10
181,6
182,1
183,3
184,4
185,6
186,6
187,9
188,3
189,9
190,3
191,4
192,5
193,5
194,7
195,7
196,9
197,3
198,6
199,8
200,5
201,6
202,8
203,9
204,4
205,6
206,8
207,3
208,2
209,7
210,5
211,2
212,3
213,5
214,9
215,6
216,10
217,2
218,8
219,7
220,9
221,2
222,7
223,7
224,9
225,9
226,8
227,7
228,6
229,3
230,5
231,5
232,10
233,7
234,1
235,10
236,4
237,7
238,3
239,2
240,4
241,6
242,5
243,4
244,10
245,8
246,7
247,8
248,7
249,7
250,3
251,2
252,4
253,7
254,8
255,10
256,1
257,6
258,10
259,1
260,1
261,1
262,10
263,4
264,1
265,6
266,4
267,2
268,6
269,4
270,8
271,3
272,9
273,7
274,7
275,7
276,4
277,5
278,10
279,5
280,1
281,7
282,9
283,7
284,5
285,8
286,2
287,5
288,9
289,1
290,10
291,3
292,2
293,1
294,2
295,4
296,4
297,5
298,9
299,4
300,6
301,2
302,10
303,4
304,2
305,5
306,9
307,9
308,1
309,2
310,8
311,9
312,5
313,2
314,1
315,3
316,1
317,9
318,6
319,4
320,3
321,2
322,8
323,7
324,7
325,10
326,4
327,1
328,6
329,2
330,8
331,9
332,4
333,2
334,9
335,4
336,2
337,5
338,7
339,8
340,8
341,10
342,7
343,9
344,5
345,1
346,1
347,3
348,7
349,2
350,2
351,7
352,4
353,1
354,7
355,8
356,3
357,6
358,3
359,9
360,10
361,7
362,1
363,5
364,5
365,5
366,6
367,3
368,1
369,9
370,8
371,3
372,9
373,2
374,2
375,4
376,7
377,1
378,6
379,2
380,4
381,4
382,9
383,9
384,10
385,6
386,8
387,10
388,5
389,10
390,1
391,1
392,3
393,7
394,3
395,8
396,5
397,4
398,2
399,8
400,3
