arc,originnode,destinationnode,capacity
1,1,12,47.0
2,1,18,36.0
3,1,43,31.0
4,1,80,72.0
5,1,99,44.0
6,1,132,46.0
7,1,139,38.0
8,1,194,35.0
9,2,19,44.0
10,2,23,81.0
11,2,28,37.0
12,2,35,81.0
13,2,44,33.0
14,2,125,41.0
15,2,134,65.0
16,2,154,36.0
17,2,165,31.0
18,3,18,89.0
19,3,36,38.0
20,3,74,80.0
21,3,86,66.0
22,3,88,85.0
23,3,95,52.0
24,3,122,33.0
25,3,126,86.0
26,3,130,76.0
27,3,139,55.0
28,3,147,60.0
29,3,148,61.0
30,3,182,78.0
31,3,185,34.0
32,3,192,39.0
33,3,194,54.0
34,4,7,71.0
35,4,16,46.0
36,4,122,41.0
37,4,130,35.0
38,4,147,78.0
39,4,185,44.0
40,5,6,87.0
41,5,10,54.0
42,5,20,43.0
43,5,22,45.0
44,5,44,85.0
45,5,65,34.0
46,5,67,80.0
47,5,69,75.0
48,5,102,34.0
49,5,114,47.0
50,5,117,66.0
51,5,127,78.0
52,5,134,49.0
53,5,168,73.0
54,5,176,62.0
55,6,5,32.0
56,6,10,69.0
57,6,19,77.0
58,6,20,46.0
59,6,22,83.0
60,6,23,63.0
61,6,44,76.0
62,6,65,70.0
63,6,67,78.0
64,6,69,43.0
65,6,134,79.0
66,6,144,58.0
67,6,154,81.0
68,6,165,35.0
69,6,178,33.0
70,6,183,71.0
71,6,186,42.0
72,7,4,46.0
73,7,16,81.0
74,7,86,52.0
75,7,109,48.0
76,7,122,71.0
77,7,130,68.0
78,7,147,88.0
79,7,169,76.0
80,7,185,76.0
81,8,82,32.0
82,8,91,54.0
83,8,101,75.0
84,8,106,34.0
85,8,138,84.0
86,8,140,32.0
87,8,141,54.0
88,8,189,35.0
89,8,190,36.0
90,8,200,80.0
91,9,69,66.0
92,9,144,55.0
93,9,178,71.0
94,9,183,52.0
95,9,186,54.0
96,10,5,70.0
97,10,6,74.0
98,10,19,51.0
99,10,20,66.0
100,10,22,58.0
101,10,23,67.0
102,10,44,48.0
103,10,65,77.0
104,10,67,56.0
105,10,69,63.0
106,10,114,66.0
107,10,134,91.0
108,10,154,50.0
109,10,165,82.0
110,10,178,67.0
111,10,183,54.0
112,10,186,66.0
113,11,15,79.0
114,11,39,44.0
115,11,64,82.0
116,11,66,81.0
117,11,68,75.0
118,11,85,49.0
