commodity,quantity
1,5
2,3
3,7
4,9
5,8
6,5
7,6
8,9
9,7
10,6
11,8
12,1
13,10
14,7
15,2
16,3
17,4
18,9
19,1
20,7
21,2
22,4
23,4
24,1
25,8
26,5
27,1
28,2
29,3
30,5
31,3
32,6
33,5
34,7
35,4
36,6
37,3
38,3
39,8
40,6
41,1
42,8
43,6
44,8
45,6
46,3
47,7
48,2
49,5
50,8
51,6
52,8
53,5
54,9
55,5
56,5
57,6
58,7
59,3
60,7
61,2
62,8
63,6
64,5
65,5
66,8
67,8
68,2
69,4
70,5
71,9
72,10
73,4
74,6
75,7
76,9
77,4
78,1
79,6
80,1
81,8
82,1
83,6
84,3
85,7
86,1
87,9
88,8
89,1
90,2
91,4
92,1
93,5
94,10
95,5
96,9
97,2
98,9
99,8
100,2
101,6
102,9
103,7
104,1
105,3
106,9
107,1
108,4
109,3
110,2
111,4
112,2
113,3
114,10
115,10
116,4
117,2
118,4
119,10
120,9
121,8
122,4
123,10
124,1
125,6
126,8
127,1
128,10
129,5
130,9
131,9
132,7
133,7
134,8
135,2
136,10
137,1
138,4
139,1
140,1
141,1
142,7
143,3
144,7
145,10
146,9
147,1
148,1
149,3
150,5
151,9
152,6
153,7
154,10
155,4
156,10
157,7
158,9
159,8
160,1
161,7
162,4
163,1
164,5
165,8
166,1
167,1
168,10
169,3
170,2
171,9
172,6
173,5
174,5
175,7
176,8
177,9
178,9
179,8
180,4
181,5
182,5
183,5
184,1
185,9
186,9
187,4
188,4
189,8
190,8
191,10
192,6
193,6
194,10
195,9
196,8
197,6
198,10
199,5
200,3
201,5
202,1
203,6
204,10
205,5
206,10
207,8
208,7
209,10
210,1
211,1
212,7
213,8
214,6
215,7
216,2
217,5
218,4
219,5
220,7
221,2
222,10
223,10
224,4
225,4
226,6
227,7
228,9
229,3
230,4
231,6
232,4
233,8
234,5
235,4
236,3
237,7
238,10
239,3
240,6
241,9
242,5
243,3
244,6
245,7
246,6
247,1
248,1
249,1
250,4
251,7
252,5
253,10
254,6
255,2
256,2
257,8
258,9
259,6
260,5
261,10
262,10
263,10
264,10
265,1
266,3
267,5
268,8
269,1
270,7
271,4
272,10
273,10
274,6
275,8
276,10
277,3
278,4
279,8
280,3
281,9
282,7
283,1
284,6
285,5
286,7
287,4
288,10
289,7
290,1
291,8
292,1
293,3
294,3
295,10
296,9
297,3
298,6
299,5
300,3
301,2
302,2
303,9
304,10
305,10
306,4
307,10
308,1
309,7
310,2
311,4
312,3
313,10
314,9
315,2
316,10
317,7
318,3
319,10
320,3
321,2
322,7
323,6
324,9
325,3
326,3
327,4
328,6
329,6
330,2
331,2
332,1
333,7
334,10
335,9
336,9
337,4
338,1
339,5
340,1
341,8
342,2
343,8
344,8
345,4
346,9
347,7
348,4
349,3
350,3
351,1
352,3
353,5
354,1
355,2
356,10
357,7
358,3
359,6
360,7
361,3
362,4
363,4
364,6
365,8
366,8
367,5
368,6
369,8
370,1
371,10
372,9
373,9
374,3
375,9
376,4
377,5
378,1
379,10
380,10
381,8
382,1
383,3
384,9
385,5
386,2
387,6
388,1
389,2
390,5
391,4
392,6
393,2
394,10
395,2
396,8
397,1
398,8
399,8
400,3
