arc,originnode,destinationnode,capacity
1,1,70,119.0
2,1,117,104.0
3,1,159,103.0
4,1,203,64.0
5,1,241,79.0
6,1,264,56.0
7,1,341,66.0
8,1,371,135.0
9,2,10,147.0
10,2,18,143.0
11,2,107,103.0
12,2,243,86.0
13,2,271,68.0
14,2,330,107.0
15,2,354,108.0
16,2,395,52.0
17,3,47,54.0
18,3,59,85.0
19,3,106,107.0
20,3,133,61.0
21,3,187,91.0
22,3,212,90.0
23,3,228,52.0
24,3,261,101.0
25,3,279,78.0
26,3,318,143.0
27,3,325,108.0
28,3,372,81.0
29,4,79,52.0
30,4,116,112.0
31,4,137,72.0
32,4,162,146.0
33,4,265,82.0
34,4,268,73.0
35,4,277,101.0
36,4,284,66.0
37,4,291,90.0
38,4,304,122.0
39,4,308,129.0
40,4,351,73.0
41,4,378,127.0
42,5,98,90.0
43,5,101,52.0
44,5,150,100.0
45,5,255,137.0
46,5,293,65.0
47,5,333,79.0
48,5,358,121.0
49,6,14,140.0
50,6,77,106.0
51,6,226,74.0
52,6,245,99.0
53,6,294,131.0
54,6,310,96.0
55,6,316,109.0
56,6,357,95.0
57,6,362,91.0
58,6,367,88.0
59,6,392,144.0
60,7,35,51.0
61,7,78,124.0
62,7,97,88.0
63,7,125,113.0
64,7,126,134.0
65,7,140,83.0
66,7,156,134.0
67,7,160,52.0
68,7,196,92.0
69,7,197,62.0
70,7,206,105.0
71,7,229,100.0
72,7,283,130.0
73,7,353,146.0
74,7,399,64.0
75,8,10,114.0
76,8,129,92.0
77,8,145,92.0
78,8,147,56.0
79,8,185,89.0
80,8,193,74.0
81,8,243,51.0
82,8,295,58.0
83,8,303,133.0
84,8,354,79.0
85,8,395,68.0
86,9,34,120.0
87,9,109,53.0
88,9,240,85.0
89,9,257,64.0
90,9,307,59.0
91,9,370,141.0
92,9,374,115.0
93,10,2,88.0
94,10,8,114.0
95,10,18,76.0
96,10,107,56.0
97,10,146,137.0
98,10,185,54.0
99,10,193,50.0
100,10,243,120.0
101,10,263,55.0
102,10,295,109.0
103,10,330,53.0
104,10,354,143.0
105,10,395,139.0
106,11,29,113.0
107,11,122,77.0
108,11,128,68.0
109,11,226,114.0
110,11,244,117.0
111,11,282,56.0
112,11,310,132.0
113,11,334,116.0
114,11,350,93.0
115,11,398,62.0
116,12,22,67.0
117,12,34,134.0
118,12,50,77.0
119,12,140,72.0
120,12,331,52.0
121,12,337,97.0
122,12,349,74.0
123,12,374,116.0
124,12,400,131.0
125,13,16,89.0
126,13,33,124.0
127,13,64,76.0
128,13,162,81.0
129,13,266,84.0
130,13,305,148.0
131,13,329,133.0
132,14,6,51.0
133,14,69,113.0
134,14,114,91.0
135,14,234,129.0
136,14,239,141.0
137,14,245,96.0
138,14,256,54.0
139,14,299,113.0
140,14,316,87.0
141,14,319,116.0
142,14,357,102.0
143,14,362,118.0
144,14,392,118.0
145,15,49,74.0
146,15,50,117.0
147,15,97,103.0
148,15,154,148.0
149,15,251,108.0
150,15,253,134.0
151,15,302,84.0
152,15,331,104.0
153,15,337,51.0
154,15,349,60.0
155,15,391,98.0
156,15,400,80.0
157,16,13,75.0
158,16,116,106.0
159,16,162,70.0
160,16,360,127.0
161,17,40,69.0
162,17,53,96.0
163,17,84,140.0
164,17,99,63.0
165,17,110,93.0
166,17,141,112.0
167,17,174,94.0
168,17,183,110.0
169,17,201,82.0
170,17,261,66.0
171,17,274,97.0
172,17,340,112.0
173,17,372,126.0
174,17,386,138.0
175,17,397,90.0
176,18,2,62.0
177,18,10,141.0
178,18,60,133.0
179,18,107,85.0
180,18,175,111.0
181,18,234,132.0
182,18,271,73.0
183,18,330,131.0
184,18,354,137.0
185,18,395,80.0
186,19,46,129.0
187,19,62,139.0
188,19,103,122.0
189,19,186,124.0
190,19,202,114.0
191,19,278,109.0
192,19,306,129.0
193,19,324,92.0
194,20,42,55.0
195,20,58,125.0
196,20,90,146.0
197,20,119,62.0
198,20,142,114.0
199,20,157,138.0
200,20,189,145.0
201,20,191,81.0
202,20,194,77.0
203,20,208,60.0
204,20,214,148.0
205,20,237,146.0
206,20,273,137.0
207,20,286,141.0
208,21,27,63.0
209,21,31,87.0
210,21,113,123.0
211,21,115,126.0
212,21,119,50.0
213,21,180,123.0
214,21,211,138.0
215,21,219,81.0
216,21,220,58.0
217,21,356,99.0
218,21,359,64.0
219,22,12,85.0
220,22,34,105.0
221,22,50,60.0
222,22,140,82.0
