commodity,quantity
1,4
2,5
3,3
4,2
5,2
6,1
7,7
8,6
9,10
10,7
11,3
12,7
13,8
14,7
15,10
16,2
17,8
18,7
19,10
20,1
21,2
22,6
23,6
24,8
25,6
26,10
27,5
28,5
29,3
30,1
31,3
32,8
33,1
34,3
35,7
36,9
37,8
38,2
39,8
40,4
41,7
42,6
43,8
44,8
45,3
46,1
47,10
48,1
49,8
50,10
51,7
52,5
53,5
54,6
55,6
56,8
57,9
58,9
59,5
60,9
61,1
62,7
63,10
64,9
65,3
66,7
67,1
68,5
69,6
70,10
71,10
72,5
73,5
74,8
75,6
76,9
77,8
78,9
79,4
80,3
81,1
82,9
83,9
84,2
85,10
86,10
87,1
88,10
89,6
90,8
91,5
92,7
93,4
94,10
95,6
96,4
97,3
98,5
99,9
100,8
101,3
102,6
103,7
104,9
105,2
106,7
107,7
108,7
109,6
110,8
111,8
112,4
113,10
114,4
115,4
116,7
117,10
118,9
119,1
120,2
121,6
122,1
123,9
124,10
125,5
126,8
127,10
128,9
129,3
130,6
131,10
132,8
133,4
134,2
135,8
136,7
137,6
138,7
139,1
140,8
141,6
142,4
143,7
144,7
145,5
146,1
147,2
148,7
149,3
150,8
151,10
152,5
153,1
154,10
155,4
156,6
157,8
158,7
159,2
160,9
161,4
162,7
163,10
164,6
165,5
166,1
167,2
168,8
169,9
170,6
171,7
172,10
173,2
174,5
175,5
176,7
177,10
178,4
179,5
180,3
181,10
182,3
183,1
184,5
185,8
186,4
187,2
188,8
189,5
190,5
191,6
192,10
193,4
194,6
195,10
196,2
197,6
198,5
199,7
200,6
201,7
202,3
203,8
204,1
205,3
206,9
207,1
208,9
209,6
210,4
211,1
212,3
213,5
214,9
215,4
216,1
217,9
218,3
219,4
220,7
221,6
222,9
223,7
224,6
225,3
226,7
227,10
228,3
229,4
230,10
231,1
232,7
233,10
234,1
235,8
236,2
237,9
238,8
239,10
240,6
241,10
242,4
243,10
244,7
245,2
246,10
247,9
248,1
249,3
250,8
251,8
252,5
253,6
254,4
255,10
256,8
257,4
258,2
259,9
260,5
261,10
262,1
263,6
264,8
265,8
266,7
267,3
268,9
269,4
270,8
271,3
272,6
273,5
274,2
275,2
276,4
277,1
278,4
279,8
280,9
281,4
282,8
283,10
284,9
285,7
286,2
287,6
288,2
289,6
290,9
291,7
292,9
293,8
294,5
295,7
296,1
297,7
298,9
299,1
300,3
301,1
302,10
303,6
304,4
305,1
306,7
307,6
308,3
309,4
310,2
311,2
312,5
313,10
314,5
315,7
316,7
317,7
318,5
319,4
320,8
321,8
322,9
323,5
324,7
325,2
326,1
327,7
328,7
329,4
330,1
331,9
332,9
333,5
334,7
335,9
336,1
337,1
338,1
339,1
340,10
341,5
342,10
343,8
344,7
345,9
346,6
347,1
348,9
349,1
350,4
351,9
352,8
353,7
354,4
355,10
356,7
357,5
358,2
359,3
360,9
361,8
362,9
363,3
364,7
365,3
366,2
367,1
368,8
369,6
370,7
371,8
372,8
373,7
374,2
375,8
376,2
377,5
378,4
379,8
380,5
381,9
382,3
383,2
384,2
385,10
386,2
387,2
388,10
389,8
390,2
391,9
392,3
393,7
394,8
395,3
396,5
397,6
398,9
399,9
400,4
