arc,originnode,destinationnode,capacity
1,1,17,17.0
2,1,22,15.0
3,1,23,12.0
4,1,141,26.0
5,1,146,20.0
6,1,158,15.0
7,1,177,14.0
8,1,195,22.0
9,1,208,22.0
10,1,227,14.0
11,1,238,23.0
12,1,260,15.0
13,1,332,14.0
14,1,386,17.0
15,1,405,20.0
16,1,438,31.0
17,1,441,16.0
18,1,445,32.0
19,1,457,14.0
20,1,492,27.0
21,1,507,24.0
22,1,524,20.0
23,1,600,23.0
24,2,13,29.0
25,2,59,13.0
26,2,160,24.0
27,2,173,12.0
28,2,218,12.0
29,2,301,31.0
30,2,323,30.0
31,2,328,15.0
32,2,334,14.0
33,2,346,17.0
34,2,381,15.0
35,2,402,14.0
36,2,403,34.0
37,2,408,20.0
38,2,422,17.0
39,2,432,31.0
40,2,460,19.0
41,2,515,28.0
42,2,577,27.0
43,2,591,16.0
44,3,17,17.0
45,3,19,16.0
46,3,27,15.0
47,3,72,24.0
48,3,144,21.0
49,3,146,31.0
50,3,191,15.0
51,3,251,34.0
52,3,284,12.0
53,3,330,19.0
54,3,386,17.0
55,3,416,20.0
56,3,420,25.0
57,3,459,12.0
58,3,503,15.0
59,3,517,31.0
60,3,592,20.0
61,4,13,31.0
62,4,55,12.0
63,4,91,22.0
64,4,112,20.0
65,4,173,28.0
66,4,215,34.0
67,4,277,31.0
68,4,301,23.0
69,4,312,17.0
70,4,348,30.0
71,4,406,19.0
72,4,472,19.0
73,4,487,28.0
74,4,560,16.0
75,4,590,33.0
76,4,591,12.0
77,5,6,22.0
78,5,39,14.0
79,5,43,25.0
80,5,51,31.0
81,5,72,23.0
82,5,103,21.0
83,5,191,31.0
84,5,224,13.0
85,5,251,23.0
86,5,273,12.0
87,5,282,35.0
88,5,284,26.0
89,5,300,33.0
90,5,307,13.0
91,5,330,26.0
92,5,344,26.0
93,5,354,17.0
94,5,365,33.0
95,5,420,25.0
96,5,428,23.0
97,5,461,17.0
98,5,504,22.0
99,6,5,28.0
100,6,19,27.0
101,6,39,22.0
102,6,63,12.0
103,6,103,14.0
104,6,189,17.0
105,6,191,15.0
106,6,224,19.0
107,6,228,34.0
108,6,251,23.0
109,6,273,15.0
110,6,282,21.0
111,6,284,14.0
112,6,300,30.0
113,6,307,24.0
114,6,313,23.0
115,6,330,16.0
116,6,354,34.0
117,6,420,12.0
118,6,428,28.0
119,6,471,15.0
120,6,552,20.0
121,7,22,34.0
122,7,52,13.0
123,7,53,17.0
124,7,60,19.0
125,7,64,23.0
126,7,99,17.0
127,7,102,15.0
128,7,104,18.0
129,7,158,29.0
130,7,170,20.0
131,7,195,30.0
132,7,198,15.0
133,7,208,29.0
134,7,211,13.0
135,7,260,22.0
136,7,276,18.0
137,7,405,18.0
138,7,438,22.0
139,7,457,24.0
140,7,492,35.0
141,7,511,27.0
142,7,524,16.0
143,7,530,20.0
144,7,541,14.0
145,7,560,13.0
146,7,570,13.0
147,7,588,18.0
148,7,600,31.0
149,8,74,29.0
150,8,156,26.0
151,8,178,14.0
152,8,192,27.0
153,8,239,23.0
154,8,267,26.0
155,8,291,29.0
156,8,304,34.0
157,8,310,31.0
158,8,347,28.0
159,8,349,29.0
160,8,385,14.0
161,8,398,28.0
162,8,418,29.0
163,8,477,35.0
164,8,479,19.0
165,8,526,35.0
166,8,539,14.0
167,9,18,20.0
168,9,35,23.0
169,9,47,34.0
170,9,58,17.0
171,9,105,24.0
172,9,119,21.0
173,9,162,29.0
174,9,178,23.0
175,9,199,17.0
176,9,230,12.0
177,9,283,29.0
178,9,292,20.0
179,9,316,17.0
180,9,322,27.0
181,9,340,22.0
182,9,377,35.0
183,9,401,34.0
184,9,464,32.0
185,9,525,13.0
186,9,539,20.0
187,9,564,28.0
188,9,593,32.0
189,10,88,17.0
190,10,160,12.0
191,10,173,21.0
192,10,179,19.0
193,10,215,32.0
194,10,218,19.0
195,10,289,28.0
196,10,323,14.0
197,10,328,33.0
198,10,334,23.0
199,10,346,18.0
200,10,402,18.0
201,10,403,12.0
202,10,408,19.0
203,10,422,34.0
204,10,432,12.0
205,10,460,34.0
206,10,493,17.0
207,10,494,13.0
208,10,500,19.0
209,10,515,23.0
210,10,540,16.0
211,10,573,13.0
212,10,577,16.0
213,11,24,14.0
214,11,32,33.0
215,11,41,21.0
216,11,68,26.0
217,11,85,12.0
218,11,110,13.0
219,11,127,26.0
220,11,131,18.0
221,11,135,28.0
222,11,145,21.0
223,11,190,24.0
224,11,225,20.0
225,11,229,12.0
226,11,298,35.0
227,11,357,14.0
228,11,358,23.0
229,11,366,20.0
230,11,409,28.0
231,11,444,28.0
232,11,465,13.0
233,11,471,30.0
234,11,485,26.0
235,11,513,30.0
236,11,561,13.0
237,11,594,30.0
238,12,76,18.0
239,12,121,31.0
240,12,143,25.0
241,12,192,17.0
242,12,221,32.0
243,12,232,32.0
244,12,267,15.0
245,12,275,24.0
246,12,361,28.0
247,12,391,19.0
248,12,411,29.0
249,12,439,33.0
250,12,479,23.0
251,12,518,29.0
252,12,520,26.0
253,12,527,35.0
254,12,529,29.0
255,12,544,26.0
256,12,566,23.0
257,12,567,23.0
258,12,585,20.0
259,12,596,29.0
260,13,2,21.0
261,13,4,35.0
262,13,112,13.0
263,13,173,29.0
264,13,215,15.0
265,13,277,25.0
266,13,301,21.0
267,13,312,20.0
268,13,328,22.0
269,13,334,27.0
270,13,346,26.0
271,13,402,18.0
272,13,403,20.0
273,13,406,21.0
274,13,422,19.0
275,13,460,29.0
276,13,487,13.0
277,13,577,18.0
278,13,590,13.0
