arc,originnode,destinationnode,capacity
1,1,6,39.0
2,1,8,78.0
3,1,47,40.0
4,1,48,91.0
5,1,51,69.0
6,1,69,80.0
7,1,99,59.0
8,1,106,68.0
9,1,114,73.0
10,1,126,56.0
11,1,164,39.0
12,2,6,82.0
13,2,11,76.0
14,2,30,41.0
15,2,47,36.0
16,2,48,73.0
17,2,54,91.0
18,2,83,96.0
19,2,96,64.0
20,2,126,37.0
21,2,161,36.0
22,2,164,89.0
23,2,192,68.0
24,3,12,75.0
25,3,49,91.0
26,3,58,65.0
27,3,76,94.0
28,3,125,91.0
29,3,127,100.0
30,3,167,95.0
31,3,194,52.0
32,4,18,54.0
33,4,38,43.0
34,4,49,102.0
35,4,78,54.0
36,4,105,69.0
37,4,113,106.0
38,4,117,105.0
39,4,119,44.0
40,4,131,39.0
41,4,167,62.0
42,4,170,97.0
43,4,172,56.0
44,5,23,87.0
45,5,77,68.0
46,5,81,56.0
47,5,88,72.0
48,5,95,93.0
49,5,129,44.0
50,5,133,40.0
51,5,147,97.0
52,5,155,67.0
53,5,166,85.0
54,5,173,59.0
55,5,184,61.0
56,5,195,101.0
57,5,197,87.0
58,6,1,101.0
59,6,2,47.0
60,6,8,86.0
61,6,11,106.0
62,6,30,96.0
63,6,47,78.0
64,6,48,104.0
65,6,51,57.0
66,6,69,85.0
67,6,99,61.0
68,6,106,38.0
69,6,126,99.0
70,6,164,74.0
71,7,52,45.0
72,7,55,53.0
73,7,67,90.0
74,7,79,82.0
75,7,84,55.0
76,7,102,60.0
77,7,122,91.0
78,7,136,72.0
79,7,141,54.0
80,7,166,90.0
81,7,173,61.0
82,7,181,53.0
83,8,1,64.0
84,8,6,45.0
85,8,44,95.0
86,8,51,55.0
87,8,69,39.0
88,8,80,67.0
89,8,99,44.0
90,8,106,106.0
91,9,14,100.0
92,9,15,62.0
93,9,29,40.0
94,9,72,87.0
95,9,89,43.0
96,9,94,84.0
97,9,103,68.0
98,9,108,70.0
99,9,123,86.0
100,9,124,53.0
101,9,145,46.0
102,9,152,77.0
103,9,162,72.0
104,9,178,37.0
105,10,34,85.0
106,10,42,61.0
107,10,52,42.0
108,10,55,98.0
109,10,63,69.0
110,10,67,38.0
111,10,102,48.0
112,10,122,59.0
113,10,136,50.0
114,10,143,86.0
115,10,153,61.0
116,10,168,83.0
117,10,179,80.0
118,10,181,107.0
119,10,191,95.0
120,10,198,71.0
121,11,2,104.0
122,11,6,62.0
123,11,47,84.0
124,11,48,72.0
125,11,69,58.0
126,11,96,39.0
127,11,126,106.0
128,11,164,58.0
129,11,192,80.0
130,12,3,100.0
131,12,49,70.0
132,12,76,94.0
133,12,125,66.0
134,12,127,39.0
135,12,167,79.0
136,12,170,75.0
137,12,172,40.0
138,12,194,79.0
139,13,26,43.0
140,13,27,62.0
141,13,39,106.0
142,13,43,98.0
143,13,46,84.0
144,13,53,90.0
145,13,60,57.0
146,13,62,97.0
147,13,75,97.0
148,13,85,79.0
149,13,86,88.0
150,13,100,62.0
151,13,101,63.0
152,13,112,84.0
153,13,135,84.0
154,13,137,71.0
155,13,146,77.0
156,13,149,64.0
157,13,154,54.0
158,13,159,77.0
159,13,196,85.0
160,14,9,36.0
161,14,15,42.0
162,14,37,64.0
163,14,72,79.0
164,14,103,60.0
165,14,108,103.0
166,14,116,65.0
167,14,123,49.0
168,14,124,94.0
169,14,128,81.0
170,14,152,46.0
171,14,178,85.0
172,15,9,67.0
173,15,14,96.0
174,15,31,72.0
175,15,71,103.0
176,15,93,105.0
177,15,108,71.0
178,15,116,61.0
179,15,121,84.0
180,15,123,102.0
181,15,124,99.0
182,15,145,50.0
183,15,150,97.0
184,16,36,44.0
185,16,38,51.0
186,16,41,82.0
187,16,56,107.0
188,16,107,95.0
189,16,117,91.0
190,16,119,102.0
191,16,151,65.0
192,16,174,50.0
193,16,186,44.0
194,16,193,96.0
195,16,200,92.0
196,17,45,46.0
197,17,54,59.0
198,17,83,92.0
199,17,96,37.0
200,17,158,75.0
201,17,192,83.0
202,18,4,63.0
203,18,38,86.0
204,18,78,72.0
205,18,105,71.0
206,18,113,41.0
207,18,114,47.0
208,18,117,86.0
209,18,131,87.0
210,18,167,87.0
211,18,170,104.0
212,19,31,41.0
213,19,71,58.0
214,19,87,68.0
215,19,93,42.0
216,19,116,75.0
217,19,121,50.0
218,19,145,56.0
219,20,25,92.0
220,20,130,99.0
221,20,160,92.0
222,20,175,107.0
223,21,24,103.0
224,21,28,53.0
225,21,66,55.0
226,21,73,107.0
227,21,98,99.0
228,21,118,59.0
229,21,140,51.0
230,21,156,67.0
231,21,163,49.0
232,21,199,77.0
233,22,30,81.0
234,22,33,75.0
235,22,40,104.0
236,22,57,95.0
237,22,58,59.0
238,22,73,60.0
239,22,76,66.0
240,22,78,101.0
241,22,83,59.0
242,22,92,58.0
243,22,98,102.0
244,22,127,66.0
245,22,161,108.0
246,22,187,101.0
247,22,190,69.0
248,23,5,43.0
249,23,41,91.0
250,23,88,93.0
251,23,95,91.0
252,23,117,99.0
253,23,119,66.0
254,23,133,82.0
255,23,147,42.0
256,23,151,83.0
257,23,155,62.0
258,23,166,80.0
259,23,184,97.0
260,23,191,84.0
261,23,195,81.0
262,23,197,57.0
263,23,200,52.0
264,24,21,37.0
265,24,65,52.0
266,24,66,64.0
267,24,118,99.0
268,24,142,36.0
269,24,162,73.0
270,24,163,61.0
271,24,165,87.0
272,25,20,78.0
273,25,130,88.0
274,25,138,75.0
275,25,160,71.0
276,25,175,42.0
277,26,13,82.0
278,26,35,62.0
279,26,39,39.0
280,26,46,50.0
281,26,60,92.0
282,26,61,40.0
283,26,82,58.0
284,26,86,107.0
285,26,112,74.0
286,26,120,41.0
287,26,144,77.0
288,26,146,99.0
289,26,149,58.0
290,26,154,37.0
291,26,159,87.0
292,26,196,72.0
293,27,13,105.0
294,27,43,71.0
295,27,50,98.0
296,27,53,103.0
297,27,75,93.0
298,27,77,67.0
299,27,81,75.0
300,27,85,59.0
301,27,100,89.0
302,27,129,49.0
303,27,137,97.0
304,27,147,63.0
305,27,148,106.0
306,28,21,88.0
307,28,73,58.0
308,28,98,54.0
309,28,111,86.0
310,28,118,93.0
311,28,140,59.0
312,28,156,38.0
313,28,163,89.0
314,28,199,74.0
315,29,9,66.0
316,29,32,58.0
317,29,59,57.0
318,29,65,102.0
319,29,89,90.0
320,29,94,48.0
321,29,108,37.0
322,29,109,106.0
323,29,123,93.0
324,29,124,66.0
325,29,142,40.0
326,29,152,38.0
327,29,162,50.0
328,29,188,87.0
329,30,2,81.0
330,30,6,94.0
331,30,22,66.0
332,30,33,92.0
333,30,40,39.0
334,30,47,86.0
335,30,48,79.0
336,30,51,85.0
337,30,57,71.0
338,30,69,50.0
339,30,83,60.0
340,30,92,74.0
341,30,96,68.0
342,30,114,71.0
343,30,126,62.0
344,30,161,43.0
345,30,164,94.0
346,30,187,49.0
347,30,190,63.0
348,30,192,70.0
349,31,15,92.0
350,31,19,43.0
