commodity,quantity
1,1
2,1
3,6
4,3
5,5
6,5
7,1
8,10
9,8
10,7
11,7
12,6
13,2
14,3
15,8
16,4
17,8
18,1
19,3
20,5
21,4
22,1
23,9
24,8
25,9
26,6
27,3
28,3
29,1
30,2
31,4
32,4
33,6
34,3
35,2
36,7
37,10
38,10
39,5
40,7
41,6
42,7
43,2
44,9
45,8
46,7
47,8
48,7
49,8
50,8
51,8
52,2
53,8
54,7
55,2
56,2
57,4
58,4
59,10
60,1
61,2
62,10
63,6
64,6
65,8
66,5
67,6
68,8
69,9
70,5
71,6
72,7
73,2
74,4
75,4
76,3
77,1
78,8
79,6
80,4
81,7
82,4
83,1
84,10
85,8
86,4
87,1
88,1
89,10
90,3
91,1
92,3
93,8
94,7
95,10
96,5
97,9
98,9
99,5
100,3
101,5
102,1
103,6
104,7
105,7
106,2
107,8
108,10
109,3
110,2
111,3
112,1
113,9
114,8
115,8
116,7
117,3
118,7
119,5
120,8
121,9
122,3
123,5
124,5
125,8
126,3
127,2
128,10
129,5
130,9
131,2
132,6
133,8
134,2
135,5
136,1
137,5
138,8
139,3
140,4
141,2
142,8
143,1
144,6
145,8
146,10
147,6
148,7
149,4
150,2
151,6
152,2
153,3
154,9
155,5
156,3
157,1
158,4
159,8
160,6
161,8
162,4
163,5
164,10
165,4
166,10
167,4
168,4
169,10
170,6
171,8
172,8
173,5
174,9
175,6
176,3
177,6
178,5
179,1
180,4
181,5
182,7
183,5
184,4
185,2
186,1
187,5
188,7
189,3
190,8
191,1
192,10
193,10
194,5
195,2
196,7
197,5
198,8
199,7
200,10
201,6
202,9
203,7
204,5
205,10
206,5
207,3
208,2
209,9
210,9
211,1
212,7
213,3
214,4
215,7
216,6
217,1
218,5
219,4
220,1
221,1
222,2
223,3
224,7
225,9
226,4
227,3
228,2
229,7
230,8
231,10
232,8
233,10
234,5
235,7
236,4
237,8
238,7
239,4
240,8
241,3
242,6
243,8
244,6
245,6
246,2
247,3
248,1
249,1
250,4
251,9
252,3
253,3
254,3
255,10
256,5
257,3
258,3
259,9
260,10
261,7
262,6
263,9
264,8
265,2
266,10
267,9
268,6
269,9
270,2
271,3
272,7
273,10
274,10
275,5
276,4
277,3
278,10
279,6
280,8
281,1
282,8
283,6
284,5
285,9
286,10
287,5
288,3
289,5
290,2
291,1
292,1
293,9
294,7
295,3
296,5
297,7
298,2
299,3
300,5
301,3
302,2
303,10
304,3
305,7
306,3
307,8
308,8
309,1
310,8
311,10
312,5
313,2
314,3
315,10
316,3
317,4
318,7
319,3
320,5
321,8
322,6
323,5
324,1
325,7
326,6
327,10
328,6
329,9
330,5
331,9
332,6
333,2
334,7
335,5
336,5
337,8
338,9
339,9
340,1
341,7
342,4
343,6
344,5
345,7
346,7
347,10
348,1
349,3
350,7
351,3
352,4
353,8
354,10
355,5
356,3
357,6
358,1
359,6
360,5
361,9
362,9
363,10
364,9
365,7
366,4
367,4
368,1
369,7
370,10
371,10
372,9
373,3
374,6
375,4
376,6
377,1
378,10
379,2
380,3
381,1
382,1
383,4
384,1
385,4
386,2
387,7
388,10
389,4
390,2
391,9
392,9
393,2
394,3
395,8
396,9
397,10
398,8
399,2
400,6
