commodity,quantity
1,1
2,5
3,1
4,6
5,3
6,5
7,8
8,1
9,4
10,5
11,8
12,9
13,2
14,10
15,3
16,2
17,2
18,4
19,10
20,1
21,5
22,1
23,4
24,2
25,10
26,10
27,3
28,1
29,10
30,3
31,7
32,6
33,8
34,2
35,6
36,9
37,5
38,3
39,1
40,2
41,6
42,4
43,2
44,1
45,7
46,8
47,8
48,1
49,6
50,9
51,10
52,3
53,10
54,4
55,2
56,8
57,5
58,10
59,2
60,2
61,7
62,1
63,6
64,5
65,8
66,8
67,2
68,9
69,1
70,6
71,6
72,2
73,2
74,9
75,6
76,3
77,9
78,8
79,7
80,8
81,9
82,10
83,10
84,1
85,7
86,5
87,1
88,4
89,3
90,3
91,9
92,8
93,2
94,7
95,10
96,8
97,1
98,2
99,8
100,6
101,7
102,7
103,1
104,1
105,4
106,6
107,2
108,7
109,4
110,10
111,10
112,5
113,10
114,2
115,7
116,6
117,8
118,4
119,8
120,4
121,2
122,1
123,5
124,4
125,2
126,10
127,1
128,9
129,3
130,8
131,7
132,2
133,8
134,6
135,4
136,6
137,2
138,1
139,7
140,3
141,2
142,2
143,9
144,10
145,10
146,4
147,6
148,10
149,1
150,7
151,9
152,7
153,7
154,6
155,8
156,5
157,3
158,1
159,1
160,6
161,2
162,7
163,10
164,4
165,1
166,6
167,7
168,5
169,3
170,3
171,5
172,4
173,6
174,1
175,6
176,8
177,9
178,2
179,6
180,2
181,1
182,6
183,1
184,5
185,9
186,4
187,7
188,10
189,7
190,10
191,9
192,3
193,2
194,8
195,6
196,9
197,5
198,3
199,3
200,6
201,8
202,6
203,10
204,8
205,2
206,9
207,10
208,3
209,1
210,5
211,8
212,8
213,10
214,3
215,5
216,4
217,7
218,1
219,10
220,4
221,10
222,9
223,1
224,1
225,4
226,9
227,6
228,3
229,1
230,10
231,2
232,3
233,10
234,10
235,2
236,5
237,5
238,5
239,4
240,2
241,2
242,5
243,9
244,4
245,4
246,6
247,1
248,3
249,7
250,8
251,8
252,1
253,1
254,7
255,10
256,5
257,2
258,5
259,7
260,2
261,5
262,5
263,9
264,3
265,5
266,8
267,9
268,6
269,2
270,4
271,3
272,4
273,6
274,8
275,6
276,4
277,10
278,4
279,1
280,6
281,8
282,10
283,3
284,9
285,4
286,4
287,5
288,4
289,4
290,6
291,5
292,8
293,7
294,4
295,3
296,10
297,5
298,3
299,2
300,7
301,6
302,4
303,4
304,7
305,2
306,10
307,6
308,6
309,4
310,5
311,10
312,1
313,1
314,2
315,5
316,3
317,6
318,6
319,3
320,2
321,8
322,9
323,8
324,2
325,4
326,2
327,3
328,8
329,7
330,1
331,8
332,9
333,2
334,9
335,8
336,8
337,5
338,6
339,7
340,4
341,7
342,3
343,6
344,7
345,7
346,8
347,2
348,8
349,4
350,9
351,5
352,10
353,10
354,10
355,9
356,1
357,3
358,6
359,3
360,2
361,7
362,3
363,7
364,10
365,10
366,10
367,10
368,6
369,4
370,6
371,7
372,1
373,7
374,8
375,10
376,9
377,5
378,7
379,3
380,2
381,6
382,7
383,1
384,3
385,5
386,5
387,6
388,1
389,7
390,4
391,3
392,7
393,5
394,1
395,8
396,5
397,2
398,4
399,5
400,1
