arc,originnode,destinationnode,capacity
1,1,13,16.0
2,1,89,19.0
3,1,114,36.0
4,1,287,31.0
5,1,292,31.0
6,1,327,28.0
7,1,430,44.0
8,1,448,41.0
9,1,465,39.0
10,1,479,21.0
11,2,53,16.0
12,2,117,34.0
13,2,189,34.0
14,2,262,39.0
15,2,330,35.0
16,2,337,37.0
17,2,383,45.0
18,2,386,30.0
19,2,445,25.0
20,2,482,17.0
21,2,494,37.0
22,2,522,18.0
23,2,591,45.0
24,3,110,44.0
25,3,140,18.0
26,3,145,20.0
27,3,300,26.0
28,3,357,44.0
29,3,450,39.0
30,3,457,33.0
31,3,492,26.0
32,3,518,16.0
33,3,536,38.0
34,3,574,23.0
35,3,588,16.0
36,4,12,25.0
37,4,19,43.0
38,4,104,40.0
39,4,229,36.0
40,4,328,37.0
41,4,335,32.0
42,4,389,45.0
43,4,392,25.0
44,4,433,35.0
45,4,439,23.0
46,4,471,22.0
47,4,514,16.0
48,4,542,34.0
49,4,582,42.0
50,4,600,23.0
51,5,17,25.0
52,5,61,17.0
53,5,139,26.0
54,5,258,16.0
55,5,295,33.0
56,5,400,21.0
57,5,404,35.0
58,5,437,19.0
59,5,458,29.0
60,5,474,24.0
61,5,516,23.0
62,5,526,18.0
63,5,540,43.0
64,5,593,18.0
65,6,24,45.0
66,6,44,38.0
67,6,45,29.0
68,6,83,23.0
69,6,168,33.0
70,6,210,41.0
71,6,385,17.0
72,6,537,42.0
73,6,577,28.0
74,7,34,16.0
75,7,59,25.0
76,7,96,19.0
77,7,101,23.0
78,7,120,29.0
79,7,152,40.0
80,7,206,45.0
81,7,226,22.0
82,7,267,42.0
83,7,274,27.0
84,7,276,36.0
85,7,355,26.0
86,7,456,35.0
87,7,495,39.0
88,7,501,40.0
89,7,511,17.0
90,7,563,35.0
91,8,20,16.0
92,8,107,33.0
93,8,120,42.0
94,8,131,16.0
95,8,132,39.0
96,8,224,16.0
97,8,231,23.0
98,8,265,32.0
99,8,267,16.0
100,8,276,16.0
101,8,280,45.0
102,8,317,34.0
103,8,318,29.0
104,8,355,32.0
105,8,499,44.0
106,9,52,31.0
107,9,65,36.0
108,9,150,28.0
109,9,211,15.0
110,9,302,42.0
111,9,324,21.0
112,9,348,41.0
113,9,349,23.0
114,9,367,18.0
115,9,394,19.0
116,9,509,18.0
117,9,565,27.0
118,10,16,15.0
119,10,26,32.0
120,10,30,38.0
121,10,37,26.0
122,10,58,22.0
123,10,71,37.0
124,10,77,21.0
125,10,90,38.0
126,10,205,42.0
127,10,310,45.0
128,10,314,21.0
129,10,454,17.0
130,10,468,24.0
131,10,539,43.0
132,11,28,31.0
133,11,61,38.0
134,11,78,25.0
135,11,136,20.0
136,11,173,19.0
137,11,227,43.0
138,11,258,16.0
139,11,273,29.0
140,11,316,42.0
141,11,391,23.0
142,11,487,45.0
143,11,506,27.0
144,11,529,17.0
145,11,533,28.0
146,11,543,40.0
147,11,593,42.0
148,11,595,22.0
149,12,4,32.0
150,12,121,36.0
151,12,204,37.0
152,12,384,42.0
153,12,389,39.0
154,12,392,44.0
155,12,433,26.0
156,12,439,19.0
157,12,582,36.0
158,13,1,19.0
159,13,57,31.0
160,13,67,37.0
161,13,89,39.0
162,13,114,38.0
163,13,142,20.0
164,13,199,25.0
165,13,244,36.0
166,13,301,25.0
167,13,327,17.0
168,13,430,35.0
169,13,446,30.0
170,13,448,40.0
171,13,465,35.0
172,13,576,42.0
173,14,87,25.0
174,14,154,27.0
175,14,160,28.0
176,14,212,45.0
177,14,214,42.0
178,14,234,36.0
179,14,297,16.0
180,14,338,18.0
181,14,390,26.0
182,14,395,17.0
183,14,399,28.0
184,14,407,31.0
185,14,432,41.0
186,14,469,30.0
187,14,523,21.0
188,14,559,34.0
189,15,163,26.0
190,15,188,40.0
191,15,195,29.0
192,15,217,44.0
193,15,230,32.0
194,15,381,39.0
195,15,383,35.0
196,15,386,34.0
197,15,425,20.0
198,15,522,38.0
199,15,544,25.0
200,15,550,20.0
201,16,10,35.0
202,16,26,17.0
203,16,36,32.0
204,16,37,40.0
205,16,58,35.0
206,16,71,16.0
207,16,77,26.0
208,16,90,38.0
209,16,205,44.0
210,16,233,40.0
211,16,314,17.0
212,16,454,39.0
213,16,468,26.0
214,16,539,25.0
215,17,5,36.0
216,17,61,36.0
217,17,66,23.0
218,17,139,28.0
219,17,258,33.0
220,17,295,18.0
221,17,306,32.0
222,17,326,26.0
223,17,341,34.0
224,17,404,34.0
225,17,437,33.0
226,17,458,42.0
227,17,516,28.0
228,17,526,35.0
229,17,540,17.0
230,17,554,21.0
231,18,64,30.0
232,18,133,33.0
233,18,158,23.0
234,18,193,24.0
235,18,196,35.0
236,18,200,29.0
237,18,245,31.0
238,18,275,18.0
239,18,329,28.0
240,18,342,32.0
241,18,353,35.0
242,18,405,39.0
243,18,431,44.0
244,18,459,45.0
245,18,510,30.0
246,18,566,20.0
247,19,4,15.0
248,19,104,29.0
249,19,159,30.0
250,19,229,40.0
251,19,266,16.0
252,19,328,28.0
253,19,335,40.0
254,19,366,26.0
255,19,389,43.0
