commodity,quantity
1,9
2,7
3,6
4,5
5,3
6,7
7,3
8,4
9,2
10,4
11,2
12,3
13,6
14,1
15,9
16,8
17,1
18,5
19,8
20,1
21,9
22,4
23,4
24,3
25,4
26,10
27,1
28,4
29,2
30,5
31,10
32,1
33,10
34,4
35,9
36,2
37,2
38,8
39,1
40,5
41,6
42,6
43,9
44,9
45,2
46,7
47,5
48,2
49,9
50,2
51,10
52,2
53,10
54,2
55,10
56,5
57,9
58,5
59,1
60,9
61,9
62,8
63,6
64,4
65,3
66,6
67,1
68,2
69,8
70,4
71,7
72,1
73,8
74,1
75,1
76,9
77,5
78,6
79,7
80,1
81,1
82,4
83,5
84,9
85,3
86,6
87,4
88,3
89,8
90,10
91,5
92,3
93,4
94,8
95,1
96,1
97,1
98,1
99,9
100,8
101,6
102,3
103,4
104,6
105,10
106,8
107,1
108,8
109,7
110,6
111,7
112,2
113,2
114,7
115,6
116,4
117,1
118,7
119,3
120,3
121,7
122,8
123,5
124,5
125,6
126,9
127,1
128,5
129,3
130,8
131,5
132,5
133,2
134,1
135,3
136,9
137,8
138,4
139,2
140,10
141,6
142,4
143,4
144,5
145,2
146,8
147,3
148,1
149,2
150,5
151,3
152,7
153,7
154,2
155,3
156,9
157,5
158,7
159,3
160,4
161,7
162,1
163,6
164,8
165,5
166,3
167,7
168,8
169,9
170,8
171,2
172,2
173,4
174,9
175,5
176,2
177,7
178,9
179,1
180,10
181,6
182,4
183,2
184,9
185,1
186,2
187,6
188,9
189,9
190,1
191,10
192,3
193,9
194,3
195,3
196,4
197,1
198,5
199,1
200,6
201,10
202,5
203,2
204,2
205,8
206,9
207,2
208,3
209,3
210,2
211,4
212,8
213,1
214,8
215,4
216,7
217,9
218,8
219,9
220,4
221,10
222,3
223,3
224,1
225,7
226,5
227,1
228,2
229,10
230,8
231,7
232,7
233,4
234,7
235,3
236,5
237,3
238,8
239,9
240,9
241,6
242,8
243,6
244,5
245,5
246,10
247,5
248,4
249,9
250,4
251,9
252,4
253,7
254,6
255,7
256,10
257,3
258,5
259,7
260,4
261,10
262,8
263,6
264,10
265,6
266,2
267,8
268,5
269,9
270,6
271,1
272,6
273,10
274,1
275,1
276,9
277,10
278,7
279,8
280,8
281,10
282,9
283,6
284,7
285,8
286,3
287,1
288,8
289,5
290,3
291,7
292,7
293,10
294,1
295,2
296,5
297,4
298,3
299,5
300,8
301,2
302,5
303,8
304,8
305,7
306,9
307,3
308,6
309,10
310,10
311,1
312,1
313,10
314,6
315,4
316,6
317,2
318,1
319,5
320,4
321,1
322,1
323,1
324,10
325,7
326,9
327,3
328,1
329,4
330,8
331,2
332,10
333,6
334,2
335,7
336,3
337,5
338,10
339,10
340,3
341,5
342,3
343,2
344,5
345,4
346,8
347,4
348,5
349,3
350,1
351,2
352,1
353,6
354,9
355,8
356,4
357,7
358,3
359,6
360,9
361,6
362,3
363,4
364,4
365,9
366,10
367,2
368,10
369,4
370,4
371,6
372,1
373,9
374,7
375,6
376,4
377,4
378,5
379,6
380,6
381,4
382,1
383,10
384,2
385,7
386,7
387,3
388,4
389,5
390,4
391,8
392,10
393,7
394,4
395,6
396,2
397,9
398,8
399,3
400,8
