arc,originnode,destinationnode,capacity
1,1,2,108.0
2,1,15,122.0
3,1,18,105.0
4,1,80,121.0
5,1,90,84.0
6,1,118,102.0
7,1,136,123.0
8,1,158,146.0
9,1,195,58.0
10,1,197,77.0
11,1,303,108.0
12,1,356,55.0
13,1,391,96.0
14,2,1,120.0
15,2,7,84.0
16,2,15,81.0
17,2,18,122.0
18,2,90,52.0
19,2,118,84.0
20,2,136,135.0
21,2,158,93.0
22,2,195,133.0
23,2,252,143.0
24,2,303,95.0
25,2,356,116.0
26,2,360,61.0
27,2,391,70.0
28,3,19,99.0
29,3,37,102.0
30,3,49,129.0
31,3,52,111.0
32,3,61,66.0
33,3,97,76.0
34,3,113,145.0
35,3,170,112.0
36,3,255,114.0
37,3,263,84.0
38,3,264,96.0
39,3,271,142.0
40,3,286,50.0
41,3,289,110.0
42,3,313,63.0
43,3,379,79.0
44,3,400,60.0
45,4,26,94.0
46,4,77,104.0
47,4,98,76.0
48,4,129,119.0
49,4,147,102.0
50,4,174,88.0
51,4,243,122.0
52,4,259,147.0
53,4,280,143.0
54,4,359,139.0
55,4,387,53.0
56,5,28,73.0
57,5,30,51.0
58,5,51,142.0
59,5,64,58.0
60,5,73,85.0
61,5,157,145.0
62,5,175,50.0
63,5,192,109.0
64,5,193,102.0
65,5,219,138.0
66,5,276,95.0
67,5,298,112.0
68,5,307,65.0
69,5,330,82.0
70,5,393,58.0
71,6,21,135.0
72,6,87,123.0
73,6,94,87.0
74,6,184,103.0
75,6,207,53.0
76,6,226,147.0
77,6,230,132.0
78,6,337,109.0
79,6,375,90.0
80,6,381,114.0
81,7,2,62.0
82,7,40,142.0
83,7,102,55.0
84,7,118,111.0
85,7,142,110.0
86,7,152,78.0
87,7,158,128.0
88,7,205,108.0
89,7,239,72.0
90,7,317,52.0
91,7,328,135.0
92,7,360,114.0
93,7,372,53.0
94,8,91,51.0
95,8,160,120.0
96,8,211,76.0
97,8,214,77.0
98,8,215,98.0
99,8,244,68.0
100,8,254,69.0
101,8,354,57.0
102,9,82,80.0
103,9,184,76.0
104,9,310,105.0
105,9,381,136.0
106,10,11,128.0
107,10,72,54.0
108,10,89,129.0
109,10,109,145.0
110,10,117,56.0
111,10,166,136.0
112,10,190,111.0
113,10,227,117.0
114,10,321,117.0
115,10,392,109.0
116,11,10,71.0
117,11,15,83.0
118,11,69,65.0
119,11,72,126.0
120,11,152,114.0
121,11,166,85.0
122,11,187,110.0
123,11,190,85.0
124,11,205,121.0
125,11,213,72.0
126,11,239,70.0
127,11,295,51.0
128,11,349,78.0
129,11,372,51.0
130,12,33,122.0
131,12,66,148.0
132,12,134,100.0
133,12,145,66.0
134,12,236,68.0
135,12,326,147.0
136,12,382,132.0
137,13,16,99.0
138,13,21,130.0
139,13,34,95.0
140,13,82,87.0
141,13,184,118.0
142,13,223,124.0
143,13,230,86.0
144,13,260,139.0
145,13,322,65.0
146,13,331,84.0
147,13,375,140.0
148,14,49,132.0
149,14,52,136.0
150,14,83,85.0
151,14,97,106.0
152,14,115,136.0
153,14,120,114.0
154,14,138,145.0
155,14,170,137.0
156,14,189,50.0
157,14,198,129.0
158,14,255,117.0
159,14,264,109.0
160,14,313,132.0
161,14,315,72.0
162,14,342,125.0
163,14,346,119.0
164,14,350,53.0
165,14,394,62.0
166,15,1,95.0
167,15,2,53.0
168,15,11,135.0
169,15,69,59.0
170,15,76,97.0
171,15,80,68.0
172,15,90,82.0
173,15,118,108.0
174,15,143,51.0
175,15,152,72.0
176,15,187,86.0
177,15,213,78.0
178,15,295,135.0
179,15,360,106.0
180,16,13,129.0
181,16,21,80.0
182,16,34,87.0
183,16,58,144.0
184,16,141,108.0
185,16,223,146.0
186,16,230,139.0
187,16,260,102.0
188,16,274,62.0
189,16,283,95.0
190,16,284,66.0
191,16,309,133.0
192,16,322,110.0
193,16,331,75.0
194,16,375,107.0
195,16,388,127.0
196,17,100,141.0
197,17,105,57.0
198,17,117,88.0
199,17,227,71.0
200,17,233,144.0
201,17,352,70.0
202,17,392,57.0
203,18,1,90.0
204,18,2,117.0
205,18,57,78.0
206,18,104,113.0
207,18,136,117.0
208,18,137,108.0
209,18,195,68.0
210,18,252,149.0
211,18,277,129.0
212,18,303,85.0
213,18,356,123.0
214,18,391,111.0
215,19,3,66.0
216,19,37,85.0
217,19,49,82.0
218,19,91,127.0
219,19,114,50.0
220,19,138,123.0
221,19,167,67.0
222,19,170,127.0
223,19,244,52.0
224,19,255,52.0
225,19,263,84.0
226,19,264,108.0
227,19,271,77.0
228,19,313,90.0
229,19,400,61.0
230,20,31,99.0
231,20,55,136.0
232,20,78,125.0
233,20,220,83.0
