arc,originnode,destinationnode,capacity
1,1,6,57.0
2,1,10,38.0
3,1,27,55.0
4,1,47,35.0
5,1,119,29.0
6,1,122,39.0
7,1,343,39.0
8,1,401,44.0
9,1,482,59.0
10,1,536,48.0
11,2,27,57.0
12,2,343,40.0
13,2,380,48.0
14,2,517,39.0
15,3,20,58.0
16,3,28,21.0
17,3,48,38.0
18,3,89,27.0
19,3,120,56.0
20,3,135,41.0
21,3,174,52.0
22,3,259,53.0
23,3,286,27.0
24,3,325,43.0
25,3,329,43.0
26,3,390,30.0
27,3,424,55.0
28,3,449,57.0
29,3,452,46.0
30,3,453,39.0
31,3,479,40.0
32,3,483,25.0
33,3,520,24.0
34,3,588,38.0
35,3,598,30.0
36,4,44,42.0
37,4,46,27.0
38,4,158,49.0
39,4,245,29.0
40,4,254,37.0
41,4,278,21.0
42,4,308,31.0
43,4,347,59.0
44,4,406,24.0
45,4,431,28.0
46,4,458,44.0
47,4,491,28.0
48,4,563,55.0
49,5,45,51.0
50,5,53,22.0
51,5,69,36.0
52,5,116,24.0
53,5,157,54.0
54,5,179,37.0
55,5,184,28.0
56,5,316,37.0
57,5,372,46.0
58,5,396,39.0
59,5,460,21.0
60,5,497,37.0
61,6,1,26.0
62,6,10,61.0
63,6,47,39.0
64,6,119,26.0
65,6,122,60.0
66,6,221,32.0
67,6,322,47.0
68,6,343,44.0
69,6,383,27.0
70,6,401,50.0
71,6,482,26.0
72,6,490,23.0
73,6,493,47.0
74,6,536,43.0
75,6,551,59.0
76,7,15,44.0
77,7,29,33.0
78,7,43,61.0
79,7,63,45.0
80,7,152,44.0
81,7,173,42.0
82,7,268,36.0
83,7,334,21.0
84,7,399,34.0
85,7,437,24.0
86,7,539,47.0
87,7,540,49.0
88,8,171,40.0
89,8,210,41.0
90,8,274,47.0
91,8,290,60.0
92,8,366,48.0
93,8,475,41.0
94,8,560,44.0
95,8,561,57.0
96,8,592,41.0
97,9,32,30.0
98,9,106,39.0
99,9,211,46.0
100,9,282,44.0
101,9,297,35.0
102,9,337,50.0
103,9,398,51.0
104,9,433,41.0
105,9,478,28.0
106,9,559,26.0
107,10,1,60.0
108,10,6,49.0
109,10,47,53.0
110,10,119,27.0
111,10,122,46.0
112,10,221,42.0
113,10,235,60.0
114,10,322,55.0
115,10,383,43.0
116,10,482,28.0
117,10,490,57.0
118,10,493,45.0
119,10,536,55.0
120,10,551,29.0
121,11,227,28.0
122,11,369,44.0
123,11,488,59.0
124,11,548,33.0
125,11,552,33.0
126,11,600,37.0
127,12,18,57.0
128,12,23,27.0
129,12,86,49.0
130,12,89,37.0
131,12,92,47.0
132,12,120,28.0
133,12,135,23.0
134,12,259,54.0
135,12,329,59.0
136,12,378,57.0
137,12,393,55.0
