node,x_coord,y_coord,capacity
1,0.052535151893944754,0.052535151893944754,211.0
2,0.25981710086756027,0.25981710086756027,208.0
3,0.030587193541083968,0.030587193541083968,168.0
4,0.6939100036021413,0.6939100036021413,169.0
5,0.5763235673935199,0.5763235673935199,379.0
6,0.691554704202471,0.691554704202471,194.0
7,0.838073522842564,0.838073522842564,343.0
8,0.3896045574319842,0.3896045574319842,178.0
9,0.6050270919334761,0.6050270919334761,338.0
10,0.42054979590182073,0.42054979590182073,250.0
11,0.6688271612592405,0.6688271612592405,375.0
12,0.33189231594009105,0.33189231594009105,342.0
13,0.37477023930438214,0.37477023930438214,304.0
14,0.2868717983333011,0.2868717983333011,383.0
15,0.9961394422369845,0.9961394422369845,291.0
16,0.6093848930557026,0.6093848930557026,312.0
17,0.9471277684390773,0.9471277684390773,280.0
18,0.9009165702892681,0.9009165702892681,265.0
19,0.8615580457761043,0.8615580457761043,294.0
20,0.677459787361324,0.677459787361324,340.0
21,0.7947997501323316,0.7947997501323316,286.0
22,0.5919076986730751,0.5919076986730751,175.0
23,0.2578991100657084,0.2578991100657084,301.0
24,0.8908992621119505,0.8908992621119505,321.0
25,0.0383171603921435,0.0383171603921435,242.0
26,0.6106912640592894,0.6106912640592894,392.0
27,0.5938202678688198,0.5938202678688198,367.0
28,0.5790001668545619,0.5790001668545619,378.0
29,0.6586679285738801,0.6586679285738801,190.0
30,0.41970368206029796,0.41970368206029796,248.0
31,0.5835248887215381,0.5835248887215381,381.0
32,0.9689162009569146,0.9689162009569146,211.0
33,0.8011749571640354,0.8011749571640354,141.0
34,0.3384284091060039,0.3384284091060039,184.0
35,0.48969546623800064,0.48969546623800064,308.0
36,0.6384925743599992,0.6384925743599992,202.0
37,0.35635410921403565,0.35635410921403565,333.0
38,0.6164019307877036,0.6164019307877036,306.0
39,0.4675291106462338,0.4675291106462338,318.0
40,0.03368280814624569,0.03368280814624569,360.0
41,0.7955581769039115,0.7955581769039115,229.0
42,0.7238637425455272,0.7238637425455272,213.0
43,0.5242938440905112,0.5242938440905112,309.0
44,0.08510317122084476,0.08510317122084476,369.0
45,0.30493984157473153,0.30493984157473153,346.0
46,0.16904781547366854,0.16904781547366854,389.0
47,0.6178445430847448,0.6178445430847448,142.0
48,0.7287865308913717,0.7287865308913717,177.0
49,0.6939754586828599,0.6939754586828599,175.0
50,0.9482638439289466,0.9482638439289466,248.0
51,0.06794315174334287,0.06794315174334287,283.0
52,0.9923155163116657,0.9923155163116657,369.0
53,0.18635294084333065,0.18635294084333065,352.0
54,0.03110831491042676,0.03110831491042676,358.0
55,0.07176698384228364,0.07176698384228364,335.0
56,0.8561713979319461,0.8561713979319461,217.0
57,0.7707503412911858,0.7707503412911858,266.0
58,0.6836688526193442,0.6836688526193442,393.0
59,0.7219289114189136,0.7219289114189136,143.0
60,0.8006549366127433,0.8006549366127433,220.0
61,0.44731605566371524,0.44731605566371524,309.0
62,0.5615797340011417,0.5615797340011417,268.0
63,0.8046696676471581,0.8046696676471581,384.0
64,0.835345930247813,0.835345930247813,175.0
65,0.019021420668336342,0.019021420668336342,190.0
66,0.08618077720789064,0.08618077720789064,162.0
67,0.17174489978864238,0.17174489978864238,213.0
68,0.1213708202296151,0.1213708202296151,217.0
69,0.6843932167478934,0.6843932167478934,334.0
70,0.03189983095527049,0.03189983095527049,330.0
71,0.5367515474810287,0.5367515474810287,391.0
72,0.2552297383674791,0.2552297383674791,185.0
73,0.0640344268968811,0.0640344268968811,181.0
74,0.25993446494251415,0.25993446494251415,180.0
75,0.6940807282464614,0.6940807282464614,242.0
76,0.09133846667901313,0.09133846667901313,202.0
77,0.5821010264259339,0.5821010264259339,387.0
78,0.714247103983898,0.714247103983898,309.0
79,0.9026415827934191,0.9026415827934191,316.0
80,0.9876874455624911,0.9876874455624911,187.0
81,0.8977005965465352,0.8977005965465352,226.0
82,0.07365169470638411,0.07365169470638411,151.0
83,0.2945988157155013,0.2945988157155013,371.0
84,0.8070067109264047,0.8070067109264047,140.0
85,0.2927541613365523,0.2927541613365523,263.0
86,0.9022470652661343,0.9022470652661343,192.0
87,0.6971070810143596,0.6971070810143596,386.0
88,0.025333237985298407,0.025333237985298407,189.0
89,0.04827461431661928,0.04827461431661928,179.0
90,0.465324668679747,0.465324668679747,401.0
91,0.12808841133253357,0.12808841133253357,396.0
92,0.22527387297377466,0.22527387297377466,222.0
93,0.0003061906190873209,0.0003061906190873209,383.0
94,0.07842321187392964,0.07842321187392964,380.0
95,0.92595607426598,0.92595607426598,343.0
96,0.020133651726662594,0.020133651726662594,346.0
97,0.29681892420841804,0.29681892420841804,143.0
98,0.6593025975009545,0.6593025975009545,267.0
99,0.017598524155684858,0.017598524155684858,315.0
100,0.26779756774023866,0.26779756774023866,320.0
101,0.055951123336402064,0.055951123336402064,263.0
102,0.8532438884390585,0.8532438884390585,315.0
103,0.013128348553114177,0.013128348553114177,300.0
104,0.9888362607216827,0.9888362607216827,180.0
105,0.1554851074717758,0.1554851074717758,230.0
106,0.3147132129097081,0.3147132129097081,334.0
107,0.17674096291655172,0.17674096291655172,254.0
108,0.7721560616341838,0.7721560616341838,379.0
109,0.3953721790043645,0.3953721790043645,283.0
110,0.3203523083863724,0.3203523083863724,340.0
111,0.3336344492426466,0.3336344492426466,212.0
112,0.6071514383293581,0.6071514383293581,234.0
113,0.4981953595201336,0.4981953595201336,368.0
114,0.16290771492859157,0.16290771492859157,254.0
115,0.39667394544620893,0.39667394544620893,253.0
116,0.6839703181301886,0.6839703181301886,222.0
117,0.40123856252287826,0.40123856252287826,153.0
118,0.859439049762043,0.859439049762043,161.0
119,0.9907837718442032,0.9907837718442032,377.0
120,0.6085176279683169,0.6085176279683169,299.0
121,0.07792864593079618,0.07792864593079618,223.0
122,0.23612068098736771,0.23612068098736771,150.0
123,0.7391663323364688,0.7391663323364688,305.0
124,0.704155416320354,0.704155416320354,299.0
125,0.44089008666956264,0.44089008666956264,190.0
126,0.1896359855119174,0.1896359855119174,373.0
127,0.9754885398955222,0.9754885398955222,403.0
128,0.6739537450818462,0.6739537450818462,233.0
129,0.35236155972168315,0.35236155972168315,206.0
130,0.5956763263201612,0.5956763263201612,364.0
131,0.26975176120921596,0.26975176120921596,318.0
132,0.6269137428144025,0.6269137428144025,205.0
133,0.7368904389355133,0.7368904389355133,242.0
134,0.8040745471692212,0.8040745471692212,323.0
135,0.020843378274362,0.020843378274362,296.0
136,0.18330549472153712,0.18330549472153712,323.0
137,0.6493571614157543,0.6493571614157543,297.0
138,0.6423960685090653,0.6423960685090653,394.0
139,0.279272097878982,0.279272097878982,271.0
140,0.14945929888715015,0.14945929888715015,154.0
141,0.021158871262751733,0.021158871262751733,296.0
142,0.44902951676968206,0.44902951676968206,267.0
143,0.6957512412962752,0.6957512412962752,203.0
144,0.7977164529602732,0.7977164529602732,137.0
145,0.3451821727041027,0.3451821727041027,398.0
146,0.9523475644683084,0.9523475644683084,351.0
147,0.178829833176382,0.178829833176382,381.0
148,0.03010577183567431,0.03010577183567431,409.0
149,0.09374007678729002,0.09374007678729002,373.0
150,0.05186118699996767,0.05186118699996767,268.0
151,0.39384014621191543,0.39384014621191543,405.0
152,0.9994042714354561,0.9994042714354561,282.0
153,0.8027293156228141,0.8027293156228141,178.0
154,0.3686198858967331,0.3686198858967331,321.0
155,0.650552494406835,0.650552494406835,338.0
156,0.9229101294622202,0.9229101294622202,328.0
157,0.8166678480423895,0.8166678480423895,233.0
158,0.5451172786832947,0.5451172786832947,335.0
159,0.7795567269945389,0.7795567269945389,163.0
160,0.5401434313107081,0.5401434313107081,393.0
161,0.9082508283931305,0.9082508283931305,205.0
162,0.5829873263192042,0.5829873263192042,255.0
163,0.47804728013338127,0.47804728013338127,269.0
164,0.22832893127531873,0.22832893127531873,278.0
165,0.7219450250929291,0.7219450250929291,368.0
166,0.34642740828427643,0.34642740828427643,320.0
167,0.07199152104632156,0.07199152104632156,152.0
168,0.48110128695028753,0.48110128695028753,201.0
169,0.4989596524285205,0.4989596524285205,325.0
170,0.5615918118599244,0.5615918118599244,375.0
171,0.738382976648206,0.738382976648206,342.0
172,0.7047959741328138,0.7047959741328138,255.0
173,0.1158714187403731,0.1158714187403731,246.0
174,0.7278285079373976,0.7278285079373976,187.0
175,0.050896361177485305,0.050896361177485305,156.0
176,0.9990436119336683,0.9990436119336683,267.0
177,0.483884297176967,0.483884297176967,388.0
178,0.7035424238896348,0.7035424238896348,163.0
179,0.029813748706110532,0.029813748706110532,223.0
180,0.1787573371354736,0.1787573371354736,292.0
181,0.17884727484419338,0.17884727484419338,164.0
182,0.0011043159354728882,0.0011043159354728882,301.0
183,0.5272372252811428,0.5272372252811428,211.0
184,0.24836486990923423,0.24836486990923423,356.0
185,0.7835435419744059,0.7835435419744059,200.0
186,0.3380356293125977,0.3380356293125977,307.0
