commodity,quantity
1,8
2,2
3,9
4,4
5,3
6,6
7,6
8,6
9,4
10,7
11,9
12,10
13,6
14,5
15,5
16,4
17,6
18,5
19,6
20,8
21,1
22,9
23,8
24,9
25,7
26,1
27,9
28,6
29,8
30,2
31,4
32,9
33,4
34,2
35,8
36,10
37,4
38,7
39,2
40,8
41,4
42,3
43,7
44,8
45,10
46,10
47,5
48,3
49,9
50,9
51,3
52,3
53,3
54,10
55,8
56,8
57,10
58,2
59,1
60,8
61,6
62,5
63,9
64,2
65,5
66,5
67,4
68,7
69,8
70,3
71,1
72,9
73,8
74,5
75,5
76,2
77,4
78,5
79,5
80,8
81,2
82,10
83,6
84,10
85,10
86,5
87,8
88,5
89,10
90,10
91,6
92,4
93,1
94,6
95,8
96,6
97,3
98,7
99,3
100,3
101,9
102,2
103,7
104,3
105,7
106,4
107,6
108,10
109,9
110,3
111,1
112,9
113,10
114,5
115,5
116,3
117,10
118,8
119,7
120,5
121,8
122,8
123,8
124,3
125,3
126,1
127,8
128,7
129,10
130,9
131,6
132,5
133,9
134,8
135,5
136,9
137,9
138,2
139,5
140,6
141,7
142,5
143,1
144,10
145,1
146,1
147,4
148,1
149,9
150,5
151,8
152,9
153,2
154,2
155,1
156,5
157,9
158,3
159,2
160,3
161,9
162,4
163,7
164,3
165,6
166,1
167,6
168,5
169,3
170,10
171,1
172,8
173,5
174,4
175,5
176,3
177,6
178,6
179,10
180,5
181,8
182,7
183,3
184,10
185,6
186,9
187,6
188,7
189,7
190,6
191,10
192,10
193,10
194,4
195,3
196,4
197,10
198,9
199,10
200,3
201,3
202,8
203,9
204,3
205,3
206,9
207,10
208,2
209,9
210,7
211,1
212,8
213,9
214,4
215,6
216,9
217,8
218,5
219,9
220,6
221,5
222,8
223,9
224,8
225,7
226,3
227,9
228,10
229,1
230,9
231,10
232,2
233,5
234,1
235,3
236,3
237,10
238,3
239,7
240,3
241,7
242,8
243,7
244,3
245,7
246,5
247,7
248,2
249,5
250,8
251,2
252,10
253,4
254,4
255,4
256,5
257,10
258,7
259,5
260,1
261,1
262,7
263,9
264,10
265,8
266,5
267,3
268,3
269,1
270,7
271,4
272,6
273,2
274,2
275,10
276,9
277,3
278,3
279,9
280,7
281,7
282,4
283,4
284,6
285,4
286,8
287,3
288,8
289,2
290,10
291,2
292,7
293,9
294,2
295,2
296,4
297,4
298,2
299,1
300,8
301,5
302,8
303,9
304,8
305,7
306,2
307,5
308,8
309,2
310,7
311,2
312,9
313,9
314,4
315,9
316,5
317,9
318,5
319,3
320,2
321,10
322,3
323,9
324,6
325,9
326,9
327,9
328,8
329,5
330,1
331,4
332,10
333,2
334,8
335,9
336,9
337,1
338,10
339,7
340,6
341,10
342,1
343,4
344,7
345,6
346,3
347,7
348,5
349,3
350,10
351,10
352,1
353,2
354,10
355,1
356,2
357,4
358,1
359,5
360,6
361,4
362,5
363,9
364,5
365,1
366,7
367,1
368,3
369,7
370,10
371,5
372,10
373,2
374,4
375,2
376,7
377,1
378,5
379,2
380,4
381,1
382,6
383,2
384,9
385,9
386,6
387,1
388,4
389,4
390,10
391,1
392,6
393,3
394,4
395,8
396,7
397,9
398,4
399,3
400,4
