commodity,quantity
1,2
2,3
3,2
4,3
5,7
6,9
7,10
8,2
9,5
10,5
11,9
12,1
13,5
14,6
15,5
16,9
17,9
18,10
19,9
20,5
21,3
22,1
23,7
24,9
25,5
26,6
27,3
28,8
29,10
30,9
31,7
32,3
33,6
34,8
35,2
36,9
37,5
38,7
39,8
40,3
41,2
42,4
43,2
44,2
45,10
46,10
47,10
48,6
49,5
50,7
51,7
52,6
53,7
54,8
55,6
56,1
57,1
58,3
59,2
60,1
61,3
62,9
63,2
64,3
65,3
66,2
67,4
68,1
69,9
70,6
71,4
72,8
73,3
74,1
75,1
76,7
77,1
78,2
79,9
80,1
81,6
82,3
83,2
84,5
85,9
86,10
87,5
88,7
89,4
90,2
91,7
92,9
93,3
94,8
95,3
96,10
97,6
98,4
99,10
100,3
101,2
102,1
103,4
104,5
105,3
106,5
107,9
108,1
109,5
110,9
111,1
112,8
113,6
114,5
115,7
116,10
117,9
118,4
119,6
120,9
121,5
122,5
123,9
124,1
125,5
126,4
127,10
128,4
129,1
130,8
131,9
132,3
133,4
134,10
135,7
136,3
137,7
138,1
139,2
140,3
141,3
142,10
143,8
144,6
145,5
146,6
147,3
148,5
149,6
150,9
151,5
152,4
153,4
154,2
155,5
156,7
157,3
158,1
159,6
160,10
161,7
162,5
163,5
164,7
165,4
166,3
167,5
168,5
169,4
170,10
171,5
172,9
173,9
174,4
175,7
176,1
177,10
178,7
179,6
180,8
181,1
182,6
183,4
184,7
185,1
186,7
187,10
188,4
189,8
190,3
191,2
192,6
193,4
194,8
195,1
196,10
197,8
198,7
199,10
200,4
201,10
202,3
203,9
204,8
205,8
206,3
207,5
208,7
209,5
210,4
211,4
212,7
213,10
214,7
215,2
216,10
217,2
218,8
219,6
220,3
221,6
222,2
223,2
224,3
225,1
226,7
227,2
228,9
229,6
230,10
231,9
232,5
233,7
234,7
235,3
236,1
237,10
238,5
239,9
240,10
241,9
242,2
243,8
244,8
245,10
246,3
247,10
248,2
249,7
250,9
251,9
252,10
253,4
254,4
255,2
256,6
257,5
258,9
259,6
260,6
261,5
262,2
263,8
264,2
265,3
266,10
267,5
268,6
269,2
270,6
271,5
272,4
273,1
274,2
275,10
276,10
277,8
278,3
279,7
280,9
281,10
282,6
283,9
284,10
285,6
286,3
287,4
288,2
289,8
290,6
291,1
292,9
293,2
294,8
295,2
296,6
297,4
298,8
299,6
300,9
301,5
302,9
303,2
304,9
305,10
306,9
307,9
308,1
309,10
310,6
311,4
312,6
313,7
314,4
315,3
316,6
317,2
318,9
319,4
320,2
321,7
322,7
323,3
324,5
325,9
326,6
327,9
328,1
329,5
330,5
331,4
332,9
333,4
334,7
335,7
336,6
337,8
338,5
339,3
340,7
341,10
342,8
343,8
344,10
345,7
346,7
347,2
348,8
349,6
350,2
351,9
352,8
353,6
354,3
355,8
356,2
357,8
358,6
359,3
360,6
361,7
362,3
363,5
364,2
365,2
366,9
367,2
368,5
369,8
370,6
371,4
372,8
373,5
374,10
375,7
376,9
377,1
378,1
379,3
380,2
381,1
382,2
383,4
384,5
385,10
386,3
387,3
388,10
389,9
390,2
391,6
392,3
393,8
394,3
395,2
396,3
397,1
398,9
399,5
400,8
