arc,originnode,destinationnode,capacity
1,1,75,108.0
2,1,99,86.0
3,1,124,118.0
4,1,142,91.0
5,1,191,47.0
6,1,380,121.0
7,1,470,63.0
8,1,481,85.0
9,1,515,117.0
10,2,248,48.0
11,2,300,120.0
12,2,386,47.0
13,2,556,116.0
14,3,95,76.0
15,3,125,109.0
16,3,201,120.0
17,3,409,121.0
18,4,113,60.0
19,4,159,83.0
20,4,427,55.0
21,4,576,77.0
22,5,6,62.0
23,5,131,96.0
24,5,189,99.0
25,5,252,104.0
26,5,289,106.0
27,5,399,97.0
28,5,443,58.0
29,5,527,110.0
30,5,542,97.0
31,6,5,57.0
32,6,131,118.0
33,6,252,111.0
34,6,443,41.0
35,6,527,53.0
36,6,542,67.0
37,7,32,102.0
38,7,54,84.0
39,7,80,101.0
40,7,86,42.0
41,7,114,74.0
42,7,156,54.0
43,7,161,52.0
44,7,313,77.0
45,7,500,104.0
46,7,543,90.0
47,7,547,68.0
48,7,551,40.0
49,7,575,87.0
50,8,68,82.0
51,8,247,52.0
52,8,362,81.0
53,8,393,112.0
54,8,473,104.0
55,8,503,50.0
56,9,97,53.0
57,9,330,103.0
58,10,262,102.0
59,10,334,69.0
60,10,372,109.0
61,10,472,41.0
62,10,482,94.0
63,10,483,112.0
64,10,485,77.0
65,10,492,44.0
66,10,533,45.0
67,10,584,96.0
68,10,599,57.0
69,11,348,41.0
70,11,431,105.0
71,11,434,95.0
72,11,532,41.0
73,11,552,43.0
74,12,233,117.0
75,12,331,116.0
76,12,368,65.0
77,12,374,70.0
78,12,449,74.0
79,12,463,108.0
80,12,497,94.0
81,13,29,83.0
82,13,200,116.0
83,13,225,52.0
84,13,245,93.0
85,13,479,56.0
86,13,529,57.0
87,14,34,93.0
88,14,141,65.0
89,14,167,43.0
90,14,258,50.0
91,14,416,95.0
92,15,40,80.0
93,15,217,115.0
94,15,273,82.0
95,15,356,80.0
96,15,365,115.0
97,15,421,112.0
98,15,544,82.0
99,16,220,119.0
100,16,332,104.0
101,16,451,114.0
102,16,563,63.0
103,17,105,100.0
104,17,286,49.0
105,17,412,87.0
106,18,269,109.0
107,18,276,113.0
108,18,370,77.0
109,18,474,62.0
110,19,124,92.0
111,19,210,62.0
112,19,319,71.0
113,19,456,43.0
114,19,470,103.0
115,19,534,97.0
116,20,140,77.0
117,20,184,48.0
118,20,204,108.0
119,20,338,76.0
120,20,423,46.0
121,20,549,59.0
122,20,598,98.0
123,21,224,41.0
124,21,511,113.0
125,21,586,109.0
126,22,26,107.0
127,22,266,63.0
128,22,378,51.0
129,22,391,85.0
130,22,550,108.0
131,23,124,69.0
132,23,172,49.0
133,23,402,106.0
134,23,515,49.0
135,23,566,110.0
136,24,149,119.0
137,24,205,111.0
138,24,425,109.0
139,25,115,74.0
140,25,314,89.0
141,25,437,46.0
142,26,22,77.0
143,26,218,93.0
144,26,241,104.0
145,26,266,116.0
146,26,378,103.0
147,26,438,58.0
148,26,454,102.0
149,26,550,112.0
150,27,73,87.0
151,27,293,49.0
152,27,356,64.0
153,27,544,96.0
154,27,570,78.0
155,28,89,65.0
156,28,145,102.0
157,28,208,99.0
158,28,347,73.0
159,28,367,114.0
160,28,526,73.0
161,28,588,115.0
162,29,13,56.0
163,29,116,69.0
164,29,200,61.0
165,29,225,47.0
166,29,331,89.0
167,29,349,60.0
168,29,491,56.0
169,30,277,42.0
170,30,396,69.0
171,30,466,114.0
172,30,471,63.0
173,30,501,120.0
174,30,553,73.0
175,31,227,51.0
176,31,281,107.0
177,31,441,77.0
178,31,475,85.0
179,32,7,47.0
180,32,49,56.0
181,32,54,45.0
182,32,80,41.0
183,32,114,46.0
184,32,161,103.0
185,32,295,51.0
186,32,360,105.0
187,32,382,99.0
188,32,545,53.0
189,32,547,62.0
190,32,551,59.0
191,32,560,50.0
192,33,90,119.0
193,33,193,112.0
194,33,237,104.0
195,33,274,68.0
196,33,302,103.0
197,33,317,120.0
198,34,14,57.0
199,34,141,62.0
200,34,167,67.0
201,34,178,108.0
202,34,258,86.0
203,34,336,74.0
204,34,416,75.0
205,35,57,87.0
206,35,298,111.0
207,35,495,87.0
208,36,598,109.0
209,37,62,60.0
210,37,125,78.0
211,37,201,62.0
212,37,311,109.0
213,38,51,110.0
214,38,133,46.0
215,38,151,69.0
216,38,330,50.0
217,39,100,120.0
218,39,195,117.0
219,39,461,51.0
220,39,490,111.0
221,40,15,99.0
222,40,172,68.0
223,40,230,47.0
224,40,273,94.0
225,40,402,80.0
226,40,421,101.0
227,40,445,67.0
228,40,515,114.0
229,41,48,66.0
230,41,143,88.0
231,41,290,115.0
232,41,310,78.0
233,41,346,87.0
234,41,364,77.0
235,41,400,103.0
236,41,582,101.0
237,42,120,90.0
238,42,135,86.0
239,42,206,52.0
240,42,254,121.0
241,42,275,52.0
242,42,320,87.0
243,42,357,50.0
244,42,394,96.0
245,42,504,106.0
246,43,84,52.0
247,43,367,49.0
248,43,383,88.0
249,43,537,68.0
250,43,578,41.0
251,44,260,115.0
252,44,377,108.0
253,44,535,106.0
254,44,585,86.0
255,45,162,45.0
256,45,193,118.0
257,45,452,72.0
258,46,58,117.0
259,46,77,60.0
260,46,171,80.0
261,46,207,87.0
262,46,318,41.0
263,47,49,93.0
264,47,114,111.0
265,47,161,61.0
266,47,238,48.0
267,47,315,116.0
268,47,366,45.0
269,47,560,74.0
270,47,581,100.0
271,48,41,115.0
272,48,143,61.0
273,48,144,65.0
274,48,290,61.0
275,48,346,47.0
276,48,364,91.0
277,48,400,43.0
278,49,32,80.0
279,49,47,90.0
280,49,161,113.0
281,49,191,78.0
282,49,315,78.0
283,49,360,89.0
284,49,481,43.0
285,49,560,103.0
286,50,73,44.0
287,50,166,94.0
288,50,293,55.0
289,50,430,112.0
290,50,536,89.0
291,51,38,80.0
292,51,133,116.0
293,51,522,78.0
294,51,538,117.0
295,52,93,50.0
296,52,178,51.0
297,52,184,72.0
298,52,235,65.0
299,52,282,62.0
300,52,329,80.0
301,52,403,113.0
302,52,530,57.0
303,52,549,66.0
304,52,590,42.0
305,53,65,74.0
306,53,101,107.0
307,53,102,120.0
308,53,137,66.0
309,53,198,107.0
310,53,373,115.0
311,53,546,89.0
312,53,580,119.0
313,54,7,66.0
314,54,32,65.0
315,54,80,102.0
316,54,114,78.0
317,54,161,116.0
318,54,295,71.0
319,54,382,80.0
320,54,547,85.0
321,54,551,72.0
322,54,560,59.0
323,55,176,61.0
324,55,250,87.0
325,55,261,55.0
326,55,272,71.0
327,55,369,114.0
328,55,426,79.0
329,56,98,46.0
330,56,450,49.0
331,56,465,108.0
332,56,520,64.0
333,56,568,117.0
334,57,35,97.0
335,57,91,61.0
336,57,316,66.0
337,57,488,118.0
338,57,495,105.0
339,58,46,96.0
340,58,77,55.0
341,58,79,96.0
342,58,171,92.0
343,58,207,61.0
344,58,296,108.0
345,58,318,91.0
346,59,87,49.0
347,59,92,99.0
348,59,108,80.0
349,59,221,105.0
350,59,264,91.0
351,59,316,96.0
352,59,558,88.0
353,59,600,81.0
354,60,224,115.0
355,60,301,88.0
356,60,339,44.0
357,60,410,62.0
358,60,498,104.0
359,61,74,61.0
360,61,176,95.0
361,61,254,103.0
362,61,259,101.0
363,61,415,93.0
364,61,426,90.0
365,61,486,97.0
366,62,37,52.0
367,63,69,85.0
368,63,200,121.0
369,63,479,71.0
370,63,509,82.0
371,63,529,78.0
372,63,570,107.0
373,64,130,61.0
374,64,294,62.0
375,64,337,86.0
376,64,447,93.0
377,64,519,99.0
378,64,531,46.0
379,64,597,42.0
380,65,53,80.0
381,65,101,56.0
382,65,102,85.0
383,65,355,69.0
384,65,546,115.0
385,66,106,70.0
386,66,294,117.0
387,66,395,113.0
388,66,510,47.0
389,66,597,90.0
390,67,121,97.0
391,67,403,50.0
392,67,561,52.0
393,67,565,108.0
394,67,590,83.0
395,68,8,80.0
396,68,247,68.0
397,68,393,45.0
398,68,405,49.0
399,68,473,52.0
400,69,63,94.0
401,69,123,98.0
402,69,234,68.0
403,69,308,72.0
404,69,509,74.0
405,69,525,115.0
406,69,570,117.0
407,70,270,69.0
408,70,291,65.0
409,70,379,87.0
410,70,419,112.0
411,70,476,73.0
412,70,595,69.0
413,71,136,105.0
414,71,343,106.0
415,71,453,43.0
416,72,373,120.0
417,72,463,62.0
418,72,580,64.0
419,73,27,43.0
420,73,50,72.0
421,73,166,100.0
422,73,293,44.0
423,73,430,70.0
424,73,570,42.0
425,74,61,53.0
426,74,175,93.0
427,74,259,98.0
428,74,415,80.0
429,74,460,51.0
430,74,486,49.0
431,74,505,98.0
432,75,1,110.0
433,75,99,104.0
434,75,142,80.0
435,75,300,88.0
436,75,315,87.0
437,75,380,64.0
438,75,591,77.0
439,76,269,86.0
440,76,276,90.0
441,76,322,65.0
442,76,413,117.0
443,76,559,53.0
444,76,583,111.0
445,77,46,98.0
446,77,58,115.0
447,77,171,113.0
448,77,207,98.0
449,77,296,50.0
450,77,318,81.0
451,78,96,84.0
452,78,175,65.0
453,78,389,55.0
454,78,415,119.0
455,78,446,51.0
456,79,58,106.0
457,79,296,55.0
458,79,303,41.0
459,79,555,60.0
460,80,7,107.0
461,80,32,74.0
462,80,54,50.0
463,80,156,101.0
464,80,313,105.0
465,80,382,78.0
466,80,480,80.0
467,80,547,114.0
468,80,551,79.0
469,80,575,42.0
470,81,133,90.0
471,81,148,116.0
472,81,289,65.0
473,81,522,42.0
474,81,538,84.0
475,81,540,41.0
476,81,554,114.0
477,82,134,83.0
478,82,146,43.0
479,82,158,105.0
480,82,197,97.0
481,82,312,107.0
482,82,434,59.0
483,82,564,102.0
484,83,122,65.0
485,83,135,97.0
486,83,227,100.0
487,83,407,111.0
488,83,422,113.0
489,83,441,97.0
490,83,457,48.0
491,84,43,80.0
492,84,94,98.0
493,84,531,42.0
494,85,203,41.0
495,85,596,52.0
496,86,7,111.0
497,86,156,119.0
498,86,500,81.0
499,86,543,57.0
500,86,575,42.0
501,86,587,87.0
502,87,59,100.0
503,87,92,55.0
504,87,108,81.0
505,87,215,48.0
506,87,221,48.0
507,87,267,42.0
508,87,558,120.0
509,87,600,115.0
510,88,157,117.0
511,88,361,97.0
512,88,379,120.0
513,88,419,104.0
514,88,455,111.0
515,88,476,98.0
516,88,595,86.0
517,89,28,109.0
518,89,322,120.0
519,89,367,110.0
520,89,452,118.0
521,89,526,120.0
522,89,588,91.0
523,90,33,88.0
524,90,237,68.0
525,90,302,65.0
526,90,317,94.0
527,90,390,101.0
528,90,567,94.0
529,91,57,118.0
530,91,316,44.0
531,91,488,47.0
532,91,495,97.0
533,91,514,56.0
534,92,59,95.0
535,92,87,85.0
536,92,221,61.0
537,92,267,87.0
538,92,316,59.0
539,92,460,62.0
540,92,514,43.0
541,92,558,99.0
542,93,52,58.0
543,93,167,58.0
544,93,178,99.0
545,93,329,94.0
546,93,336,69.0
547,93,416,62.0
548,93,433,91.0
549,93,530,83.0
550,93,590,56.0
551,94,84,96.0
552,94,134,108.0
553,94,182,45.0
554,94,418,111.0
555,94,484,74.0
556,94,531,67.0
557,95,3,53.0
558,95,118,80.0
559,95,125,59.0
560,95,304,99.0
561,95,409,53.0
562,95,563,104.0
563,96,78,105.0
564,96,401,112.0
565,96,446,51.0
566,96,466,67.0
567,96,471,74.0
568,97,9,92.0
569,97,330,81.0
570,97,458,89.0
571,97,540,110.0
572,97,548,118.0
573,97,554,62.0
574,98,56,90.0
575,98,154,106.0
576,98,165,97.0
577,98,202,117.0
578,98,450,65.0
579,98,465,46.0
580,98,499,47.0
581,98,520,55.0
582,98,568,90.0
583,99,1,53.0
584,99,75,62.0
585,99,124,74.0
586,99,191,110.0
587,99,319,102.0
588,99,380,118.0
589,99,470,89.0
590,99,481,58.0
591,100,39,107.0
592,100,138,63.0
593,100,195,41.0
594,100,284,97.0
595,100,297,96.0
596,100,376,47.0
597,100,461,83.0
598,100,572,96.0
599,101,53,77.0
600,101,65,79.0
601,101,102,74.0
602,101,137,92.0
603,101,198,95.0
604,101,346,120.0
605,101,400,110.0
606,101,546,43.0
607,101,582,88.0
608,102,53,72.0
