node,x_coord,y_coord,capacity
1,0.33559428274972647,0.33559428274972647,433.0
2,0.7753227926941068,0.7753227926941068,567.0
3,0.6421456420509217,0.6421456420509217,598.0
4,0.5287246086122069,0.5287246086122069,412.0
5,0.15182168644211258,0.15182168644211258,406.0
6,0.3301823751452543,0.3301823751452543,595.0
7,0.7737535182054613,0.7737535182054613,828.0
8,0.46311108490706177,0.46311108490706177,382.0
9,0.9009231577810425,0.9009231577810425,682.0
10,0.6229249208575235,0.6229249208575235,693.0
11,0.002201714969643609,0.002201714969643609,624.0
12,0.8458946437853713,0.8458946437853713,731.0
13,0.5231512109330535,0.5231512109330535,726.0
14,0.05848450212467271,0.05848450212467271,850.0
15,0.17161255910471784,0.17161255910471784,430.0
16,0.9669417256454554,0.9669417256454554,669.0
17,0.3636329650770579,0.3636329650770579,367.0
18,0.7220866346182826,0.7220866346182826,777.0
19,0.24566381503309487,0.24566381503309487,467.0
20,0.5688676763678471,0.5688676763678471,769.0
21,0.35488362539291773,0.35488362539291773,346.0
22,0.871967203354162,0.871967203354162,700.0
23,0.6493589968684614,0.6493589968684614,900.0
24,0.9107366633782623,0.9107366633782623,442.0
25,0.4254047434122955,0.4254047434122955,669.0
26,0.21121188364270704,0.21121188364270704,590.0
27,0.7231509383951639,0.7231509383951639,356.0
28,0.09803549551747925,0.09803549551747925,701.0
29,0.4912485505421742,0.4912485505421742,821.0
30,0.1762444910742702,0.1762444910742702,505.0
31,0.24208760206778057,0.24208760206778057,614.0
32,0.45715873731572954,0.45715873731572954,623.0
33,0.1521184033349846,0.1521184033349846,537.0
34,0.4367531240525965,0.4367531240525965,783.0
35,0.7167895559585546,0.7167895559585546,445.0
36,0.817363138323334,0.817363138323334,361.0
37,0.177720370089527,0.177720370089527,316.0
38,0.0892394940533987,0.0892394940533987,709.0
39,0.7466010650989418,0.7466010650989418,875.0
40,0.25990744944898225,0.25990744944898225,353.0
41,0.6840305465586728,0.6840305465586728,619.0
42,0.6202630481300941,0.6202630481300941,651.0
43,0.19039672528924412,0.19039672528924412,407.0
44,0.6781182338146496,0.6781182338146496,731.0
45,0.055013051825931414,0.055013051825931414,859.0
46,0.906780141714135,0.906780141714135,784.0
47,0.8854800209223053,0.8854800209223053,591.0
48,0.8289506259658109,0.8289506259658109,744.0
49,0.30940353915862884,0.30940353915862884,422.0
50,0.105133364880858,0.105133364880858,753.0
51,0.3296067294647269,0.3296067294647269,504.0
52,0.9665124496484426,0.9665124496484426,317.0
53,0.08354939039846299,0.08354939039846299,386.0
54,0.752385308200483,0.752385308200483,377.0
55,0.0856180110021516,0.0856180110021516,546.0
56,0.09494578412649934,0.09494578412649934,368.0
57,0.3817222317152985,0.3817222317152985,710.0
58,0.24298896155462746,0.24298896155462746,500.0
59,0.0814672039265395,0.0814672039265395,423.0
60,0.2593771802883523,0.2593771802883523,497.0
61,0.5452812010644382,0.5452812010644382,582.0
62,0.8782548255606056,0.8782548255606056,565.0
63,0.28608383999833165,0.28608383999833165,790.0
64,0.7756514721693984,0.7756514721693984,446.0
65,0.7105031830313651,0.7105031830313651,580.0
66,0.983256489893756,0.983256489893756,811.0
67,0.06944575688710797,0.06944575688710797,572.0
68,0.6964199531962573,0.6964199531962573,483.0
69,0.4005236945937367,0.4005236945937367,903.0
70,0.16863580495863673,0.16863580495863673,452.0
71,0.29975928979885835,0.29975928979885835,769.0
72,0.35240046449853346,0.35240046449853346,546.0
73,0.16157410064551092,0.16157410064551092,784.0
74,0.6439708960046889,0.6439708960046889,692.0
75,0.9048668953990574,0.9048668953990574,683.0
76,0.424972871077406,0.424972871077406,442.0
77,0.885288368730944,0.885288368730944,723.0
78,0.3414606712573275,0.3414606712573275,703.0
79,0.7231020914644077,0.7231020914644077,402.0
80,0.9391851671788035,0.9391851671788035,825.0
81,0.23650795476966557,0.23650795476966557,894.0
82,0.5433822880101845,0.5433822880101845,885.0
83,0.6261459646865307,0.6261459646865307,660.0
84,0.25922825999384846,0.25922825999384846,313.0
85,0.8848159061182562,0.8848159061182562,823.0
86,0.5043603782883388,0.5043603782883388,597.0
87,0.7782890230324598,0.7782890230324598,325.0
88,0.6865785295074195,0.6865785295074195,463.0
89,0.13204149069432358,0.13204149069432358,845.0
90,0.8744544179929287,0.8744544179929287,749.0
91,0.20206587925843045,0.20206587925843045,763.0
92,0.6336684573607514,0.6336684573607514,689.0
93,0.8901713874458766,0.8901713874458766,841.0
94,0.7933561835566396,0.7933561835566396,789.0
95,0.15525434063757038,0.15525434063757038,559.0
