commodity,quantity
1,3
2,7
3,8
4,10
5,4
6,10
7,5
8,4
9,4
10,7
11,9
12,1
13,6
14,2
15,9
16,8
17,6
18,2
19,1
20,6
21,10
22,8
23,1
24,8
25,5
26,5
27,1
28,5
29,1
30,1
31,8
32,2
33,6
34,7
35,5
36,7
37,9
38,1
39,2
40,10
41,2
42,6
43,4
44,6
45,10
46,8
47,4
48,4
49,2
50,3
51,9
52,9
53,10
54,6
55,6
56,3
57,10
58,1
59,9
60,1
61,4
62,4
63,8
64,10
65,4
66,5
67,6
68,9
69,3
70,8
71,10
72,2
73,1
74,1
75,9
76,8
77,4
78,9
79,4
80,5
81,3
82,9
83,9
84,2
85,10
86,8
87,2
88,3
89,5
90,5
91,6
92,4
93,8
94,3
95,5
96,8
97,6
98,5
99,1
100,4
101,1
102,4
103,7
104,7
105,6
106,6
107,7
108,10
109,8
110,7
111,4
112,3
113,1
114,4
115,4
116,5
117,6
118,8
119,3
120,8
121,10
122,6
123,5
124,6
125,8
126,8
127,4
128,1
129,10
130,3
131,10
132,4
133,5
134,6
135,3
136,4
137,6
138,3
139,9
140,3
141,9
142,8
143,9
144,4
145,1
146,10
147,9
148,2
149,4
150,3
151,10
152,1
153,5
154,5
155,3
156,6
157,8
158,2
159,10
160,1
161,9
162,5
163,3
164,3
165,1
166,9
167,7
168,8
169,5
170,9
171,5
172,5
173,3
174,4
175,9
176,7
177,9
178,8
179,4
180,2
181,7
182,6
183,3
184,5
185,5
186,9
187,6
188,1
189,6
190,8
191,3
192,1
193,8
194,10
195,8
196,9
197,9
198,2
199,6
200,4
201,9
202,6
203,9
204,9
205,9
206,4
207,4
208,7
209,10
210,2
211,1
212,4
213,3
214,9
215,5
216,8
217,6
218,2
219,7
220,10
221,4
222,2
223,4
224,9
225,2
226,6
227,8
228,1
229,6
230,9
231,5
232,5
233,8
234,1
235,10
236,7
237,10
238,5
239,9
240,1
241,9
242,4
243,1
244,4
245,2
246,6
247,10
248,2
249,8
250,6
251,6
252,7
253,10
254,5
255,5
256,7
257,7
258,2
259,1
260,5
261,3
262,3
263,10
264,6
265,3
266,9
267,7
268,1
269,5
270,7
271,8
272,8
273,9
274,10
275,2
276,3
277,3
278,5
279,7
280,5
281,4
282,7
283,4
284,2
285,8
286,3
287,1
288,9
289,4
290,3
291,5
292,10
293,5
294,10
295,4
296,6
297,3
298,3
299,7
300,2
301,6
302,6
303,8
304,2
305,2
306,10
307,2
308,1
309,6
310,1
311,10
312,7
313,6
314,4
315,10
316,6
317,8
318,10
319,5
320,3
321,1
322,7
323,5
324,6
325,6
326,2
327,3
328,6
329,2
330,7
331,8
332,1
333,3
334,7
335,8
336,4
337,1
338,7
339,1
340,7
341,6
342,10
343,4
344,4
345,10
346,8
347,6
348,5
349,10
350,3
351,7
352,7
353,2
354,1
355,10
356,2
357,8
358,6
359,3
360,1
361,8
362,6
363,6
364,3
365,4
366,9
367,7
368,6
369,9
370,2
371,4
372,8
373,2
374,1
375,9
376,7
377,5
378,8
379,1
380,9
381,9
382,8
383,8
384,10
385,4
386,3
387,3
388,5
389,8
390,3
391,8
392,8
393,10
394,1
395,8
396,7
397,2
398,1
399,4
400,10
