commodity,quantity
1,10
2,4
3,5
4,8
5,7
6,5
7,5
8,9
9,6
10,9
11,10
12,8
13,8
14,4
15,10
16,9
17,7
18,10
19,3
20,4
21,8
22,2
23,9
24,8
25,4
26,1
27,1
28,6
29,4
30,3
31,6
32,2
33,3
34,7
35,3
36,4
37,7
38,10
39,8
40,2
41,9
42,10
43,3
44,9
45,1
46,1
47,10
48,7
49,5
50,7
51,10
52,8
53,8
54,1
55,1
56,6
57,1
58,9
59,9
60,8
61,6
62,1
63,7
64,8
65,1
66,1
67,9
68,9
69,8
70,2
71,5
72,4
73,7
74,8
75,8
76,6
77,3
78,7
79,5
80,9
81,4
82,7
83,8
84,1
85,9
86,6
87,4
88,3
89,6
90,3
91,9
92,7
93,2
94,2
95,10
96,1
97,10
98,3
99,10
100,5
101,3
102,5
103,8
104,10
105,10
106,4
107,10
108,9
109,7
110,1
111,10
112,9
113,8
114,8
115,4
116,5
117,5
118,8
119,2
120,2
121,7
122,9
123,7
124,4
125,1
126,2
127,1
128,3
129,8
130,4
131,7
132,7
133,8
134,9
135,3
136,4
137,6
138,1
139,5
140,5
141,3
142,4
143,5
144,5
145,4
146,8
147,1
148,8
149,3
150,8
151,7
152,5
153,1
154,2
155,6
156,7
157,6
158,2
159,7
160,10
161,1
162,6
163,8
164,3
165,1
166,10
167,2
168,4
169,7
170,10
171,2
172,2
173,9
174,5
175,10
176,10
177,6
178,1
179,8
180,8
181,8
182,8
183,1
184,7
185,8
186,1
187,1
188,3
189,2
190,1
191,3
192,3
193,5
194,10
195,6
196,3
197,1
198,7
199,7
200,6
201,7
202,3
203,8
204,2
205,1
206,10
207,3
208,9
209,6
210,4
211,8
212,1
213,2
214,8
215,6
216,7
217,7
218,3
219,8
220,10
221,6
222,4
223,3
224,6
225,8
226,3
227,3
228,9
229,6
230,3
231,4
232,3
233,9
234,10
235,4
236,7
237,6
238,9
239,4
240,1
241,8
242,10
243,1
244,2
245,9
246,10
247,3
248,5
249,6
250,3
251,1
252,8
253,5
254,5
255,1
256,2
257,3
258,5
259,4
260,7
261,8
262,4
263,6
264,10
265,2
266,4
267,3
268,4
269,9
270,10
271,2
272,3
273,2
274,4
275,6
276,7
277,1
278,5
279,6
280,8
281,2
282,1
283,5
284,7
285,4
286,6
287,5
288,4
289,6
290,9
291,3
292,10
293,5
294,4
295,6
296,8
297,5
298,7
299,4
300,1
301,2
302,9
303,6
304,10
305,9
306,9
307,3
308,4
309,7
310,7
311,10
312,1
313,3
314,9
315,4
316,6
317,10
318,6
319,9
320,8
321,7
322,3
323,10
324,2
325,4
326,9
327,9
328,3
329,9
330,10
331,5
332,3
333,3
334,1
335,8
336,3
337,1
338,2
339,8
340,2
341,10
342,3
343,1
344,4
345,4
346,6
347,5
348,3
349,2
350,4
351,1
352,3
353,2
354,2
355,4
356,9
357,8
358,4
359,6
360,6
361,5
362,3
363,2
364,1
365,8
366,7
367,2
368,5
369,9
370,8
371,5
372,7
373,2
374,5
375,7
376,9
377,2
378,9
379,4
380,8
381,9
382,1
383,3
384,5
385,5
386,1
387,1
388,3
389,8
390,9
391,2
392,7
393,4
394,4
395,2
396,9
397,9
398,5
399,10
400,1
