commodity,quantity
1,4
2,7
3,4
4,2
5,10
6,5
7,2
8,7
9,4
10,1
11,6
12,10
13,2
14,8
15,7
16,6
17,5
18,7
19,5
20,1
21,2
22,10
23,10
24,2
25,5
26,6
27,1
28,8
29,3
30,10
31,3
32,3
33,5
34,2
35,6
36,4
37,8
38,4
39,1
40,6
41,4
42,1
43,10
44,8
45,1
46,4
47,9
48,5
49,8
50,1
51,2
52,2
53,5
54,6
55,1
56,5
57,9
58,9
59,1
60,3
61,7
62,6
63,2
64,10
65,1
66,2
67,6
68,6
69,4
70,2
71,3
72,3
73,4
74,8
75,9
76,10
77,2
78,10
79,9
80,3
81,7
82,9
83,9
84,7
85,4
86,9
87,1
88,3
89,2
90,6
91,9
92,4
93,6
94,7
95,5
96,6
97,1
98,7
99,10
100,9
101,5
102,5
103,8
104,2
105,1
106,2
107,6
108,5
109,3
110,8
111,6
112,9
113,3
114,8
115,1
116,6
117,5
118,5
119,3
120,1
121,5
122,10
123,2
124,3
125,3
126,8
127,8
128,9
129,7
130,9
131,6
132,5
133,10
134,10
135,3
136,5
137,5
138,3
139,10
140,9
141,5
142,6
143,6
144,2
145,2
146,2
147,9
148,3
149,7
150,9
151,3
152,9
153,7
154,8
155,4
156,1
157,6
158,7
159,1
160,7
161,4
162,6
163,10
164,3
165,10
166,3
167,8
168,9
169,5
170,4
171,8
172,6
173,9
174,6
175,1
176,8
177,3
178,3
179,6
180,10
181,9
182,1
183,1
184,6
185,10
186,1
187,9
188,8
189,5
190,2
191,10
192,9
193,4
194,9
195,1
196,7
197,4
198,1
199,7
200,2
201,9
202,4
203,8
204,8
205,8
206,3
207,8
208,1
209,7
210,7
211,8
212,9
213,3
214,2
215,10
216,10
217,5
218,2
219,1
220,1
221,5
222,3
223,6
224,2
225,2
226,3
227,7
228,2
229,1
230,7
231,2
232,10
233,5
234,3
235,5
236,9
237,1
238,5
239,7
240,5
241,3
242,9
243,9
244,10
245,3
246,2
247,3
248,7
249,5
250,8
251,3
252,7
253,5
254,8
255,6
256,1
257,3
258,4
259,3
260,6
261,9
262,9
263,5
264,6
265,7
266,9
267,2
268,8
269,6
270,7
271,4
272,7
273,1
274,3
275,6
276,2
277,6
278,1
279,1
280,4
281,5
282,7
283,5
284,5
285,3
286,9
287,5
288,5
289,2
290,9
291,4
292,2
293,10
294,5
295,10
296,3
297,8
298,1
299,5
300,2
301,6
302,4
303,8
304,1
305,2
306,10
307,7
308,3
309,2
310,10
311,6
312,1
313,3
314,4
315,8
316,2
317,9
318,6
319,10
320,10
321,8
322,6
323,5
324,1
325,9
326,1
327,1
328,4
329,2
330,4
331,10
332,2
333,6
334,8
335,9
336,10
337,9
338,8
339,3
340,8
341,5
342,4
343,1
344,3
345,3
346,10
347,6
348,5
349,7
350,3
351,6
352,4
353,9
354,1
355,3
356,3
357,1
358,10
359,8
360,4
361,5
362,3
363,4
364,6
365,4
366,8
367,8
368,7
369,4
370,7
371,8
372,9
373,6
374,1
375,1
376,1
377,6
378,4
379,6
380,4
381,2
382,1
383,4
384,9
385,2
386,5
387,8
388,9
389,6
390,6
391,7
392,2
393,4
394,1
395,1
396,3
397,8
398,4
399,6
400,6
