commodity,quantity
1,6
2,5
3,7
4,1
5,6
6,3
7,2
8,4
9,9
10,8
11,3
12,7
13,5
14,5
15,2
16,5
17,8
18,10
19,6
20,10
21,3
22,4
23,2
24,6
25,7
26,9
27,5
28,3
29,2
30,10
31,7
32,4
33,10
34,9
35,4
36,6
37,10
38,9
39,6
40,4
41,1
42,9
43,4
44,3
45,8
46,7
47,5
48,4
49,10
50,6
51,6
52,3
53,1
54,1
55,7
56,5
57,3
58,1
59,7
60,6
61,8
62,5
63,6
64,7
65,9
66,1
67,1
68,6
69,9
70,9
71,8
72,10
73,1
74,1
75,4
76,8
77,9
78,5
79,9
80,7
81,4
82,5
83,10
84,8
85,4
86,5
87,5
88,7
89,10
90,5
91,6
92,9
93,7
94,2
95,10
96,4
97,7
98,2
99,6
100,3
101,10
102,6
103,7
104,7
105,2
106,9
107,8
108,3
109,10
110,7
111,3
112,10
113,10
114,8
115,2
116,1
117,10
118,10
119,3
120,2
121,2
122,4
123,3
124,8
125,3
126,10
127,8
128,7
129,5
130,4
131,8
132,9
133,7
134,10
135,2
136,2
137,9
138,8
139,8
140,1
141,10
142,1
143,3
144,7
145,7
146,9
147,4
148,6
149,3
150,4
151,3
152,8
153,7
154,8
155,9
156,2
157,3
158,6
159,10
160,10
161,5
162,9
163,3
164,4
165,1
166,7
167,3
168,3
169,1
170,8
171,10
172,3
173,4
174,1
175,9
176,9
177,8
178,2
179,1
180,1
181,10
182,7
183,8
184,8
185,7
186,2
187,10
188,5
189,2
190,7
191,10
192,6
193,6
194,6
195,7
196,9
197,8
198,5
199,8
200,10
201,10
202,4
203,6
204,5
205,3
206,10
207,8
208,8
209,5
210,3
211,1
212,3
213,9
214,7
215,5
216,4
217,5
218,2
219,10
220,2
221,9
222,1
223,8
224,3
225,1
226,10
227,2
228,7
229,9
230,6
231,1
232,4
233,1
234,1
235,9
236,6
237,6
238,7
239,3
240,4
241,3
242,10
243,8
244,9
245,8
246,5
247,4
248,6
249,4
250,10
251,5
252,1
253,10
254,5
255,8
256,4
257,3
258,10
259,9
260,5
261,2
262,3
263,9
264,6
265,4
266,3
267,7
268,7
269,4
270,9
271,6
272,5
273,3
274,10
275,1
276,4
277,1
278,9
279,7
280,6
281,4
282,7
283,4
284,7
285,10
286,8
287,8
288,10
289,7
290,1
291,8
292,3
293,3
294,8
295,10
296,3
297,3
298,6
299,7
300,3
301,6
302,1
303,8
304,3
305,3
306,2
307,3
308,1
309,10
310,6
311,4
312,6
313,9
314,10
315,1
316,5
317,2
318,2
319,6
320,7
321,1
322,7
323,1
324,6
325,2
326,2
327,7
328,3
329,3
330,10
331,7
332,3
333,4
334,1
335,1
336,2
337,6
338,3
339,9
340,9
341,2
342,2
343,9
344,8
345,8
346,2
347,9
348,5
349,1
350,7
351,2
352,2
353,4
354,4
355,10
356,7
357,6
358,4
359,5
360,7
361,4
362,1
363,7
364,2
365,4
366,4
367,6
368,5
369,3
370,9
371,1
372,5
373,6
374,7
375,8
376,1
377,2
378,4
379,6
380,5
381,1
382,1
383,1
384,10
385,9
386,1
387,4
388,8
389,9
390,7
391,6
392,3
393,7
394,5
395,6
396,2
397,1
398,1
399,1
400,4
