arc,originnode,destinationnode,capacity
1,1,2,28.0
2,1,20,33.0
3,1,49,31.0
4,1,71,29.0
5,1,77,31.0
6,1,83,60.0
7,1,99,57.0
8,1,109,50.0
9,1,135,64.0
10,1,139,37.0
11,2,1,52.0
12,2,20,32.0
13,2,23,28.0
14,2,26,69.0
15,2,38,37.0
16,2,71,62.0
17,2,99,61.0
18,2,109,26.0
19,2,114,35.0
20,2,118,63.0
21,2,135,44.0
22,2,139,66.0
23,2,160,52.0
24,3,8,32.0
25,3,10,38.0
26,3,25,27.0
27,3,36,43.0
28,3,37,29.0
29,3,42,39.0
30,3,61,32.0
31,3,73,51.0
32,3,74,50.0
33,3,117,33.0
34,3,121,44.0
35,3,127,49.0
36,3,129,37.0
37,3,166,42.0
38,4,15,45.0
39,4,22,43.0
40,4,29,34.0
41,4,32,26.0
42,4,35,26.0
43,4,50,54.0
44,4,53,30.0
45,4,65,54.0
46,4,78,45.0
47,4,80,28.0
48,4,88,69.0
49,4,90,34.0
50,4,108,24.0
51,4,142,34.0
52,4,150,48.0
53,4,162,30.0
54,4,163,60.0
55,4,165,36.0
56,4,177,26.0
57,4,189,69.0
58,4,193,28.0
59,5,54,69.0
60,5,96,54.0
61,5,146,53.0
62,5,156,49.0
63,5,175,47.0
64,5,190,51.0
65,6,17,41.0
66,6,21,69.0
67,6,45,53.0
68,6,47,55.0
69,6,62,25.0
70,6,63,67.0
71,6,69,65.0
72,6,72,65.0
73,6,84,64.0
74,6,92,47.0
75,6,126,30.0
76,6,132,67.0
77,6,134,32.0
78,6,137,62.0
79,6,147,35.0
80,6,152,29.0
81,6,185,45.0
82,7,33,55.0
83,7,36,25.0
84,7,48,44.0
85,7,61,30.0
86,7,79,48.0
87,7,98,27.0
88,7,166,58.0
89,7,168,66.0
90,8,3,24.0
91,8,10,61.0
92,8,37,60.0
93,8,58,56.0
94,8,60,33.0
95,8,73,63.0
96,8,75,28.0
97,8,82,52.0
98,8,98,37.0
99,8,101,24.0
100,8,121,66.0
101,8,129,25.0
102,8,133,39.0
103,8,159,64.0
104,8,182,51.0
105,9,43,48.0
106,9,46,60.0
107,9,81,43.0
108,9,84,41.0
109,9,95,61.0
110,9,132,52.0
111,9,147,63.0
112,9,152,36.0
113,9,154,69.0
114,10,3,56.0
115,10,8,34.0
116,10,25,42.0
117,10,36,57.0
118,10,37,38.0
119,10,58,38.0
120,10,60,66.0
121,10,61,39.0
122,10,73,28.0
123,10,75,39.0
124,10,98,68.0
125,10,101,30.0
126,10,121,65.0
127,10,129,48.0
128,10,133,28.0
129,10,159,48.0
130,10,182,28.0
131,11,31,42.0
132,11,58,52.0
133,11,60,60.0
134,11,75,44.0
135,11,76,50.0
136,11,101,53.0
137,11,104,43.0
138,11,105,44.0
139,11,107,51.0
140,11,133,67.0
141,11,180,46.0
142,11,182,35.0
143,11,186,24.0
144,12,13,46.0
145,12,14,29.0
146,12,23,28.0
147,12,26,47.0
148,12,38,28.0
149,12,59,32.0
150,12,118,62.0
151,12,157,31.0
152,13,12,55.0
153,13,14,40.0
154,13,19,68.0
155,13,59,44.0
156,13,62,64.0
157,13,63,27.0
158,13,69,37.0
159,13,72,63.0
160,13,86,53.0
161,13,137,30.0
162,13,157,69.0
163,13,171,58.0
164,14,12,54.0
165,14,13,64.0
166,14,19,24.0
167,14,38,39.0
168,14,59,57.0
169,14,85,25.0
170,14,86,35.0
171,14,118,56.0
172,14,139,26.0
173,14,157,36.0
174,15,4,37.0
175,15,22,45.0
176,15,29,34.0
177,15,30,58.0
178,15,32,41.0
179,15,66,61.0
180,15,90,44.0
181,15,102,26.0
182,15,108,41.0
183,15,128,54.0
184,15,136,46.0
185,15,145,25.0
186,15,162,48.0
187,15,165,56.0
188,15,184,34.0
189,15,187,54.0
190,15,193,42.0
191,15,195,29.0
192,15,196,50.0
193,16,24,61.0
194,16,41,25.0
195,16,56,69.0
196,16,110,55.0
197,16,124,64.0
198,16,140,38.0
199,16,155,24.0
200,16,169,54.0
201,16,178,34.0
202,16,179,68.0
203,16,194,27.0
204,16,199,26.0
205,17,6,60.0
206,17,19,69.0
207,17,47,41.0
208,17,69,60.0
209,17,86,62.0
210,17,134,36.0
211,17,137,50.0
212,17,181,50.0
213,17,185,25.0
214,18,52,44.0
215,18,67,45.0
216,18,110,66.0
217,18,113,48.0
218,18,115,65.0
219,18,116,49.0
220,18,140,23.0
221,18,145,45.0
222,18,151,65.0
223,18,179,53.0
224,18,181,53.0
225,18,194,28.0
226,18,196,35.0
227,19,13,29.0
228,19,14,69.0
229,19,17,39.0
230,19,69,43.0
231,19,86,53.0
232,19,113,61.0
233,19,116,57.0
234,19,137,43.0
235,19,157,41.0
236,19,185,39.0
237,20,1,29.0
238,20,2,25.0
239,20,71,44.0
240,20,99,43.0
241,20,114,41.0
242,20,143,40.0
243,20,160,33.0
244,21,6,54.0
245,21,45,36.0
246,21,47,32.0
247,21,62,57.0
248,21,63,40.0
249,21,84,68.0
250,21,92,63.0
251,21,126,34.0
252,21,132,62.0
253,21,134,25.0
254,21,147,54.0
255,21,152,59.0
256,22,4,68.0
257,22,15,35.0
258,22,29,39.0
259,22,65,66.0
260,22,87,64.0
261,22,90,57.0
262,22,93,36.0
263,22,102,35.0
264,22,112,55.0
265,22,119,47.0
266,22,142,52.0
267,22,145,46.0
268,22,150,53.0
269,22,163,32.0
270,22,173,63.0
271,22,181,63.0
272,22,184,68.0
273,22,187,54.0
274,22,189,61.0
275,22,196,59.0
276,23,2,31.0
277,23,12,42.0
278,23,26,60.0
279,23,38,53.0
280,23,59,34.0
281,23,114,31.0
282,24,16,31.0
283,24,41,50.0
284,24,56,53.0
285,24,94,47.0
286,24,117,33.0
287,24,127,35.0
288,24,138,53.0
289,24,140,33.0
290,24,141,35.0
291,24,169,37.0
292,24,194,44.0
293,24,199,32.0
294,25,3,53.0
295,25,10,60.0
296,25,37,47.0
297,25,42,25.0
298,25,61,23.0
299,25,73,60.0
300,25,74,63.0
301,25,117,48.0
302,25,121,48.0
303,25,129,63.0
304,25,166,38.0
305,25,172,55.0
306,26,2,26.0
307,26,12,35.0
308,26,23,69.0
309,26,38,67.0
310,26,59,60.0
311,26,114,24.0
312,26,118,54.0
313,26,135,59.0
314,27,43,44.0
315,27,46,42.0
316,27,81,49.0
317,27,154,58.0
318,28,50,29.0
319,28,55,28.0
320,28,78,33.0
321,28,148,61.0
322,28,176,26.0
323,28,197,26.0
324,28,200,43.0
325,29,4,67.0
326,29,15,27.0
327,29,22,27.0
328,29,30,46.0
329,29,32,61.0
330,29,66,35.0
331,29,90,41.0
332,29,102,30.0
333,29,108,50.0
334,29,136,61.0
335,29,145,36.0
336,29,162,65.0
337,29,165,27.0
338,29,177,26.0
339,29,184,65.0
340,29,187,68.0
341,29,189,52.0
342,29,193,52.0
343,29,196,60.0
344,30,15,44.0
345,30,29,52.0
346,30,39,57.0
347,30,64,57.0
348,30,66,54.0
349,30,102,26.0
350,30,108,63.0
351,30,128,60.0
352,30,136,66.0
353,30,145,26.0
354,30,151,66.0
355,30,162,31.0
356,30,184,44.0
357,30,187,26.0
358,30,193,49.0
359,30,195,46.0
360,30,196,23.0
361,31,11,24.0
362,31,58,56.0
363,31,60,56.0
364,31,75,39.0
365,31,76,52.0
366,31,98,68.0
367,31,104,64.0
368,31,107,42.0
369,31,159,27.0
370,31,182,46.0
371,31,186,69.0
372,32,4,59.0
373,32,15,59.0
374,32,29,51.0
375,32,66,32.0
376,32,80,41.0
377,32,102,39.0
378,32,108,42.0
379,32,111,45.0
380,32,131,63.0
381,32,136,47.0
382,32,158,43.0
383,32,162,40.0
384,32,164,65.0
385,32,165,41.0
386,32,177,55.0
387,32,188,49.0
388,32,193,49.0
389,32,195,48.0
390,33,7,36.0
391,33,36,47.0
392,33,48,69.0
393,33,61,50.0
394,33,79,46.0
395,33,166,58.0
396,33,168,57.0
397,34,44,56.0
398,34,100,44.0
399,34,120,64.0
400,34,125,40.0
401,34,130,32.0
402,34,144,41.0
403,34,148,62.0
404,34,161,66.0
405,34,167,59.0
406,34,191,65.0
407,34,192,52.0
408,34,198,53.0
409,35,4,40.0
410,35,50,47.0
411,35,53,49.0
412,35,65,57.0
413,35,78,49.0
414,35,88,45.0
415,35,142,65.0
416,35,150,50.0
417,35,163,59.0
418,35,175,67.0
419,35,177,35.0
420,35,197,42.0
421,35,200,67.0
422,36,3,51.0
423,36,7,36.0
424,36,10,45.0
425,36,33,46.0
426,36,37,54.0
427,36,48,30.0
428,36,61,60.0
429,36,73,64.0
430,36,79,60.0
431,36,98,65.0
432,36,121,52.0
433,36,129,29.0
434,36,159,49.0
435,36,166,59.0
436,36,168,59.0
437,37,3,37.0
438,37,8,41.0
439,37,10,55.0
440,37,25,41.0
441,37,36,34.0
442,37,42,33.0
443,37,61,51.0
444,37,73,41.0
445,37,74,40.0
446,37,98,61.0
447,37,121,54.0
448,37,129,31.0
449,37,159,29.0
450,37,166,49.0
451,38,2,26.0
452,38,12,52.0
453,38,14,29.0
454,38,23,67.0
455,38,26,49.0
456,38,59,61.0
457,38,71,43.0
458,38,118,68.0
459,38,135,29.0
460,38,139,48.0
461,38,157,54.0
462,39,30,29.0
463,39,51,31.0
464,39,64,46.0
465,39,66,65.0
466,39,82,36.0
467,39,102,66.0
468,39,128,30.0
469,39,133,24.0
470,39,136,30.0
471,39,164,54.0
472,39,183,56.0
473,39,184,27.0
474,39,193,30.0
475,39,195,36.0
476,40,41,55.0
477,40,49,53.0
478,40,70,68.0
479,40,89,54.0
480,40,91,65.0
481,40,94,54.0
482,40,103,31.0
483,40,153,60.0
484,40,155,36.0
485,40,169,54.0
486,40,170,63.0
487,41,16,34.0
488,41,24,43.0
489,41,40,55.0
490,41,56,49.0
491,41,70,31.0
492,41,91,59.0
493,41,94,32.0
494,41,103,31.0
495,41,141,57.0
496,41,153,32.0
497,41,155,43.0
498,41,169,59.0
499,41,170,42.0
500,41,178,47.0
501,42,3,54.0
502,42,25,49.0
503,42,37,26.0
504,42,73,64.0
505,42,74,33.0
506,42,97,32.0
507,42,122,32.0
508,42,149,69.0
509,42,166,31.0
510,42,172,60.0
511,43,9,25.0
512,43,27,45.0
513,43,46,28.0
514,43,81,57.0
515,43,95,42.0
516,43,154,47.0
517,44,34,69.0
518,44,80,40.0
519,44,125,27.0
520,44,131,56.0
521,44,144,31.0
522,44,148,39.0
523,44,167,42.0
524,44,188,39.0
525,44,191,24.0
526,44,192,41.0
527,45,6,24.0
528,45,21,30.0
529,45,47,63.0
530,45,57,59.0
531,45,84,65.0
532,45,92,40.0
533,45,126,55.0
534,45,132,32.0
535,45,134,68.0
536,45,152,38.0
537,45,156,46.0
538,45,173,51.0
539,46,9,44.0
540,46,27,27.0
541,46,43,41.0
542,46,81,52.0
543,46,95,43.0
544,46,132,61.0
545,46,152,30.0
546,46,154,25.0
547,46,156,51.0
548,47,6,50.0
549,47,17,54.0
550,47,21,23.0
551,47,45,30.0
552,47,57,56.0
553,47,69,58.0
554,47,92,49.0
555,47,93,28.0
556,47,119,44.0
557,47,126,52.0
558,47,134,65.0
559,47,137,37.0
560,47,173,25.0
561,47,185,35.0
562,48,7,40.0
563,48,33,59.0
564,48,36,23.0
565,48,61,64.0
566,48,79,26.0
567,48,166,51.0
568,48,168,61.0
569,49,1,33.0
570,49,40,33.0
571,49,70,67.0
572,49,77,42.0
573,49,83,65.0
574,49,89,24.0
575,49,103,49.0
576,49,109,50.0
577,49,153,48.0
578,50,4,46.0
579,50,28,24.0
580,50,35,34.0
581,50,53,63.0
582,50,55,49.0
583,50,78,65.0
584,50,80,25.0
585,50,142,40.0
586,50,177,26.0
587,50,197,37.0
588,50,200,66.0
589,51,39,31.0
590,51,66,33.0
591,51,76,55.0
592,51,105,65.0
593,51,107,54.0
594,51,111,48.0
595,51,131,63.0
596,51,133,59.0
597,51,158,43.0
598,51,164,27.0
599,51,180,68.0
600,51,195,40.0
601,52,18,52.0
602,52,67,33.0
603,52,69,65.0
604,52,110,37.0
605,52,113,32.0
606,52,115,53.0
607,52,116,30.0
608,52,140,45.0
609,52,179,24.0
610,52,181,39.0
611,52,185,36.0
612,52,194,40.0
613,52,196,69.0
614,53,4,53.0
615,53,35,34.0
616,53,50,38.0
617,53,78,41.0
618,53,80,41.0
619,53,142,50.0
620,53,165,25.0
621,53,177,36.0
622,53,188,59.0
623,53,197,69.0
624,53,200,58.0
625,54,5,32.0
626,54,57,26.0
627,54,87,34.0
628,54,92,27.0
629,54,96,43.0
630,54,126,48.0
631,54,132,37.0
632,54,146,50.0
633,54,156,32.0
634,54,175,40.0
635,54,190,58.0
636,55,28,45.0
637,55,50,29.0
638,55,78,28.0
639,55,148,59.0
640,55,176,63.0
641,55,200,55.0
642,56,16,54.0
643,56,24,54.0
644,56,41,27.0
645,56,85,59.0
646,56,110,55.0
647,56,124,49.0
648,56,140,32.0
649,56,169,25.0
650,56,178,61.0
651,56,179,38.0
652,56,199,56.0
653,57,45,31.0
654,57,47,30.0
655,57,54,28.0
656,57,65,63.0
657,57,87,25.0
658,57,88,51.0
659,57,92,60.0
660,57,93,30.0
661,57,112,28.0
662,57,119,45.0
663,57,126,25.0
664,57,134,54.0
665,57,146,29.0
666,57,150,47.0
667,57,156,38.0
668,57,163,68.0
669,57,173,36.0
670,57,189,29.0
671,58,8,52.0
672,58,10,65.0
673,58,11,65.0
674,58,31,28.0
675,58,60,53.0
676,58,75,39.0
677,58,76,28.0
678,58,98,23.0
679,58,101,26.0
680,58,121,34.0
681,58,159,38.0
682,58,182,52.0
683,59,12,51.0
684,59,13,45.0
685,59,14,37.0
686,59,23,66.0
687,59,26,45.0
688,59,38,55.0
689,59,118,42.0
690,59,157,56.0
691,60,8,40.0
692,60,10,38.0
693,60,11,55.0
694,60,31,65.0
695,60,58,64.0
696,60,75,60.0
697,60,76,60.0
698,60,98,41.0
699,60,104,25.0
700,60,159,64.0
701,60,182,46.0
702,61,3,68.0
703,61,7,37.0
704,61,10,40.0
705,61,25,58.0
706,61,33,44.0
707,61,36,35.0
708,61,37,62.0
709,61,48,37.0
710,61,73,24.0
711,61,79,38.0
712,61,98,25.0
713,61,121,46.0
714,61,129,66.0
715,61,159,57.0
716,61,166,64.0
717,61,168,45.0
718,62,6,43.0
719,62,13,28.0
720,62,21,26.0
721,62,63,46.0
722,62,72,58.0
723,62,106,56.0
724,62,137,36.0
725,62,171,35.0
726,63,6,65.0
727,63,13,64.0
728,63,21,25.0
729,63,62,44.0
730,63,72,39.0
731,63,106,55.0
732,63,137,48.0
733,63,157,48.0
734,63,171,35.0
735,64,30,30.0
736,64,39,46.0
737,64,82,50.0
738,64,127,31.0
739,64,128,47.0
740,64,138,63.0
741,64,151,66.0
742,64,183,25.0
743,64,194,56.0
744,65,4,34.0
745,65,22,25.0
746,65,35,57.0
747,65,57,56.0
748,65,87,67.0
749,65,88,55.0
750,65,90,54.0
751,65,93,36.0
752,65,112,63.0
753,65,119,25.0
754,65,142,52.0
755,65,146,40.0
756,65,150,23.0
757,65,163,52.0
758,65,173,67.0
759,65,175,66.0
760,65,189,29.0
761,65,190,58.0
762,66,15,52.0
763,66,29,25.0
764,66,30,45.0
765,66,32,53.0
766,66,39,45.0
767,66,51,35.0
768,66,102,46.0
769,66,108,46.0
770,66,128,64.0
771,66,136,51.0
772,66,145,51.0
773,66,162,62.0
774,66,164,51.0
775,66,165,51.0
776,66,184,60.0
777,66,193,41.0
778,66,195,44.0
779,67,18,52.0
780,67,52,55.0
781,67,110,31.0
782,67,113,28.0
783,67,115,49.0
784,67,116,41.0
785,67,140,54.0
786,67,145,59.0
787,67,151,24.0
788,67,179,49.0
789,67,181,58.0
790,67,194,57.0
791,67,196,49.0
792,68,104,24.0
793,68,105,38.0
794,68,107,61.0
795,68,111,48.0
796,68,131,32.0
797,68,158,43.0
798,68,174,23.0
799,68,186,38.0
800,69,6,29.0
801,69,13,33.0
802,69,17,48.0
803,69,19,63.0
804,69,47,43.0
805,69,52,68.0
806,69,86,68.0
807,69,113,35.0
808,69,134,52.0
809,69,137,30.0
810,69,185,67.0
811,70,40,27.0
812,70,41,33.0
813,70,49,67.0
814,70,89,27.0
815,70,91,62.0
816,70,94,36.0
817,70,103,56.0
818,70,153,43.0
819,70,155,30.0
820,70,169,30.0
821,70,170,39.0
822,71,1,53.0
823,71,2,52.0
824,71,20,60.0
825,71,38,62.0
826,71,99,67.0
827,71,109,59.0
828,71,114,37.0
829,71,135,46.0
830,71,143,53.0
831,71,160,44.0
832,72,6,26.0
833,72,13,64.0
834,72,62,24.0
835,72,63,40.0
836,72,106,41.0
837,72,137,68.0
838,72,157,65.0
839,72,171,25.0
840,73,3,55.0
841,73,8,64.0
842,73,10,54.0
843,73,25,51.0
844,73,36,54.0
845,73,37,64.0
846,73,42,45.0
847,73,61,34.0
848,73,74,36.0
849,73,121,58.0
850,73,129,45.0
851,73,159,47.0
852,73,166,50.0
853,74,3,55.0
854,74,25,26.0
855,74,37,56.0
856,74,42,49.0
857,74,73,48.0
858,74,94,35.0
859,74,117,49.0
860,74,127,59.0
861,74,138,25.0
862,74,141,51.0
863,75,8,43.0
864,75,10,50.0
865,75,11,27.0
866,75,31,65.0
867,75,58,60.0
868,75,60,64.0
869,75,76,45.0
870,75,98,37.0
871,75,104,28.0
872,75,107,42.0
873,75,159,27.0
874,75,182,25.0
875,75,186,48.0
876,76,11,27.0
877,76,31,45.0
878,76,51,67.0
879,76,58,46.0
880,76,60,69.0
881,76,75,29.0
882,76,101,29.0
883,76,104,44.0
884,76,105,23.0
885,76,107,53.0
886,76,133,25.0
887,76,158,63.0
888,76,180,50.0
889,76,182,57.0
890,76,186,63.0
891,77,1,53.0
892,77,49,59.0
893,77,83,40.0
894,77,89,66.0
895,77,109,56.0
896,77,139,49.0
897,77,153,45.0
898,78,4,65.0
899,78,28,29.0
900,78,35,28.0
901,78,50,41.0
902,78,53,53.0
903,78,55,55.0
904,78,80,49.0
905,78,165,43.0
906,78,177,33.0
907,78,188,56.0
908,78,197,66.0
909,78,200,23.0
910,79,7,52.0
911,79,33,59.0
912,79,36,24.0
913,79,48,55.0
914,79,61,63.0
915,79,98,64.0
916,79,129,32.0
917,79,168,46.0
918,80,4,37.0
919,80,32,55.0
920,80,44,39.0
921,80,50,27.0
922,80,53,32.0
923,80,78,50.0
924,80,108,66.0
925,80,162,63.0
926,80,164,66.0
927,80,165,50.0
928,80,177,54.0
929,80,188,60.0
930,80,193,48.0
931,81,9,48.0
932,81,27,43.0
933,81,43,30.0
934,81,46,66.0
935,81,95,28.0
936,81,154,54.0
937,82,8,53.0
938,82,39,36.0
939,82,64,63.0
940,82,101,31.0
941,82,117,45.0
942,82,127,30.0
943,82,133,64.0
944,82,138,63.0
945,82,183,27.0
946,83,1,44.0
947,83,49,38.0
948,83,77,30.0
949,83,89,66.0
950,83,109,65.0
951,84,6,57.0
952,84,9,25.0
953,84,21,65.0
954,84,45,27.0
955,84,95,30.0
956,84,132,55.0
957,84,147,57.0
958,84,152,55.0
959,85,14,61.0
960,85,56,58.0
961,85,110,30.0
962,85,113,44.0
963,85,116,57.0
964,85,118,65.0
965,85,124,26.0
966,85,139,27.0
967,85,140,38.0
968,85,178,61.0
969,85,179,33.0
970,85,199,49.0
971,86,13,58.0
972,86,14,63.0
973,86,17,68.0
974,86,19,38.0
975,86,69,26.0
976,86,113,68.0
977,86,116,46.0
978,86,137,40.0
979,86,157,46.0
980,86,185,40.0
981,87,22,68.0
982,87,54,27.0
983,87,57,29.0
984,87,65,45.0
985,87,88,65.0
986,87,92,69.0
987,87,93,46.0
988,87,96,67.0
989,87,112,47.0
990,87,119,37.0
991,87,126,39.0
992,87,142,34.0
993,87,146,54.0
994,87,150,64.0
995,87,156,62.0
996,87,163,28.0
997,87,173,55.0
998,87,175,28.0
999,87,189,48.0
1000,87,190,49.0
1001,88,4,44.0
1002,88,35,24.0
1003,88,57,34.0
1004,88,65,28.0
1005,88,87,48.0
1006,88,96,62.0
1007,88,112,47.0
1008,88,119,35.0
1009,88,142,27.0
1010,88,146,37.0
1011,88,150,45.0
1012,88,163,54.0
1013,88,173,45.0
1014,88,175,29.0
1015,88,189,66.0
1016,88,190,60.0
1017,89,40,31.0
1018,89,49,30.0
1019,89,70,65.0
1020,89,77,62.0
1021,89,83,43.0
1022,89,103,25.0
1023,89,109,24.0
1024,89,153,63.0
1025,89,155,48.0
1026,89,169,58.0
1027,89,178,56.0
1028,90,4,49.0
1029,90,15,59.0
1030,90,22,51.0
1031,90,29,50.0
1032,90,65,27.0
1033,90,93,34.0
1034,90,102,67.0
1035,90,108,51.0
1036,90,112,68.0
1037,90,119,44.0
1038,90,142,67.0
1039,90,145,28.0
1040,90,150,66.0
1041,90,162,45.0
1042,90,163,25.0
1043,90,184,44.0
1044,90,187,34.0
1045,90,189,42.0
1046,90,193,26.0
1047,90,196,48.0
1048,91,40,43.0
1049,91,41,44.0
1050,91,70,69.0
1051,91,94,51.0
1052,91,97,24.0
1053,91,103,61.0
1054,91,122,51.0
1055,91,149,25.0
1056,91,153,45.0
1057,91,155,46.0
1058,91,169,69.0
1059,91,170,49.0
1060,92,6,28.0
1061,92,21,65.0
1062,92,45,38.0
1063,92,47,58.0
1064,92,54,32.0
1065,92,57,61.0
1066,92,87,49.0
1067,92,119,66.0
1068,92,126,34.0
1069,92,132,35.0
1070,92,134,61.0
1071,92,152,31.0
1072,92,156,48.0
1073,92,173,68.0
1074,93,22,25.0
1075,93,47,35.0
1076,93,57,39.0
1077,93,65,39.0
1078,93,87,36.0
1079,93,90,30.0
1080,93,112,26.0
1081,93,119,50.0
1082,93,150,40.0
1083,93,163,56.0
1084,93,173,31.0
1085,93,181,30.0
1086,93,187,53.0
1087,93,189,62.0
1088,93,196,24.0
1089,94,24,59.0
1090,94,40,38.0
1091,94,41,33.0
1092,94,70,37.0
1093,94,74,67.0
1094,94,91,30.0
1095,94,97,33.0
1096,94,103,59.0
1097,94,117,35.0
1098,94,122,65.0
1099,94,141,50.0
1100,94,149,51.0
1101,94,155,63.0
1102,94,169,48.0
1103,94,170,59.0
