commodity,quantity
1,4
2,2
3,8
4,2
5,5
6,1
7,5
8,1
9,6
10,9
11,1
12,7
13,7
14,1
15,6
16,2
17,4
18,2
19,6
20,3
21,3
22,8
23,3
24,2
25,5
26,10
27,1
28,4
29,6
30,4
31,3
32,3
33,10
34,9
35,5
36,3
37,7
38,1
39,9
40,1
41,2
42,4
43,2
44,2
45,10
46,5
47,7
48,6
49,2
50,10
51,6
52,4
53,4
54,9
55,7
56,4
57,4
58,4
59,3
60,1
61,9
62,10
63,3
64,1
65,9
66,3
67,6
68,5
69,2
70,8
71,10
72,6
73,1
74,7
75,4
76,10
77,1
78,8
79,9
80,6
81,5
82,5
83,10
84,8
85,5
86,4
87,7
88,7
89,5
90,4
91,7
92,1
93,10
94,4
95,6
96,8
97,2
98,3
99,2
100,3
101,3
102,5
103,2
104,6
105,9
106,6
107,9
108,9
109,10
110,1
111,2
112,9
113,6
114,4
115,5
116,6
117,9
118,2
119,2
120,5
121,10
122,1
123,5
124,7
125,1
126,9
127,2
128,5
129,2
130,1
131,7
132,9
133,7
134,6
135,8
136,6
137,9
138,8
139,10
140,9
141,10
142,3
143,2
144,5
145,5
146,2
147,10
148,9
149,1
150,5
151,6
152,9
153,8
154,10
155,10
156,6
157,6
158,6
159,2
160,4
161,9
162,1
163,3
164,8
165,5
166,8
167,1
168,5
169,2
170,10
171,2
172,2
173,3
174,4
175,6
176,10
177,6
178,10
179,5
180,2
181,2
182,10
183,8
184,1
185,10
186,7
187,8
188,9
189,3
190,6
191,6
192,6
193,10
194,7
195,1
196,3
197,7
198,4
199,4
200,10
201,3
202,1
203,7
204,8
205,8
206,6
207,9
208,1
209,1
210,6
211,3
212,7
213,7
214,8
215,3
216,7
217,10
218,1
219,6
220,10
221,5
222,4
223,3
224,3
225,1
226,6
227,8
228,9
229,5
230,7
231,2
232,6
233,9
234,8
235,6
236,10
237,8
238,5
239,7
240,5
241,6
242,6
243,6
244,5
245,5
246,2
247,7
248,6
249,7
250,4
251,3
252,10
253,10
254,10
255,5
256,7
257,1
258,9
259,8
260,5
261,3
262,4
263,3
264,6
265,8
266,8
267,3
268,9
269,5
270,1
271,8
272,6
273,5
274,4
275,8
276,5
277,5
278,5
279,10
280,4
281,10
282,9
283,4
284,1
285,2
286,9
287,10
288,8
289,4
290,7
291,8
292,8
293,7
294,5
295,4
296,4
297,9
298,1
299,8
300,8
301,2
302,2
303,8
304,1
305,6
306,10
307,1
308,8
309,5
310,8
311,3
312,5
313,1
314,3
315,8
316,10
317,4
318,9
319,6
320,5
321,5
322,1
323,8
324,6
325,7
326,6
327,5
328,9
329,6
330,10
331,4
332,7
333,9
334,3
335,10
336,1
337,8
338,10
339,9
340,7
341,8
342,1
343,6
344,8
345,10
346,3
347,1
348,3
349,4
350,5
351,6
352,6
353,1
354,5
355,9
356,9
357,8
358,6
359,1
360,2
361,9
362,1
363,6
364,9
365,7
366,2
367,3
368,6
369,6
370,5
371,6
372,7
373,10
374,9
375,10
376,5
377,3
378,6
379,1
380,1
381,3
382,4
383,9
384,5
385,8
386,1
387,2
388,4
389,9
390,7
391,8
392,10
393,4
394,1
395,5
396,6
397,5
398,8
399,5
400,2
