commodity,quantity
1,4
2,8
3,9
4,3
5,10
6,8
7,2
8,7
9,4
10,6
11,2
12,9
13,8
14,7
15,10
16,7
17,8
18,8
19,8
20,6
21,3
22,1
23,5
24,3
25,10
26,2
27,10
28,6
29,6
30,10
31,7
32,8
33,6
34,6
35,8
36,7
37,1
38,6
39,9
40,2
41,7
42,10
43,8
44,7
45,5
46,10
47,7
48,6
49,9
50,7
51,5
52,7
53,3
54,9
55,5
56,3
57,7
58,2
59,5
60,3
61,10
62,5
63,4
64,10
65,2
66,10
67,2
68,8
69,7
70,3
71,9
72,3
73,10
74,3
75,2
76,4
77,8
78,2
79,7
80,8
81,6
82,9
83,9
84,7
85,7
86,2
87,10
88,9
89,4
90,3
91,4
92,10
93,3
94,4
95,6
96,5
97,1
98,2
99,10
100,10
101,3
102,4
103,5
104,10
105,10
106,7
107,4
108,4
109,10
110,10
111,4
112,7
113,2
114,2
115,2
116,8
117,4
118,8
119,6
120,6
121,5
122,6
123,7
124,7
125,5
126,2
127,8
128,4
129,9
130,2
131,5
132,1
133,5
134,6
135,6
136,4
137,3
138,7
139,8
140,2
141,4
142,1
143,5
144,3
145,2
146,8
147,2
148,8
149,8
150,9
151,3
152,5
153,7
154,2
155,8
156,6
157,1
158,1
159,2
160,2
161,3
162,6
163,4
164,3
165,2
166,3
167,6
168,3
169,7
170,2
171,10
172,9
173,6
174,3
175,7
176,5
177,5
178,5
179,3
180,7
181,3
182,1
183,1
184,10
185,3
186,3
187,9
188,2
189,10
190,4
191,3
192,1
193,9
194,1
195,1
196,4
197,10
198,4
199,3
200,10
201,7
202,2
203,3
204,2
205,5
206,8
207,6
208,6
209,8
210,4
211,10
212,9
213,2
214,5
215,7
216,2
217,1
218,3
219,10
220,5
221,9
222,2
223,1
224,7
225,7
226,7
227,7
228,8
229,1
230,4
231,4
232,3
233,5
234,5
235,7
236,9
237,10
238,8
239,6
240,3
241,8
242,4
243,4
244,3
245,6
246,9
247,1
248,6
249,2
250,10
251,10
252,2
253,6
254,6
255,7
256,5
257,8
258,2
259,1
260,4
261,4
262,9
263,7
264,4
265,5
266,8
267,6
268,8
269,4
270,10
271,10
272,4
273,4
274,7
275,7
276,7
277,4
278,1
279,7
280,10
281,5
282,1
283,9
284,1
285,2
286,3
287,3
288,2
289,6
290,6
291,5
292,3
293,8
294,3
295,8
296,5
297,4
298,6
299,6
300,6
301,4
302,2
303,8
304,9
305,9
306,8
307,5
308,5
309,4
310,1
311,2
312,5
313,10
314,2
315,1
316,9
317,7
318,10
319,8
320,10
321,9
322,4
323,2
324,9
325,6
326,2
327,5
328,7
329,1
330,2
331,9
332,6
333,6
334,10
335,5
336,7
337,7
338,9
339,8
340,3
341,9
342,10
343,6
344,3
345,3
346,6
347,1
348,10
349,10
350,6
351,7
352,6
353,3
354,1
355,8
356,4
357,2
358,7
359,6
360,10
361,6
362,5
363,5
364,10
365,4
366,8
367,10
368,10
369,5
370,2
371,5
372,7
373,1
374,7
375,2
376,2
377,5
378,1
379,1
380,8
381,10
382,5
383,7
384,2
385,2
386,5
387,10
388,4
389,6
390,8
391,5
392,3
393,2
394,4
395,9
396,3
397,10
398,1
399,1
400,3
