commodity,quantity
1,10
2,2
3,9
4,1
5,4
6,6
7,1
8,4
9,2
10,10
11,1
12,1
13,9
14,9
15,1
16,1
17,7
18,8
19,7
20,3
21,9
22,5
23,10
24,1
25,3
26,7
27,10
28,4
29,9
30,5
31,10
32,2
33,4
34,7
35,1
36,1
37,1
38,9
39,3
40,1
41,3
42,4
43,10
44,7
45,3
46,3
47,2
48,9
49,3
50,10
51,3
52,10
53,4
54,1
55,6
56,1
57,4
58,7
59,2
60,2
61,3
62,8
63,1
64,7
65,6
66,9
67,3
68,5
69,5
70,8
71,3
72,2
73,2
74,3
75,10
76,9
77,9
78,3
79,9
80,4
81,8
82,6
83,1
84,3
85,7
86,7
87,5
88,4
89,8
90,1
91,2
92,6
93,5
94,2
95,10
96,1
97,6
98,4
99,1
100,5
101,9
102,5
103,5
104,8
105,10
106,8
107,5
108,3
109,6
110,9
111,7
112,3
113,5
114,9
115,2
116,6
117,3
118,10
119,6
120,9
121,8
122,9
123,6
124,8
125,6
126,8
127,1
128,5
129,1
130,4
131,8
132,5
133,2
134,8
135,2
136,3
137,7
138,8
139,9
140,10
141,1
142,2
143,10
144,9
145,10
146,8
147,10
148,10
149,2
150,8
151,9
152,6
153,8
154,8
155,10
156,7
157,3
158,10
159,7
160,2
161,5
162,8
163,7
164,2
165,6
166,1
167,1
168,4
169,3
170,9
171,7
172,3
173,6
174,5
175,2
176,9
177,7
178,8
179,7
180,6
181,3
182,4
183,7
184,5
185,4
186,6
187,4
188,6
189,10
190,3
191,5
192,8
193,10
194,7
195,8
196,5
197,3
198,2
199,9
200,2
201,5
202,5
203,4
204,10
205,5
206,9
207,3
208,10
209,5
210,6
211,1
212,3
213,8
214,1
215,7
216,3
217,2
218,7
219,3
220,9
221,4
222,2
223,7
224,10
225,3
226,7
227,1
228,10
229,5
230,3
231,1
232,4
233,3
234,6
235,5
236,8
237,2
238,2
239,2
240,4
241,9
242,8
243,1
244,5
245,2
246,10
247,1
248,3
249,7
250,2
251,9
252,5
253,1
254,3
255,9
256,9
257,5
258,1
259,7
260,7
261,8
262,6
263,1
264,7
265,3
266,2
267,7
268,3
269,1
270,5
271,9
272,6
273,6
274,8
275,1
276,8
277,6
278,7
279,6
280,4
281,4
282,1
283,3
284,1
285,6
286,9
287,8
288,4
289,7
290,6
291,3
292,7
293,6
294,3
295,8
296,10
297,6
298,3
299,9
300,6
301,5
302,3
303,9
304,10
305,4
306,10
307,6
308,3
309,2
310,5
311,1
312,6
313,4
314,6
315,1
316,10
317,2
318,1
319,3
320,6
321,10
322,7
323,6
324,3
325,1
326,1
327,8
328,5
329,1
330,8
331,9
332,7
333,1
334,2
335,7
336,9
337,2
338,7
339,3
340,9
341,8
342,5
343,2
344,9
345,9
346,3
347,6
348,5
349,8
350,2
351,8
352,5
353,3
354,3
355,2
356,5
357,8
358,1
359,9
360,4
361,8
362,3
363,3
364,3
365,2
366,3
367,9
368,1
369,5
370,10
371,1
372,5
373,4
374,8
375,5
376,7
377,3
378,4
379,9
380,3
381,8
382,6
383,9
384,2
385,2
386,7
387,6
388,5
389,1
390,6
391,10
392,1
393,7
394,4
395,4
396,6
397,7
398,7
399,5
400,8
