commodity,quantity
1,2
2,3
3,9
4,6
5,6
6,8
7,4
8,8
9,6
10,7
11,1
12,8
13,6
14,4
15,10
16,3
17,6
18,7
19,7
20,8
21,10
22,8
23,1
24,1
25,2
26,4
27,7
28,5
29,3
30,1
31,3
32,8
33,10
34,8
35,2
36,3
37,6
38,6
39,5
40,3
41,9
42,9
43,5
44,9
45,4
46,8
47,9
48,10
49,1
50,9
51,6
52,10
53,4
54,5
55,7
56,10
57,3
58,3
59,6
60,8
61,4
62,2
63,2
64,3
65,4
66,2
67,1
68,1
69,9
70,7
71,2
72,6
73,10
74,9
75,8
76,5
77,3
78,6
79,3
80,10
81,9
82,3
83,4
84,1
85,2
86,3
87,8
88,2
89,3
90,6
91,7
92,10
93,9
94,6
95,4
96,6
97,8
98,3
99,5
100,8
101,2
102,9
103,9
104,2
105,4
106,8
107,7
108,2
109,10
110,8
111,8
112,1
113,1
114,4
115,6
116,2
117,4
118,8
119,6
120,6
121,2
122,9
123,5
124,2
125,8
126,7
127,2
128,9
129,10
130,8
131,5
132,10
133,4
134,7
135,4
136,5
137,7
138,10
139,4
140,2
141,6
142,3
143,1
144,4
145,1
146,5
147,8
148,5
149,5
150,2
151,9
152,9
153,10
154,10
155,5
156,2
157,3
158,9
159,5
160,6
161,6
162,7
163,7
164,8
165,10
166,4
167,10
168,2
169,6
170,8
171,5
172,7
173,1
174,1
175,3
176,5
177,9
178,7
179,3
180,3
181,2
182,7
183,6
184,6
185,8
186,5
187,10
188,10
189,5
190,10
191,9
192,8
193,10
194,1
195,7
196,2
197,6
198,7
199,9
200,5
201,4
202,4
203,9
204,8
205,9
206,8
207,3
208,6
209,6
210,5
211,10
212,3
213,1
214,2
215,1
216,7
217,7
218,9
219,2
220,6
221,10
222,9
223,4
224,9
225,3
226,4
227,4
228,3
229,2
230,8
231,6
232,5
233,10
234,4
235,7
236,5
237,2
238,9
239,5
240,8
241,10
242,10
243,1
244,9
245,1
246,3
247,2
248,5
249,7
250,1
251,10
252,9
253,5
254,7
255,2
256,5
257,4
258,1
259,3
260,3
261,3
262,2
263,2
264,1
265,7
266,5
267,3
268,4
269,7
270,1
271,6
272,6
273,3
274,3
275,1
276,6
277,5
278,8
279,7
280,2
281,10
282,6
283,1
284,2
285,5
286,9
287,3
288,10
289,5
290,3
291,2
292,4
293,6
294,9
295,3
296,5
297,2
298,5
299,9
300,2
301,7
302,6
303,2
304,5
305,8
306,7
307,4
308,1
309,10
310,9
311,5
312,8
313,3
314,8
315,5
316,5
317,3
318,5
319,9
320,3
321,2
322,4
323,2
324,1
325,10
326,3
327,7
328,2
329,2
330,2
331,9
332,4
333,3
334,1
335,8
336,5
337,2
338,10
339,3
340,8
341,10
342,10
343,2
344,10
345,3
346,9
347,8
348,2
349,7
350,8
351,6
352,10
353,7
354,5
355,10
356,10
357,1
358,6
359,8
360,6
361,4
362,10
363,9
364,7
365,2
366,7
367,6
368,10
369,6
370,9
371,10
372,10
373,2
374,6
375,2
376,6
377,8
378,9
379,2
380,3
381,10
382,7
383,3
384,10
385,7
386,7
387,6
388,2
389,4
390,9
391,8
392,2
393,4
394,4
395,1
396,7
397,6
398,7
399,3
400,3
