node,x_coord,y_coord,capacity
1,0.6460153554108576,0.6460153554108576,1022.0
2,0.9731332990659647,0.9731332990659647,526.0
3,0.28072266718628147,0.28072266718628147,730.0
4,0.2562352293171364,0.2562352293171364,597.0
5,0.024774628969014723,0.024774628969014723,406.0
6,0.7374484296504025,0.7374484296504025,1112.0
7,0.8119618819283534,0.8119618819283534,806.0
8,0.5750173674233336,0.5750173674233336,374.0
9,0.2245298781487186,0.2245298781487186,508.0
10,0.6969215182633313,0.6969215182633313,1081.0
11,0.3648419014887425,0.3648419014887425,617.0
12,0.5481064893517862,0.5481064893517862,568.0
13,0.9394415249101429,0.9394415249101429,868.0
14,0.28169014818123594,0.28169014818123594,724.0
15,0.0966846213999113,0.0966846213999113,719.0
16,0.7519506435342831,0.7519506435342831,952.0
17,0.27887178837010906,0.27887178837010906,546.0
18,0.9639221355436289,0.9639221355436289,1096.0
19,0.473264439433432,0.473264439433432,818.0
20,0.3540207673408231,0.3540207673408231,749.0
21,0.5047990194656062,0.5047990194656062,621.0
22,0.27051944873593303,0.27051944873593303,396.0
23,0.8107613852138218,0.8107613852138218,991.0
24,0.15526530875364553,0.15526530875364553,1007.0
25,0.4128820626378762,0.4128820626378762,1102.0
26,0.10224774393567615,0.10224774393567615,1071.0
27,0.8217135206326851,0.8217135206326851,490.0
28,0.4694906781467336,0.4694906781467336,992.0
29,0.7948481577535444,0.7948481577535444,1096.0
30,0.15513336729768445,0.15513336729768445,539.0
31,0.39582157686289166,0.39582157686289166,398.0
32,0.2995826838970468,0.2995826838970468,532.0
33,0.36666235229899646,0.36666235229899646,460.0
34,0.9216673521282595,0.9216673521282595,839.0
35,0.9552953197968417,0.9552953197968417,1102.0
36,0.8387713037451294,0.8387713037451294,728.0
37,0.28457411869662486,0.28457411869662486,646.0
38,0.22864417811788518,0.22864417811788518,402.0
39,0.12642153997531946,0.12642153997531946,978.0
40,0.3888671786223372,0.3888671786223372,557.0
41,0.7928311709261568,0.7928311709261568,705.0
42,0.010947332203597115,0.010947332203597115,506.0
43,0.3399326783177381,0.3399326783177381,908.0
44,0.9056929467565018,0.9056929467565018,748.0
45,0.2778222736499565,0.2778222736499565,682.0
46,0.0721694084845812,0.0721694084845812,990.0
47,0.4777136276199381,0.4777136276199381,800.0
48,0.9709261020217983,0.9709261020217983,606.0
49,0.13938376176025669,0.13938376176025669,652.0
50,0.191474095249347,0.191474095249347,577.0
51,0.7267668849553612,0.7267668849553612,484.0
52,0.9449961600235037,0.9449961600235037,738.0
53,0.33294884163304017,0.33294884163304017,525.0
54,0.5447845985496715,0.5447845985496715,628.0
55,0.7183310097928257,0.7183310097928257,977.0
56,0.8471012305543819,0.8471012305543819,406.0
57,0.6799421390369409,0.6799421390369409,1055.0
58,0.8648670846655111,0.8648670846655111,1119.0
59,0.40337731022022827,0.40337731022022827,512.0
60,0.7691266636503062,0.7691266636503062,684.0
61,0.5857844974048092,0.5857844974048092,760.0
62,0.22570352721709708,0.22570352721709708,511.0
63,0.6647441434696169,0.6647441434696169,780.0
64,0.17200350662873065,0.17200350662873065,967.0
65,0.539142413284402,0.539142413284402,464.0
66,0.0874392346079167,0.0874392346079167,904.0
67,0.09255771961417203,0.09255771961417203,479.0
68,0.8333427965266982,0.8333427965266982,1045.0
69,0.31467589424775344,0.31467589424775344,749.0
70,0.265360103703979,0.265360103703979,634.0
71,0.014757806114339855,0.014757806114339855,805.0
72,0.663121295271307,0.663121295271307,1062.0
73,0.9473317226062337,0.9473317226062337,757.0
74,0.8211566362528064,0.8211566362528064,580.0
75,0.5528163785504203,0.5528163785504203,1076.0
76,0.16298580789301176,0.16298580789301176,667.0
77,0.01971401109562443,0.01971401109562443,771.0
78,0.41340204837700334,0.41340204837700334,1108.0
79,0.09009198790416706,0.09009198790416706,1007.0
80,0.8607962042695276,0.8607962042695276,471.0
81,0.7652184560600976,0.7652184560600976,932.0
82,0.5051762718785184,0.5051762718785184,501.0
83,0.7613214351703879,0.7613214351703879,838.0
84,0.9159634159949561,0.9159634159949561,805.0
85,0.691375168900493,0.691375168900493,509.0
86,0.543640149606285,0.543640149606285,1016.0
87,0.6111610032813903,0.6111610032813903,1090.0
88,0.7191989675246551,0.7191989675246551,634.0
89,0.03490659424899256,0.03490659424899256,567.0
90,0.023817870174666522,0.023817870174666522,733.0
91,0.9354278677691477,0.9354278677691477,636.0
92,0.032694612804986534,0.032694612804986534,784.0
93,0.8462519803519337,0.8462519803519337,582.0
94,0.6414241554472888,0.6414241554472888,791.0
95,0.2863799122784285,0.2863799122784285,859.0
96,0.7907476044220851,0.7907476044220851,720.0
97,0.5868911141091926,0.5868911141091926,908.0
98,0.22694128587228368,0.22694128587228368,400.0
99,0.16290978553278657,0.16290978553278657,618.0
100,0.27265452107640575,0.27265452107640575,1042.0
101,0.4968444638826812,0.4968444638826812,744.0
102,0.631619087065098,0.631619087065098,1106.0
103,0.37605211781472314,0.37605211781472314,620.0
104,0.49921975663333784,0.49921975663333784,850.0
105,0.7890251870576102,0.7890251870576102,494.0
106,0.8523629811616626,0.8523629811616626,405.0
107,0.23936962919103788,0.23936962919103788,670.0
108,0.6512402884317738,0.6512402884317738,887.0
109,0.5553394018485933,0.5553394018485933,797.0
110,0.3945402083418159,0.3945402083418159,380.0
111,0.018811799281915897,0.018811799281915897,942.0
112,0.2604768581253869,0.2604768581253869,461.0
113,0.0059947324705478255,0.0059947324705478255,1014.0
114,0.461960781952232,0.461960781952232,612.0
115,0.9139502661248267,0.9139502661248267,1080.0
116,0.663575658215237,0.663575658215237,419.0
117,0.42134206422171894,0.42134206422171894,458.0
118,0.2611138166425109,0.2611138166425109,954.0
119,0.4036465853028768,0.4036465853028768,775.0
120,0.956356357700753,0.956356357700753,555.0
121,0.07512473748785498,0.07512473748785498,1066.0
122,0.5883184183117478,0.5883184183117478,827.0
123,0.6955716210763836,0.6955716210763836,665.0
124,0.4085155857220142,0.4085155857220142,418.0
125,0.8997760547273965,0.8997760547273965,546.0
126,0.37708866243602257,0.37708866243602257,564.0
127,0.1663150775169775,0.1663150775169775,948.0
128,0.896694503531938,0.896694503531938,729.0
129,0.8887622650110694,0.8887622650110694,656.0
130,0.09043559841504578,0.09043559841504578,976.0
131,0.3939934946767898,0.3939934946767898,432.0
132,0.0854393083383862,0.0854393083383862,969.0
133,0.44619463148566396,0.44619463148566396,872.0
134,0.4379084980178869,0.4379084980178869,376.0
135,0.5014683826048116,0.5014683826048116,381.0
136,0.06103489602453238,0.06103489602453238,650.0
137,0.8107203590585936,0.8107203590585936,554.0
138,0.8633840735983642,0.8633840735983642,871.0
139,0.8350738909999205,0.8350738909999205,935.0
140,0.524928168609907,0.524928168609907,409.0
141,0.566467433179008,0.566467433179008,703.0
142,0.1722727284904002,0.1722727284904002,1069.0
143,0.7884296587475121,0.7884296587475121,405.0
144,0.20212115228534633,0.20212115228534633,676.0
145,0.5361853736723283,0.5361853736723283,494.0
146,0.6287804931768708,0.6287804931768708,1012.0
147,0.632526960807352,0.632526960807352,1093.0
148,0.5328797367082023,0.5328797367082023,857.0
149,0.8585502617535559,0.8585502617535559,777.0
150,0.2719621290572072,0.2719621290572072,1107.0
151,0.7000262382139586,0.7000262382139586,693.0
152,0.7372637330527325,0.7372637330527325,542.0
153,0.6189068197115144,0.6189068197115144,587.0
154,0.9686619028517673,0.9686619028517673,1076.0
155,0.7596216208227293,0.7596216208227293,777.0
156,0.6790806547386208,0.6790806547386208,952.0
157,0.5625047797625116,0.5625047797625116,658.0
158,0.031291018041742946,0.031291018041742946,724.0
159,0.8308507807719996,0.8308507807719996,517.0
160,0.14072082713236744,0.14072082713236744,784.0
161,0.6993432060388036,0.6993432060388036,875.0
162,0.5983575269420263,0.5983575269420263,702.0
163,0.20848960850360854,0.20848960850360854,414.0
164,0.028957227945905606,0.028957227945905606,493.0
165,0.42904009414136435,0.42904009414136435,411.0
166,0.8293582287247925,0.8293582287247925,959.0
167,0.2960102909328406,0.2960102909328406,935.0
168,0.47064220808409174,0.47064220808409174,952.0
169,0.39010890710921675,0.39010890710921675,556.0
170,0.029012960331908033,0.029012960331908033,804.0
171,0.046327499859334376,0.046327499859334376,788.0
172,0.4879669765793937,0.4879669765793937,457.0
173,0.5491927411610542,0.5491927411610542,664.0
174,0.43710514045281323,0.43710514045281323,670.0
175,0.8819275814099368,0.8819275814099368,439.0
176,0.39567232893492466,0.39567232893492466,705.0
177,0.04501621417079216,0.04501621417079216,800.0
178,0.5852127851591618,0.5852127851591618,605.0
179,0.4980002252343332,0.4980002252343332,645.0
180,0.058124595614081676,0.058124595614081676,457.0
181,0.382250039577374,0.382250039577374,1097.0
182,0.8021084035202288,0.8021084035202288,1108.0
183,0.08942338130176997,0.08942338130176997,954.0
184,0.7989075015789537,0.7989075015789537,773.0
185,0.01944146758970211,0.01944146758970211,568.0
186,0.23188159156838228,0.23188159156838228,1066.0
187,0.6787493884969762,0.6787493884969762,837.0
188,0.32308863099192786,0.32308863099192786,830.0
189,0.6583903926544881,0.6583903926544881,808.0
190,0.8796847729652679,0.8796847729652679,1043.0
191,0.8606709872101264,0.8606709872101264,824.0
192,0.9935134688180813,0.9935134688180813,502.0
193,0.5052770295132347,0.5052770295132347,732.0
194,0.5363961167110853,0.5363961167110853,667.0
195,0.6936415172431367,0.6936415172431367,879.0
196,0.14907527402701848,0.14907527402701848,603.0
197,0.5724690200032705,0.5724690200032705,942.0
198,0.18036291306741448,0.18036291306741448,818.0
199,0.8298877503274928,0.8298877503274928,970.0
200,0.3890743860191148,0.3890743860191148,455.0
