commodity,quantity
1,1
2,2
3,4
4,7
5,5
6,6
7,4
8,6
9,7
10,5
11,6
12,4
13,9
14,5
15,1
16,6
17,3
18,7
19,10
20,2
21,10
22,4
23,7
24,4
25,3
26,4
27,8
28,4
29,1
30,10
31,6
32,3
33,8
34,1
35,1
36,3
37,4
38,4
39,5
40,10
41,5
42,6
43,8
44,7
45,9
46,3
47,9
48,4
49,9
50,7
51,1
52,9
53,2
54,8
55,3
56,9
57,4
58,9
59,5
60,8
61,1
62,1
63,9
64,7
65,6
66,10
67,5
68,8
69,9
70,6
71,5
72,3
73,2
74,7
75,7
76,10
77,8
78,1
79,7
80,5
81,10
82,3
83,9
84,6
85,9
86,8
87,10
88,4
89,5
90,9
91,6
92,4
93,6
94,8
95,9
96,3
97,1
98,9
99,8
100,1
101,2
102,8
103,4
104,10
105,5
106,6
107,9
108,9
109,10
110,9
111,4
112,9
113,4
114,3
115,5
116,1
117,9
118,8
119,7
120,10
121,3
122,10
123,4
124,5
125,1
126,9
127,10
128,3
129,9
130,2
131,2
132,2
133,10
134,3
135,9
136,8
137,2
138,1
139,4
140,5
141,4
142,6
143,1
144,7
145,2
146,5
147,6
148,4
149,1
150,2
151,5
152,2
153,7
154,9
155,3
156,9
157,3
158,3
159,2
160,8
161,8
162,8
163,4
164,2
165,6
166,8
167,9
168,2
169,5
170,3
171,4
172,5
173,7
174,8
175,4
176,4
177,6
178,8
179,9
180,1
181,5
182,7
183,9
184,9
185,4
186,9
187,2
188,9
189,9
190,1
191,2
192,5
193,3
194,4
195,9
196,10
197,7
198,8
199,3
200,8
201,3
202,2
203,6
204,7
205,10
206,5
207,4
208,2
209,8
210,10
211,1
212,1
213,6
214,2
215,3
216,4
217,5
218,8
219,4
220,10
221,8
222,8
223,3
224,9
225,5
226,7
227,2
228,9
229,10
230,3
231,9
232,8
233,7
234,9
235,7
236,8
237,7
238,7
239,6
240,3
241,2
242,1
243,4
244,1
245,4
246,9
247,8
248,7
249,10
250,7
251,10
252,7
253,7
254,7
255,10
256,10
257,10
258,4
259,1
260,7
261,9
262,5
263,3
264,5
265,2
266,4
267,2
268,9
269,4
270,1
271,9
272,9
273,4
274,6
275,1
276,6
277,6
278,6
279,7
280,8
281,7
282,3
283,1
284,4
285,2
286,2
287,6
288,6
289,6
290,6
291,4
292,5
293,9
294,1
295,5
296,10
297,6
298,1
299,10
300,9
301,10
302,1
303,8
304,10
305,4
306,3
307,7
308,6
309,4
310,9
311,8
312,3
313,10
314,2
315,3
316,2
317,6
318,10
319,2
320,5
321,10
322,7
323,1
324,9
325,10
326,10
327,2
328,6
329,10
330,4
331,1
332,3
333,9
334,3
335,5
336,2
337,2
338,10
339,7
340,5
341,4
342,6
343,7
344,5
345,7
346,7
347,10
348,9
349,8
350,2
351,5
352,6
353,6
354,3
355,1
356,3
357,6
358,10
359,6
360,5
361,4
362,1
363,8
364,1
365,1
366,8
367,4
368,2
369,9
370,6
371,7
372,9
373,7
374,4
375,8
376,8
377,3
378,7
379,6
380,2
381,3
382,1
383,6
384,5
385,8
386,9
387,3
388,6
389,1
390,1
391,5
392,4
393,10
394,4
395,8
396,1
397,8
398,9
399,8
400,6
