commodity,quantity
1,1
2,4
3,8
4,6
5,2
6,9
7,4
8,9
9,5
10,5
11,3
12,3
13,6
14,5
15,1
16,4
17,10
18,6
19,1
20,6
21,2
22,5
23,1
24,1
25,5
26,5
27,8
28,10
29,8
30,5
31,2
32,9
33,6
34,2
35,4
36,2
37,7
38,9
39,8
40,3
41,6
42,10
43,8
44,4
45,2
46,3
47,3
48,10
49,10
50,4
51,9
52,4
53,5
54,1
55,4
56,10
57,9
58,1
59,10
60,7
61,5
62,6
63,2
64,8
65,1
66,4
67,2
68,4
69,3
70,10
71,10
72,10
73,6
74,4
75,4
76,9
77,2
78,4
79,9
80,8
81,6
82,1
83,6
84,2
85,8
86,10
87,8
88,7
89,6
90,1
91,6
92,7
93,6
94,6
95,10
96,5
97,9
98,9
99,2
100,10
101,4
102,2
103,1
104,3
105,10
106,6
107,8
108,10
109,10
110,10
111,4
112,6
113,6
114,2
115,6
116,6
117,2
118,1
119,7
120,4
121,4
122,3
123,10
124,9
125,10
126,7
127,5
128,9
129,2
130,2
131,8
132,1
133,9
134,7
135,10
136,8
137,8
138,8
139,8
140,8
141,10
142,10
143,10
144,5
145,4
146,9
147,3
148,5
149,3
150,3
151,5
152,5
153,10
154,9
155,9
156,6
157,8
158,3
159,10
160,6
161,9
162,3
163,10
164,5
165,2
166,6
167,1
168,2
169,1
170,5
171,3
172,8
173,5
174,10
175,6
176,8
177,5
178,8
179,1
180,1
181,8
182,4
183,10
184,9
185,6
186,3
187,1
188,10
189,10
190,2
191,4
192,7
193,1
194,2
195,10
196,7
197,5
198,2
199,9
200,3
201,4
202,6
203,2
204,3
205,3
206,9
207,1
208,5
209,6
210,3
211,1
212,6
213,1
214,3
215,10
216,5
217,1
218,1
219,3
220,2
221,5
222,6
223,9
224,2
225,10
226,9
227,1
228,2
229,3
230,8
231,6
232,8
233,7
234,4
235,3
236,7
237,9
238,4
239,9
240,9
241,5
242,7
243,7
244,2
245,10
246,1
247,2
248,7
249,4
250,4
251,2
252,2
253,2
254,7
255,2
256,5
257,6
258,6
259,10
260,10
261,2
262,4
263,5
264,4
265,10
266,4
267,4
268,1
269,10
270,9
271,4
272,8
273,4
274,7
275,2
276,10
277,10
278,1
279,9
280,6
281,6
282,1
283,1
284,9
285,9
286,9
287,7
288,8
289,10
290,5
291,2
292,4
293,2
294,1
295,1
296,9
297,7
298,5
299,9
300,8
301,4
302,2
303,7
304,5
305,7
306,6
307,4
308,5
309,7
310,2
311,3
312,6
313,3
314,7
315,3
316,1
317,9
318,10
319,9
320,2
321,5
322,2
323,8
324,7
325,8
326,1
327,9
328,6
329,4
330,10
331,9
332,1
333,5
334,6
335,7
336,4
337,1
338,6
339,6
340,10
341,2
342,3
343,2
344,9
345,4
346,7
347,8
348,1
349,1
350,1
351,10
352,2
353,8
354,1
355,9
356,1
357,2
358,9
359,10
360,6
361,4
362,8
363,5
364,9
365,1
366,5
367,6
368,8
369,9
370,10
371,10
372,9
373,1
374,5
375,10
376,9
377,1
378,3
379,6
380,4
381,3
382,7
383,8
384,2
385,9
386,8
387,7
388,5
389,8
390,5
391,2
392,5
393,7
394,4
395,4
396,10
397,1
398,4
399,3
400,5
