arc,originnode,destinationnode,capacity
1,1,69,56.0
2,1,81,67.0
3,1,99,85.0
4,1,117,95.0
5,1,145,100.0
6,1,195,61.0
7,1,203,114.0
8,1,223,121.0
9,1,250,92.0
10,1,279,140.0
11,1,300,85.0
12,2,13,62.0
13,2,28,136.0
14,2,51,53.0
15,2,62,52.0
16,2,74,113.0
17,2,84,68.0
18,2,87,82.0
19,2,104,52.0
20,2,183,132.0
21,2,208,115.0
22,2,225,80.0
23,2,233,107.0
24,2,337,133.0
25,2,353,83.0
26,3,21,101.0
27,3,30,112.0
28,3,48,51.0
29,3,83,128.0
30,3,140,127.0
31,3,151,117.0
32,3,251,123.0
33,3,301,119.0
34,3,313,95.0
35,3,327,70.0
36,3,377,107.0
37,3,381,61.0
38,3,393,123.0
39,4,16,102.0
40,4,80,75.0
41,4,154,105.0
42,4,202,54.0
43,4,207,89.0
44,4,217,144.0
45,4,220,90.0
46,5,22,106.0
47,5,60,120.0
48,5,103,91.0
49,5,118,98.0
50,5,231,72.0
51,5,263,145.0
52,5,281,99.0
53,5,294,59.0
54,5,298,118.0
55,5,305,82.0
56,5,307,104.0
57,5,332,131.0
58,5,386,116.0
59,6,34,104.0
60,6,39,58.0
61,6,102,125.0
62,6,121,73.0
63,6,123,54.0
64,6,157,51.0
65,6,177,120.0
66,6,322,82.0
67,6,390,86.0
68,7,85,60.0
69,7,122,108.0
70,7,155,80.0
71,7,222,124.0
72,7,272,86.0
73,7,292,80.0
74,7,325,71.0
75,7,326,128.0
76,7,348,144.0
77,7,350,76.0
78,7,358,62.0
79,7,359,49.0
80,8,27,130.0
81,8,109,69.0
82,8,213,67.0
83,8,232,117.0
84,8,293,66.0
85,8,297,107.0
86,8,328,139.0
87,8,374,84.0
88,9,76,80.0
89,9,138,136.0
90,9,146,132.0
91,9,147,73.0
92,9,162,114.0
93,9,234,113.0
94,9,244,90.0
95,9,247,97.0
96,9,277,59.0
97,9,311,97.0
98,9,371,74.0
99,10,40,54.0
100,10,50,128.0
101,10,54,84.0
102,10,115,87.0
103,10,197,128.0
104,10,318,63.0
105,10,321,135.0
106,10,344,140.0
107,10,349,51.0
108,10,356,136.0
109,11,33,79.0
110,11,35,117.0
111,11,56,122.0
112,11,59,75.0
113,11,72,138.0
114,11,126,129.0
115,11,128,90.0
116,11,165,70.0
117,11,169,117.0
118,11,210,75.0
119,11,246,84.0
120,11,256,144.0
121,11,262,73.0
122,11,323,134.0
123,12,43,87.0
124,12,80,103.0
125,12,100,52.0
126,12,202,99.0
127,12,214,81.0
128,12,217,123.0
129,12,224,86.0
130,12,257,85.0
131,12,270,108.0
132,12,294,90.0
133,12,368,61.0
134,12,396,121.0
135,13,2,90.0
136,13,23,84.0
137,13,28,55.0
138,13,62,71.0
139,13,74,123.0
140,13,149,141.0
141,13,208,66.0
142,13,284,129.0
143,13,343,120.0
144,13,391,77.0
145,14,21,91.0
146,14,91,80.0
147,14,192,81.0
148,14,212,93.0
149,14,283,89.0
150,14,384,106.0
151,15,45,68.0
152,15,98,140.0
153,15,114,74.0
154,15,235,89.0
155,15,243,109.0
156,15,290,94.0
157,15,335,126.0
158,15,347,104.0
159,16,4,118.0
160,16,86,138.0
161,16,154,106.0
162,16,202,125.0
163,16,207,51.0
164,16,217,70.0
165,16,220,139.0
166,16,290,85.0
167,17,24,102.0
168,17,47,54.0
169,17,107,88.0
170,17,199,91.0
171,17,249,135.0
172,17,278,48.0
173,17,312,123.0
174,17,342,117.0
175,17,352,85.0
176,17,362,88.0
177,17,375,72.0
178,17,378,138.0
179,18,46,130.0
180,18,119,74.0
181,18,156,96.0
182,18,172,96.0
183,18,211,118.0
184,18,226,53.0
185,18,245,77.0
186,18,303,87.0
187,18,304,56.0
188,18,310,100.0
189,18,351,104.0
190,18,372,112.0
191,18,380,102.0
192,19,27,55.0
193,19,50,51.0
194,19,67,82.0
195,19,71,102.0
196,19,112,123.0
197,19,115,67.0
198,19,133,66.0
199,19,150,129.0
200,19,167,121.0
201,19,241,49.0
202,19,302,63.0
203,19,319,108.0
204,19,328,136.0
205,19,344,96.0
206,20,25,103.0
207,20,35,83.0
208,20,49,65.0
209,20,142,96.0
210,20,301,133.0
211,20,317,82.0
212,20,354,90.0
213,20,360,62.0
214,20,377,99.0
215,21,3,55.0
216,21,14,98.0
217,21,30,116.0
218,21,48,93.0
219,21,83,95.0
220,21,140,86.0
221,21,192,58.0
222,21,212,106.0
223,21,313,82.0
224,21,327,133.0
225,21,381,121.0
226,21,384,143.0
227,22,5,61.0
228,22,60,125.0
229,22,231,95.0
230,22,263,120.0
231,22,298,127.0
232,22,305,130.0
233,22,307,60.0
234,22,332,132.0
235,23,13,115.0
236,23,28,143.0
237,23,62,61.0
238,23,101,64.0
239,23,149,84.0
240,23,284,136.0
241,23,289,69.0
242,23,338,102.0
243,23,343,106.0
244,23,389,108.0
245,23,391,78.0
246,24,17,68.0
247,24,33,139.0
248,24,36,60.0
249,24,47,85.0
250,24,107,67.0
251,24,165,144.0
252,24,169,104.0
253,24,199,107.0
254,24,265,138.0
255,24,278,70.0
256,24,295,107.0
257,24,312,142.0
258,24,342,84.0
259,24,362,111.0
260,24,375,80.0
261,24,378,130.0
262,25,20,81.0
263,25,49,114.0
264,25,58,74.0
265,25,142,130.0
266,25,151,90.0
267,25,180,72.0
268,25,184,118.0
269,25,301,143.0
270,25,317,121.0
271,25,360,88.0
272,25,377,80.0
273,25,390,66.0
274,26,124,118.0
275,26,315,133.0
276,26,388,96.0
277,27,8,79.0
278,27,19,83.0
279,27,67,120.0
280,27,112,58.0
281,27,133,81.0
282,27,213,77.0
283,27,232,75.0
284,27,241,78.0
285,27,293,67.0
286,27,297,64.0
287,27,302,96.0
288,27,319,56.0
289,27,328,58.0
290,27,374,143.0
291,28,2,100.0
292,28,13,73.0
293,28,23,55.0
294,28,62,54.0
295,28,149,83.0
296,28,208,143.0
297,28,284,61.0
298,28,343,97.0
299,28,391,50.0
300,29,86,63.0
301,29,98,73.0
302,29,196,79.0
303,29,238,61.0
304,29,261,76.0
305,29,395,113.0
306,30,3,65.0
307,30,21,83.0
308,30,48,106.0
309,30,83,64.0
310,30,140,129.0
311,30,151,103.0
312,30,212,65.0
313,30,313,106.0
314,30,327,91.0
315,30,377,116.0
316,30,381,139.0
317,30,384,118.0
318,30,393,118.0
319,31,56,138.0
320,31,59,49.0
321,31,72,65.0
322,31,89,104.0
323,31,127,84.0
324,31,160,57.0
