commodity,quantity
1,8
2,8
3,4
4,2
5,5
6,8
7,9
8,3
9,10
10,8
11,2
12,3
13,4
14,3
15,10
16,5
17,7
18,5
19,1
20,5
21,9
22,1
23,8
24,9
25,2
26,6
27,2
28,4
29,10
30,4
31,3
32,2
33,4
34,3
35,10
36,6
37,1
38,1
39,10
40,10
41,5
42,5
43,3
44,3
45,8
46,3
47,5
48,9
49,5
50,1
51,5
52,4
53,3
54,2
55,3
56,1
57,8
58,3
59,10
60,10
61,2
62,5
63,1
64,1
65,1
66,8
67,7
68,1
69,2
70,6
71,5
72,2
73,8
74,5
75,7
76,5
77,1
78,10
79,3
80,10
81,2
82,6
83,7
84,1
85,3
86,6
87,2
88,7
89,9
90,3
91,8
92,1
93,7
94,1
95,7
96,1
97,6
98,3
99,7
100,7
101,2
102,10
103,8
104,7
105,4
106,7
107,4
108,9
109,4
110,1
111,2
112,8
113,2
114,6
115,9
116,8
117,1
118,1
119,7
120,7
121,8
122,6
123,10
124,2
125,2
126,7
127,2
128,7
129,3
130,9
131,8
132,6
133,8
134,2
135,8
136,4
137,8
138,2
139,10
140,8
141,2
142,7
143,9
144,5
145,2
146,1
147,5
148,2
149,1
150,3
151,4
152,8
153,6
154,1
155,4
156,1
157,2
158,2
159,6
160,9
161,9
162,7
163,8
164,10
165,8
166,9
167,2
168,4
169,3
170,3
171,4
172,5
173,6
174,6
175,10
176,8
177,7
178,10
179,9
180,7
181,9
182,2
183,5
184,3
185,2
186,7
187,9
188,6
189,4
190,10
191,6
192,7
193,10
194,8
195,9
196,8
197,9
198,7
199,8
200,5
201,2
202,7
203,5
204,4
205,2
206,2
207,9
208,1
209,5
210,1
211,8
212,8
213,7
214,3
215,9
216,8
217,7
218,5
219,6
220,2
221,8
222,6
223,3
224,7
225,4
226,7
227,6
228,1
229,1
230,5
231,5
232,5
233,3
234,3
235,5
236,10
237,9
238,8
239,1
240,3
241,4
242,5
243,7
244,2
245,1
246,1
247,7
248,4
249,2
250,9
251,4
252,7
253,9
254,4
255,9
256,6
257,8
258,6
259,9
260,9
261,5
262,3
263,2
264,2
265,1
266,7
267,7
268,2
269,5
270,5
271,7
272,5
273,5
274,3
275,2
276,2
277,5
278,8
279,7
280,1
281,3
282,5
283,9
284,6
285,5
286,1
287,3
288,3
289,10
290,4
291,1
292,9
293,9
294,2
295,6
296,5
297,3
298,1
299,4
300,1
301,1
302,7
303,10
304,10
305,9
306,4
307,1
308,5
309,5
310,7
311,6
312,4
313,8
314,7
315,6
316,7
317,6
318,2
319,10
320,5
321,3
322,1
323,6
324,10
325,7
326,4
327,5
328,10
329,6
330,2
331,7
332,6
333,9
334,5
335,3
336,6
337,3
338,10
339,9
340,7
341,1
342,1
343,4
344,1
345,1
346,1
347,6
348,1
349,3
350,8
351,4
352,10
353,4
354,3
355,1
356,6
357,8
358,10
359,3
360,9
361,4
362,9
363,1
364,1
365,4
366,10
367,10
368,3
369,4
370,5
371,6
372,10
373,7
374,9
375,8
376,6
377,10
378,9
379,5
380,9
381,3
382,9
383,3
384,4
385,9
386,9
387,2
388,5
389,1
390,10
391,4
392,3
393,1
394,8
395,7
396,6
397,10
398,8
399,4
400,1
